weekday;day;month;year;time;EA+ GERAL MAT (KWh);EA+ AVAC IT MAT (KWh);EA+ IT MAT (KWh)
Sat;20;2;2016;00:15;45.0;8.15;37.31
Sat;20;2;2016;00:30;44.0;8.15;37.17
Sat;20;2;2016;00:45;45.0;8.17;38.26
Sat;20;2;2016;01:00;44.0;8.15;37.15
Sat;20;2;2016;01:15;45.0;8.15;37.13
Sat;20;2;2016;01:30;45.0;8.17;37.17
Sat;20;2;2016;01:45;44.0;8.16;38.25
Sat;20;2;2016;02:00;45.0;8.16;37.19
Sat;20;2;2016;02:15;44.0;8.16;37.05
Sat;20;2;2016;02:30;45.0;8.18;38.09
Sat;20;2;2016;02:45;44.0;8.18;37.05
Sat;20;2;2016;03:00;45.0;8.19;37.1
Sat;20;2;2016;03:15;44.0;8.18;37.11
Sat;20;2;2016;03:30;45.0;8.19;38.05
Sat;20;2;2016;03:45;44.0;8.2;37.02
Sat;20;2;2016;04:00;45.0;8.19;37.04
Sat;20;2;2016;04:15;44.0;8.2;37.05
Sat;20;2;2016;04:30;45.0;8.21;38.0
Sat;20;2;2016;04:45;44.0;8.22;37.04
Sat;20;2;2016;05:00;44.0;8.2;37.01
Sat;20;2;2016;05:15;45.0;8.22;37.01
Sat;20;2;2016;05:30;44.0;8.22;37.97
Sat;20;2;2016;05:45;45.0;8.22;37.01
Sat;20;2;2016;06:00;44.0;8.21;37.01
Sat;20;2;2016;06:15;45.0;8.21;37.95
Sat;20;2;2016;06:30;44.0;8.22;37.01
Sat;20;2;2016;06:45;46.0;8.46;38.09
Sat;20;2;2016;07:00;43.0;7.98;35.93
Sat;20;2;2016;07:15;45.0;8.23;37.99
Sat;20;2;2016;07:30;44.0;8.2;36.98
Sat;20;2;2016;07:45;44.0;8.21;36.96
Sat;20;2;2016;08:00;6.0;1.1;4.82
Sat;20;2;2016;08:15;3.0;0.48;2.06
Sat;20;2;2016;08:30;127.0;22.95;105.29
Sat;20;2;2016;08:45;46.0;8.13;37.12
Sat;20;2;2016;09:00;46.0;8.1;37.15
Sat;20;2;2016;09:15;46.0;8.12;38.26
Sat;20;2;2016;09:30;46.0;8.16;37.16
Sat;20;2;2016;09:45;46.0;8.15;37.14
Sat;20;2;2016;10:00;46.0;8.16;37.3
Sat;20;2;2016;10:15;48.0;8.12;38.19
Sat;20;2;2016;10:30;48.0;8.14;37.26
Sat;20;2;2016;10:45;48.0;8.15;37.38
Sat;20;2;2016;11:00;47.0;8.12;37.25
Sat;20;2;2016;11:15;46.0;8.13;38.34
Sat;20;2;2016;11:30;47.0;8.11;37.36
Sat;20;2;2016;11:45;47.0;8.1;37.32
Sat;20;2;2016;12:00;47.0;8.09;37.37
Sat;20;2;2016;12:15;47.0;8.47;38.33
Sat;20;2;2016;12:30;46.0;9.77;37.32
Sat;20;2;2016;12:45;48.0;9.77;37.49
Sat;20;2;2016;13:00;46.0;9.68;37.43
Sat;20;2;2016;13:15;47.0;9.68;38.44
Sat;20;2;2016;13:30;47.0;9.65;37.46
Sat;20;2;2016;13:45;47.0;9.66;37.52
Sat;20;2;2016;14:00;48.0;9.63;37.4
Sat;20;2;2016;14:15;50.0;11.24;38.47
Sat;20;2;2016;14:30;50.0;11.33;37.64
Sat;20;2;2016;14:45;49.0;10.77;37.53
Sat;20;2;2016;15:00;47.0;11.16;37.61
Sat;20;2;2016;15:15;47.0;9.92;38.55
Sat;20;2;2016;15:30;51.0;13.73;37.57
Sat;20;2;2016;15:45;47.0;10.44;38.08
Sat;20;2;2016;16:00;49.0;12.24;37.03
Sat;20;2;2016;16:15;50.0;13.31;38.56
Sat;20;2;2016;16:30;48.0;11.24;37.55
Sat;20;2;2016;16:45;50.0;13.31;37.7
Sat;20;2;2016;17:00;48.0;11.28;38.54
Sat;20;2;2016;17:15;50.0;13.03;37.61
Sat;20;2;2016;17:30;49.0;12.13;37.66
Sat;20;2;2016;17:45;49.0;12.47;37.56
Sat;20;2;2016;18:00;49.0;12.47;38.63
Sat;20;2;2016;18:15;48.0;11.07;37.62
Sat;20;2;2016;18:30;48.0;11.69;37.58
Sat;20;2;2016;18:45;50.0;12.63;37.6
Sat;20;2;2016;19:00;46.0;9.76;38.62
Sat;20;2;2016;19:15;50.0;12.49;37.68
Sat;20;2;2016;19:30;48.0;11.46;37.5
Sat;20;2;2016;19:45;47.0;10.22;37.63
Sat;20;2;2016;20:00;47.0;10.82;38.61
Sat;20;2;2016;20:15;48.0;11.58;37.51
Sat;20;2;2016;20:30;49.0;12.02;37.58
Sat;20;2;2016;20:45;46.0;9.78;37.52
Sat;20;2;2016;21:00;49.0;11.34;39.68
Sat;20;2;2016;21:15;45.0;9.52;36.44
Sat;20;2;2016;21:30;48.0;11.11;37.51
Sat;20;2;2016;21:45;47.0;10.33;37.55
Sat;20;2;2016;22:00;47.0;9.99;38.48
Sat;20;2;2016;22:15;48.0;11.68;37.56
Sat;20;2;2016;22:30;47.0;9.77;37.47
Sat;20;2;2016;22:45;46.0;9.81;37.48
Sat;20;2;2016;23:00;46.0;9.84;38.47
Sat;20;2;2016;23:15;46.0;9.84;37.35
Sat;20;2;2016;23:30;47.0;9.89;37.46
Sat;20;2;2016;23:45;46.0;9.79;37.34
Sun;21;2;2016;00:00;46.0;9.77;38.56
Sun;21;2;2016;00:15;47.0;9.76;37.41
Sun;21;2;2016;00:30;46.0;9.77;37.31
Sun;21;2;2016;00:45;46.0;9.78;37.31
Sun;21;2;2016;01:00;47.0;9.76;38.41
Sun;21;2;2016;01:15;46.0;9.78;37.22
Sun;21;2;2016;01:30;46.0;9.8;37.34
Sun;21;2;2016;01:45;46.0;9.82;37.33
Sun;21;2;2016;02:00;46.0;8.99;38.27
Sun;21;2;2016;02:15;46.0;8.36;38.46
Sun;21;2;2016;02:30;43.0;7.83;36.03
Sun;21;2;2016;02:45;44.0;8.1;37.22
Sun;21;2;2016;03:00;45.0;8.08;38.09
Sun;21;2;2016;03:15;44.0;8.08;37.14
Sun;21;2;2016;03:30;45.0;8.04;37.13
Sun;21;2;2016;03:45;44.0;8.04;37.19
Sun;21;2;2016;04:00;44.0;8.05;38.13
Sun;21;2;2016;04:15;45.0;8.06;37.03
Sun;21;2;2016;04:30;44.0;8.07;37.15
Sun;21;2;2016;04:45;44.0;8.04;38.04
Sun;21;2;2016;05:00;45.0;8.07;37.13
Sun;21;2;2016;05:15;44.0;8.05;37.06
Sun;21;2;2016;05:30;44.0;8.06;37.05
Sun;21;2;2016;05:45;44.0;8.07;38.1
Sun;21;2;2016;06:00;44.0;8.06;37.0
Sun;21;2;2016;06:15;44.0;8.06;37.11
Sun;21;2;2016;06:30;45.0;8.08;37.17
Sun;21;2;2016;06:45;44.0;8.06;38.05
Sun;21;2;2016;07:00;44.0;8.05;37.07
Sun;21;2;2016;07:15;45.0;8.07;37.07
Sun;21;2;2016;07:30;46.0;8.35;38.31
Sun;21;2;2016;07:45;43.0;7.79;36.93
Sun;21;2;2016;08:00;44.0;8.04;37.11
Sun;21;2;2016;08:15;45.0;8.08;37.11
Sun;21;2;2016;08:30;44.0;8.1;37.1
Sun;21;2;2016;08:45;44.0;8.04;38.11
Sun;21;2;2016;09:00;45.0;8.03;37.22
Sun;21;2;2016;09:15;44.0;8.03;37.25
Sun;21;2;2016;09:30;44.0;8.02;37.13
Sun;21;2;2016;09:45;45.0;8.05;38.29
Sun;21;2;2016;10:00;44.0;8.05;37.23
Sun;21;2;2016;10:15;45.0;8.06;37.34
Sun;21;2;2016;10:30;46.0;9.31;37.23
Sun;21;2;2016;10:45;46.0;9.74;38.34
Sun;21;2;2016;11:00;46.0;9.72;37.26
Sun;21;2;2016;11:15;46.0;9.75;37.37
Sun;21;2;2016;11:30;46.0;9.74;37.33
Sun;21;2;2016;11:45;46.0;9.76;38.35
Sun;21;2;2016;12:00;46.0;9.72;37.31
Sun;21;2;2016;12:15;47.0;9.72;37.46
Sun;21;2;2016;12:30;45.0;9.69;37.4
Sun;21;2;2016;12:45;48.0;10.01;39.66
Sun;21;2;2016;13:00;46.0;10.97;36.22
Sun;21;2;2016;13:15;50.0;12.53;37.54
Sun;21;2;2016;13:30;46.0;9.83;37.46
Sun;21;2;2016;13:45;51.0;14.04;38.58
Sun;21;2;2016;14:00;49.0;12.61;37.44
Sun;21;2;2016;14:15;49.0;12.98;37.5
Sun;21;2;2016;14:30;50.0;13.55;37.55
Sun;21;2;2016;14:45;49.0;12.35;38.47
Sun;21;2;2016;15:00;51.0;14.45;37.52
Sun;21;2;2016;15:15;49.0;13.36;37.57
Sun;21;2;2016;15:30;51.0;14.22;37.6
Sun;21;2;2016;15:45;50.0;13.78;38.43
Sun;21;2;2016;16:00;49.0;12.45;37.57
Sun;21;2;2016;16:15;49.0;12.95;37.62
Sun;21;2;2016;16:30;47.0;9.99;38.55
Sun;21;2;2016;16:45;47.0;10.67;37.53
Sun;21;2;2016;17:00;46.0;10.09;37.55
Sun;21;2;2016;17:15;46.0;10.11;37.51
Sun;21;2;2016;17:30;48.0;10.94;38.59
Sun;21;2;2016;17:45;47.0;10.34;37.58
Sun;21;2;2016;18:00;49.0;11.28;38.87
Sun;21;2;2016;18:15;44.0;9.41;36.34
Sun;21;2;2016;18:30;48.0;11.21;38.49
Sun;21;2;2016;18:45;47.0;9.76;37.51
Sun;21;2;2016;19:00;48.0;12.07;37.61
Sun;21;2;2016;19:15;46.0;10.06;37.59
Sun;21;2;2016;19:30;48.0;10.6;38.46
Sun;21;2;2016;19:45;49.0;12.43;37.66
Sun;21;2;2016;20:00;45.0;9.82;37.48
Sun;21;2;2016;20:15;49.0;11.53;37.58
Sun;21;2;2016;20:30;46.0;9.8;38.47
Sun;21;2;2016;20:45;46.0;9.8;37.46
Sun;21;2;2016;21:00;47.0;11.05;37.55
Sun;21;2;2016;21:15;47.0;9.8;37.5
Sun;21;2;2016;21:30;46.0;9.7;38.43
Sun;21;2;2016;21:45;46.0;9.74;37.43
Sun;21;2;2016;22:00;46.0;9.76;37.48
Sun;21;2;2016;22:15;47.0;9.79;37.48
Sun;21;2;2016;22:30;46.0;9.8;38.47
Sun;21;2;2016;22:45;46.0;9.76;37.45
Sun;21;2;2016;23:00;46.0;9.8;37.47
Sun;21;2;2016;23:15;48.0;10.1;38.48
Sun;21;2;2016;23:30;45.0;9.47;37.28
Sun;21;2;2016;23:45;46.0;9.77;37.33
Mon;22;2;2016;00:00;46.0;9.78;37.36
Mon;22;2;2016;00:15;46.0;9.79;37.31
Mon;22;2;2016;00:30;47.0;9.75;38.34
Mon;22;2;2016;00:45;44.0;8.67;37.28
Mon;22;2;2016;01:00;45.0;8.03;37.28
Mon;22;2;2016;01:15;44.0;8.03;37.27
Mon;22;2;2016;01:30;45.0;8.04;38.25
Mon;22;2;2016;01:45;44.0;8.05;37.15
Mon;22;2;2016;02:00;44.0;8.06;37.27
Mon;22;2;2016;02:15;44.0;8.04;37.16
Mon;22;2;2016;02:30;45.0;8.03;38.19
Mon;22;2;2016;02:45;44.0;8.05;37.16
Mon;22;2;2016;03:00;44.0;8.04;37.13
Mon;22;2;2016;03:15;45.0;8.07;38.23
Mon;22;2;2016;03:30;43.0;8.07;37.14
Mon;22;2;2016;03:45;45.0;8.08;37.17
Mon;22;2;2016;04:00;44.0;8.05;37.17
Mon;22;2;2016;04:15;45.0;8.05;38.2
Mon;22;2;2016;04:30;46.0;8.3;38.21
Mon;22;2;2016;04:45;43.0;7.81;36.01
Mon;22;2;2016;05:00;44.0;8.05;37.11
Mon;22;2;2016;05:15;44.0;8.06;38.09
Mon;22;2;2016;05:30;44.0;8.04;37.08
Mon;22;2;2016;05:45;44.0;8.05;37.16
Mon;22;2;2016;06:00;44.0;8.04;37.06
Mon;22;2;2016;06:15;45.0;8.02;38.02
Mon;22;2;2016;06:30;44.0;8.01;37.07
Mon;22;2;2016;06:45;44.0;8.02;37.15
Mon;22;2;2016;07:00;44.0;8.03;37.04
Mon;22;2;2016;07:15;45.0;8.05;38.05
Mon;22;2;2016;07:30;44.0;8.05;37.16
Mon;22;2;2016;07:45;44.0;8.02;37.14
Mon;22;2;2016;08:00;45.0;8.01;37.21
Mon;22;2;2016;08:15;44.0;8.04;38.15
Mon;22;2;2016;08:30;45.0;8.1;37.22
Mon;22;2;2016;08:45;44.0;8.08;37.15
Mon;22;2;2016;09:00;45.0;8.06;37.21
Mon;22;2;2016;09:15;44.0;8.07;38.32
Mon;22;2;2016;09:30;45.0;8.03;37.31
Mon;22;2;2016;09:45;46.0;8.29;38.5
Mon;22;2;2016;10:00;43.0;7.8;36.11
Mon;22;2;2016;10:15;46.0;8.08;38.34
Mon;22;2;2016;10:30;47.0;8.04;37.24
Mon;22;2;2016;10:45;48.0;9.47;37.35
Mon;22;2;2016;11:00;50.0;9.76;37.26
Mon;22;2;2016;11:15;49.0;9.79;38.37
Mon;22;2;2016;11:30;46.0;6.58;37.33
Mon;22;2;2016;11:45;58.0;18.72;37.58
Mon;22;2;2016;12:00;64.0;25.25;37.4
Mon;22;2;2016;12:15;63.0;25.26;38.44
Mon;22;2;2016;12:30;63.0;24.09;37.4
Mon;22;2;2016;12:45;61.0;23.17;37.34
Mon;22;2;2016;13:00;62.0;23.22;37.48
Mon;22;2;2016;13:15;64.0;24.42;38.25
Mon;22;2;2016;13:30;63.0;25.16;37.35
Mon;22;2;2016;13:45;64.0;25.29;37.4
Mon;22;2;2016;14:00;63.0;25.26;38.37
Mon;22;2;2016;14:15;58.0;20.84;37.47
Mon;22;2;2016;14:30;61.0;24.2;37.5
Mon;22;2;2016;14:45;63.0;25.33;37.44
Mon;22;2;2016;15:00;64.0;26.13;39.57
Mon;22;2;2016;15:15;62.0;24.5;36.24
Mon;22;2;2016;15:30;63.0;25.34;37.44
Mon;22;2;2016;15:45;61.0;23.43;37.34
Mon;22;2;2016;16:00;63.0;24.09;38.46
Mon;22;2;2016;16:15;50.0;13.49;37.5
Mon;22;2;2016;16:30;53.0;14.01;37.66
Mon;22;2;2016;16:45;53.0;15.83;37.62
Mon;22;2;2016;17:00;48.0;11.28;38.59
Mon;22;2;2016;17:15;49.0;12.97;37.6
Mon;22;2;2016;17:30;51.0;14.66;37.62
Mon;22;2;2016;17:45;50.0;12.86;37.76
Mon;22;2;2016;18:00;47.0;11.28;38.53
Mon;22;2;2016;18:15;49.0;12.67;37.64
Mon;22;2;2016;18:30;47.0;10.79;37.68
Mon;22;2;2016;18:45;49.0;11.42;37.65
Mon;22;2;2016;19:00;49.0;11.72;38.71
Mon;22;2;2016;19:15;48.0;11.7;37.56
Mon;22;2;2016;19:30;47.0;10.46;37.63
Mon;22;2;2016;19:45;49.0;11.68;37.58
Mon;22;2;2016;20:00;47.0;10.73;38.6
Mon;22;2;2016;20:15;49.0;11.37;38.81
Mon;22;2;2016;20:30;45.0;10.26;36.36
Mon;22;2;2016;20:45;48.0;11.2;37.51
Mon;22;2;2016;21:00;47.0;10.29;38.54
Mon;22;2;2016;21:15;47.0;9.92;37.47
Mon;22;2;2016;21:30;47.0;11.04;37.48
Mon;22;2;2016;21:45;47.0;9.91;37.44
Mon;22;2;2016;22:00;46.0;9.84;38.39
