weekday;day;month;year;time;EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ Geral ALF2A7+A8 (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ GERAL FAR (KWh);EA+ GERAL 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ GERAL MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ GERAL PTM (KWh);EA+ GERAL 2 SNT (KWh);EA+ GERAL FMC (KWh)
Tue;2;2;2016;01:30;40.21;23.13;1.58;26.0;12.0;134.56;18.9;62.62;29.94;20.0;6.0;15.0;15.15;44.0;46.0;8.83;27.84;39.0;5.0;15.85;20.0
Tue;2;2;2016;01:45;39.45;23.84;1.58;25.8;11.0;133.88;18.9;63.62;29.94;20.0;7.0;16.0;14.57;43.0;43.0;8.55;27.16;39.0;5.0;15.92;21.0
Tue;2;2;2016;02:00;39.25;22.85;1.58;26.0;11.0;132.99;17.91;64.08;29.94;19.0;5.0;15.5;14.51;44.0;45.0;8.75;28.0;38.0;6.0;15.88;20.0
Tue;2;2;2016;02:15;39.12;23.18;1.58;26.0;12.0;135.44;18.9;63.09;28.94;20.0;7.0;15.5;14.96;44.0;45.0;8.9;28.23;39.0;5.0;15.78;20.0
Tue;2;2;2016;02:30;40.35;22.81;1.58;25.5;11.0;131.03;17.91;63.37;29.94;19.0;6.0;15.0;14.67;43.0;45.0;8.55;28.98;38.0;5.0;15.86;21.0
Tue;2;2;2016;02:45;39.12;24.0;1.58;26.0;11.0;133.95;19.9;62.57;29.94;20.0;6.0;13.5;14.36;43.0;44.0;8.72;27.23;38.0;5.0;15.93;20.0
Tue;2;2;2016;03:00;39.14;22.09;1.58;26.0;12.0;131.26;17.91;62.61;28.94;19.0;7.0;13.5;14.58;43.0;47.0;8.7;28.04;38.0;5.0;15.82;22.0
Tue;2;2;2016;03:15;39.21;24.06;1.59;25.7;11.0;132.37;19.9;62.6;29.94;20.0;5.0;13.5;14.84;43.0;46.0;8.42;27.29;39.0;6.0;15.87;20.25
Tue;2;2;2016;03:30;40.73;22.83;1.58;26.0;12.0;132.51;18.9;63.55;28.94;19.0;6.0;14.0;14.31;43.0;46.0;8.87;27.87;39.0;5.0;15.85;20.25
Tue;2;2;2016;03:45;38.44;23.25;1.58;25.8;11.0;132.94;18.9;62.5;28.94;20.0;7.0;13.5;14.34;44.0;47.0;8.83;27.42;38.0;5.0;15.83;20.25
Tue;2;2;2016;04:00;38.88;22.95;1.58;26.0;10.0;133.68;18.9;62.47;29.94;19.0;5.0;14.0;14.93;43.0;46.0;9.7;27.7;40.0;6.0;15.82;20.25
Tue;2;2;2016;04:15;39.5;23.44;1.58;25.7;13.0;131.56;17.91;61.74;29.94;19.0;7.0;13.0;14.4;44.0;44.0;9.01;27.56;41.0;5.33;15.85;20.25
Tue;2;2;2016;04:30;40.41;22.75;1.58;25.8;9.0;132.96;18.9;62.45;27.94;19.0;6.0;14.0;14.3;42.0;45.0;7.93;27.61;39.0;5.33;15.82;20.25
Tue;2;2;2016;04:45;38.38;23.71;1.58;26.0;14.0;132.26;18.9;63.45;28.94;19.0;6.0;14.0;14.72;44.0;45.0;8.05;28.35;41.0;5.33;15.8;20.25
Tue;2;2;2016;05:00;39.24;23.35;1.58;26.0;10.0;134.96;17.91;62.38;29.94;19.0;6.0;14.0;14.64;43.0;44.0;7.73;29.02;39.0;5.0;15.88;20.25
Tue;2;2;2016;05:15;39.13;22.61;1.58;25.5;12.0;132.61;18.9;62.46;29.94;19.0;6.0;13.0;14.3;43.0;45.0;7.96;27.6;40.0;5.0;15.81;21.0
Tue;2;2;2016;05:30;40.19;24.03;1.58;26.0;11.0;131.46;18.9;62.41;29.94;19.0;7.0;14.0;14.47;43.0;44.0;7.95;27.63;41.0;6.0;15.83;20.0
Tue;2;2;2016;05:45;38.76;21.88;1.58;25.7;11.0;135.36;18.9;61.79;27.94;20.0;5.0;14.0;14.87;44.0;45.0;7.71;27.57;40.0;5.0;15.75;20.33
Tue;2;2;2016;06:00;38.82;24.02;1.58;25.8;12.0;131.32;17.91;62.09;28.94;19.0;7.0;13.5;14.28;44.0;45.0;7.8;27.79;40.0;5.0;15.67;20.33
Tue;2;2;2016;06:15;39.41;23.28;1.58;26.0;11.0;133.73;18.9;61.14;29.94;19.0;6.0;13.5;14.32;42.0;44.0;7.86;27.43;40.0;6.0;15.72;20.33
Tue;2;2;2016;06:30;39.84;22.52;1.58;26.0;12.0;132.11;18.9;61.04;29.94;19.0;6.0;14.0;14.89;44.0;45.0;7.79;27.77;40.0;5.0;15.78;20.33
Tue;2;2;2016;06:45;38.5;23.67;1.58;25.5;11.0;133.28;18.9;61.39;27.94;19.0;6.0;13.5;14.52;43.0;47.0;7.66;27.5;41.0;6.0;15.74;20.33
Tue;2;2;2016;07:00;39.05;22.8;1.58;25.7;12.0;133.03;18.9;61.33;28.94;19.5;6.0;14.0;15.04;43.0;45.0;7.7;29.04;39.0;5.0;15.76;20.33
Tue;2;2;2016;07:15;39.62;22.97;1.58;26.0;10.0;131.26;17.91;62.57;29.94;19.5;7.0;13.5;15.29;43.0;47.0;7.84;28.63;40.0;5.0;15.67;21.0
Tue;2;2;2016;07:30;40.25;23.4;1.58;25.8;12.0;134.4;17.91;61.11;29.94;19.0;5.0;14.0;14.74;43.0;46.0;7.55;29.16;40.0;5.0;15.73;20.0
Tue;2;2;2016;07:45;40.17;23.21;1.58;26.0;10.0;131.64;18.9;62.12;27.94;20.0;7.0;13.5;13.79;43.0;46.0;7.89;28.35;40.0;5.0;15.73;20.0
Tue;2;2;2016;08:00;40.83;22.78;1.58;26.0;14.0;133.42;18.9;63.31;29.94;20.0;5.0;14.0;15.46;44.0;45.0;7.61;29.35;40.0;4.0;15.73;21.0
Tue;2;2;2016;08:15;41.84;23.99;1.58;25.7;10.0;133.51;18.9;62.32;29.94;20.0;7.0;14.5;16.06;43.0;44.0;8.07;28.14;41.0;5.0;15.84;21.0
Tue;2;2;2016;08:30;39.75;21.82;1.58;26.0;14.0;131.81;18.9;62.14;29.94;19.0;5.0;14.0;16.3;44.0;45.0;7.97;29.23;40.0;5.0;15.49;20.0
Tue;2;2;2016;08:45;40.47;23.98;1.58;25.8;10.0;136.57;17.91;66.24;29.94;21.0;7.0;15.0;16.62;43.0;45.0;7.94;28.3;40.0;5.0;17.19;21.0
Tue;2;2;2016;09:00;41.19;22.63;1.58;26.0;12.0;133.31;16.91;68.3;31.94;21.0;5.0;16.0;17.12;44.0;45.0;8.16;28.12;41.0;5.0;17.6;22.0
Tue;2;2;2016;09:15;43.88;23.45;1.58;26.0;12.0;135.45;17.91;66.4;31.94;22.0;6.0;16.5;17.55;45.0;47.0;8.21;27.73;40.0;5.0;17.57;23.0
Tue;2;2;2016;09:30;41.04;24.1;1.58;26.0;11.0;137.61;18.9;67.38;32.93;22.0;7.0;16.5;17.06;44.0;49.0;8.11;30.41;42.0;6.0;17.47;23.0
Tue;2;2;2016;09:45;41.99;23.19;1.57;26.0;13.0;135.43;19.9;67.97;29.94;21.0;5.0;15.0;17.49;46.0;50.0;8.11;28.0;42.0;5.0;16.59;24.0
Tue;2;2;2016;10:00;43.67;22.88;1.58;26.0;10.0;134.58;18.9;67.71;31.94;21.0;7.0;14.0;16.57;44.0;51.0;8.25;28.08;42.0;5.0;16.69;24.0
Tue;2;2;2016;10:15;42.22;24.12;1.58;26.0;15.0;139.14;18.9;68.79;29.94;22.0;5.0;14.0;16.39;44.0;52.0;8.41;27.78;41.0;5.0;17.1;24.0
Tue;2;2;2016;10:30;43.28;23.08;1.58;26.0;10.0;134.54;19.9;70.19;30.94;22.0;8.0;14.0;17.05;44.0;52.0;8.29;27.95;42.0;5.0;17.67;24.0
Tue;2;2;2016;10:45;43.39;24.09;1.58;26.0;16.0;138.62;18.9;69.65;30.94;21.0;5.0;14.0;17.09;44.0;53.0;8.42;28.12;42.0;5.0;17.6;22.0
Tue;2;2;2016;11:00;44.52;23.87;1.58;26.0;11.0;136.35;19.9;69.93;28.94;22.0;8.0;15.0;16.61;44.0;53.0;8.2;27.75;42.0;6.0;17.55;21.0
Tue;2;2;2016;11:15;42.22;22.27;1.58;26.0;14.0;137.78;18.9;69.31;30.94;21.0;6.0;15.0;16.79;44.0;53.0;8.12;28.48;43.0;5.0;17.43;21.0
Tue;2;2;2016;11:30;43.15;24.13;1.58;26.0;10.0;134.66;19.9;73.21;30.94;21.0;6.0;14.0;16.98;44.0;52.0;7.83;31.11;42.0;5.0;17.56;22.0
Tue;2;2;2016;11:45;43.58;23.91;1.58;26.0;14.0;137.56;18.9;69.63;30.94;21.0;7.0;15.0;16.64;45.0;53.0;8.04;28.34;40.0;5.0;17.54;21.0
Tue;2;2;2016;12:00;45.35;23.24;1.58;26.0;11.0;137.35;20.4;73.24;28.94;21.0;5.0;14.0;16.3;45.0;54.0;8.36;27.52;43.0;4.0;17.67;22.0
Tue;2;2;2016;12:15;42.22;24.17;1.58;26.0;14.0;137.27;20.4;73.88;30.94;21.0;8.0;14.5;16.97;43.0;51.0;8.0;29.41;45.0;5.0;17.19;22.0
Tue;2;2;2016;12:30;43.69;24.19;1.58;26.0;11.0;136.96;20.89;71.01;29.94;21.0;5.0;14.5;17.25;44.0;53.0;8.26;28.71;45.0;6.0;16.47;22.0
Tue;2;2;2016;12:45;42.87;23.2;1.58;25.7;14.0;136.16;20.89;69.38;29.94;21.0;8.0;14.5;21.54;44.0;54.0;7.88;31.66;41.0;4.0;16.45;22.0
Tue;2;2;2016;13:00;43.76;24.15;1.58;26.0;11.0;135.27;19.9;72.39;29.94;21.0;6.0;14.0;18.78;45.0;53.0;7.84;28.05;40.0;5.0;16.4;22.0
Tue;2;2;2016;13:15;42.26;24.14;1.58;26.0;14.0;138.5;21.89;71.96;30.94;21.0;6.0;14.5;19.13;43.0;53.0;7.77;28.27;41.0;5.0;16.86;22.0
Tue;2;2;2016;13:30;42.16;23.12;1.58;26.0;10.0;134.11;19.9;72.49;29.94;21.0;6.0;14.0;20.73;46.0;52.0;8.04;27.47;41.0;5.0;17.64;22.0
Tue;2;2;2016;13:45;41.65;24.11;1.58;25.8;14.0;135.72;20.89;73.95;29.94;21.0;6.0;15.0;17.64;43.0;54.0;8.14;28.12;42.0;5.0;17.72;22.0
Tue;2;2;2016;14:00;43.61;23.93;1.58;26.0;10.0;136.19;19.9;77.02;30.94;21.0;6.0;15.0;23.08;45.0;54.0;8.17;33.1;42.0;5.0;17.83;22.0
Tue;2;2;2016;14:15;42.52;23.23;1.58;26.0;16.0;137.88;20.89;74.87;30.94;21.0;6.0;15.0;18.11;45.0;54.0;8.65;28.89;42.0;6.0;17.38;23.0
Tue;2;2;2016;14:30;43.59;24.07;1.58;26.0;10.0;134.82;20.89;75.74;30.94;21.0;7.0;17.0;23.33;44.0;54.0;7.97;27.71;41.0;7.0;17.17;22.0
Tue;2;2;2016;14:45;44.38;24.09;1.57;26.0;14.0;139.21;20.89;75.48;31.94;21.0;6.0;17.0;20.66;43.0;52.0;8.18;28.11;42.0;7.0;17.05;23.0
Tue;2;2;2016;15:00;44.37;23.1;1.58;26.0;11.0;136.71;21.89;78.02;30.94;21.0;7.0;16.5;21.49;48.0;54.0;8.03;27.91;42.0;7.0;17.11;23.0
Tue;2;2;2016;15:15;43.68;24.04;1.59;26.0;14.0;137.21;19.9;77.08;30.94;21.0;6.0;15.5;22.49;44.0;53.0;8.23;29.28;42.0;8.0;17.11;23.0
Tue;2;2;2016;15:30;42.41;23.84;1.57;26.0;11.0;135.78;21.89;77.8;30.94;21.0;7.0;14.0;19.23;46.0;55.0;8.22;33.85;41.0;7.0;16.61;22.0
Tue;2;2;2016;15:45;43.74;23.3;1.58;26.0;14.0;138.36;20.89;75.13;30.94;20.0;6.0;15.0;23.09;46.0;53.0;8.22;28.21;40.0;7.0;16.57;23.0
Tue;2;2;2016;16:00;43.46;24.03;1.58;26.0;11.0;133.9;20.89;76.35;29.94;22.0;7.0;14.0;18.52;47.0;53.0;8.26;28.04;39.0;7.0;16.7;23.0
Tue;2;2;2016;16:15;44.35;23.51;1.58;25.7;13.0;136.85;21.89;77.17;30.94;20.0;6.0;14.5;22.73;46.0;53.0;8.07;28.02;39.0;7.0;17.11;22.0
Tue;2;2;2016;16:30;43.24;23.51;1.58;26.0;11.0;136.13;20.89;77.19;30.94;21.0;7.0;14.5;18.21;44.0;53.0;8.01;28.13;40.0;7.0;17.11;23.0
Tue;2;2;2016;16:45;43.2;24.03;1.58;26.0;14.0;135.68;21.89;75.97;29.94;21.0;6.0;14.5;21.92;45.0;54.0;8.13;33.26;42.0;8.0;17.14;23.0
Tue;2;2;2016;17:00;45.32;23.36;1.58;26.0;9.0;133.49;20.89;76.94;30.94;20.0;8.0;14.5;19.76;41.0;53.0;8.15;28.73;43.0;7.0;17.26;23.0
Tue;2;2;2016;17:15;43.02;23.72;1.58;25.8;15.0;135.83;20.89;76.86;29.94;21.0;5.0;15.0;19.81;44.0;55.0;8.21;28.09;41.0;8.0;17.67;22.0
Tue;2;2;2016;17:30;43.43;22.96;1.58;26.0;10.0;134.4;21.89;75.46;30.94;20.0;8.0;14.0;17.66;44.0;50.0;8.38;28.89;42.0;7.0;17.52;22.0
Tue;2;2;2016;17:45;45.07;23.1;1.58;26.0;13.0;138.36;20.89;73.87;30.94;21.0;5.0;14.0;19.2;42.0;51.0;8.13;29.03;37.0;7.0;17.54;22.0
Tue;2;2;2016;18:00;43.89;24.1;1.58;26.0;12.0;134.61;20.89;74.26;30.94;20.0;8.0;14.0;18.88;44.0;50.0;8.09;30.6;44.0;8.0;15.94;21.0
Tue;2;2;2016;18:15;43.71;23.79;1.58;25.7;13.0;135.07;20.89;72.85;29.94;20.0;5.0;14.5;17.33;43.0;51.0;7.9;28.8;41.0;8.0;16.02;22.0
Tue;2;2;2016;18:30;42.48;23.31;1.58;25.8;11.0;136.92;19.9;72.84;29.94;21.0;8.0;14.0;17.19;44.0;49.0;8.32;28.46;40.0;7.0;15.87;21.0
Tue;2;2;2016;18:45;43.7;22.98;1.58;26.0;12.0;134.45;20.89;73.74;30.94;20.0;5.0;14.5;16.14;43.0;51.0;8.22;28.64;40.0;8.0;15.95;21.0
Tue;2;2;2016;19:00;41.28;23.26;1.58;26.0;12.0;135.47;20.89;71.13;29.94;20.0;6.0;14.0;18.3;44.0;51.0;7.82;29.26;40.0;7.0;15.94;21.0
Tue;2;2;2016;19:15;41.62;23.94;1.58;25.5;11.0;133.42;19.9;67.65;29.94;20.0;7.0;14.0;16.89;43.0;51.0;7.88;30.58;39.0;7.0;15.87;21.0
Tue;2;2;2016;19:30;41.73;24.19;1.58;26.0;13.0;134.74;20.89;69.22;29.94;20.0;6.0;14.0;15.71;43.0;50.0;8.17;28.12;38.0;6.0;15.89;21.0
Tue;2;2;2016;19:45;42.56;22.04;1.58;25.7;10.0;134.6;18.9;67.39;30.94;21.0;6.0;14.0;15.44;44.0;53.0;7.96;28.9;39.0;6.0;15.9;21.0
Tue;2;2;2016;20:00;41.2;24.14;1.58;25.8;13.0;137.06;21.01;67.91;30.15;20.0;6.0;14.0;15.62;42.0;49.0;8.1;27.21;39.0;5.0;15.9;21.0
Tue;2;2;2016;20:15;40.6;24.02;1.58;26.0;10.0;131.28;20.01;66.93;31.16;20.0;6.0;16.0;16.03;44.0;49.0;7.9;28.48;38.0;6.0;15.89;21.0
Tue;2;2;2016;20:30;41.28;23.31;1.58;26.0;12.0;138.92;19.01;68.0;28.14;21.0;6.0;16.0;15.46;44.0;46.0;7.73;29.52;38.0;6.0;15.9;21.0
Tue;2;2;2016;20:45;39.85;23.04;1.58;25.7;12.0;137.78;22.02;67.34;30.15;20.0;6.0;16.0;15.43;42.0;49.0;8.09;28.58;40.0;6.0;15.9;21.0
Tue;2;2;2016;21:00;39.53;23.46;1.58;25.8;11.0;133.64;19.01;66.81;30.15;20.0;6.0;16.0;16.01;44.0;47.0;7.78;27.18;38.0;5.0;15.89;22.0
Tue;2;2;2016;21:15;40.01;23.92;1.58;25.7;12.0;134.32;21.01;66.88;28.14;20.0;7.0;13.0;15.58;43.0;47.0;7.66;27.91;38.0;5.0;15.87;21.0
Tue;2;2;2016;21:30;41.53;23.78;1.58;26.3;11.0;134.38;21.01;66.36;30.15;20.0;5.0;14.0;15.35;44.0;48.0;7.79;27.45;40.0;6.0;15.91;21.0
Tue;2;2;2016;21:45;39.63;22.64;1.58;25.5;12.0;133.08;19.01;66.24;30.15;20.0;7.0;14.0;15.54;43.0;47.0;7.91;29.65;38.0;6.0;15.88;21.0
Tue;2;2;2016;22:00;39.63;24.07;1.58;26.0;12.0;135.08;21.01;65.03;29.15;20.0;6.0;14.0;15.7;44.0;48.0;7.68;27.48;38.0;5.0;15.89;21.0
Tue;2;2;2016;22:15;39.95;24.07;1.58;26.0;10.0;133.84;19.01;66.3;29.15;20.0;6.0;13.5;15.26;44.0;50.0;8.0;27.6;39.0;6.0;15.73;21.0
Tue;2;2;2016;22:30;40.88;23.13;1.58;26.0;15.0;133.12;21.01;64.69;30.15;20.0;6.0;14.0;15.24;43.0;53.0;7.98;27.58;38.5;6.0;15.88;21.0
Tue;2;2;2016;22:45;39.4;22.91;1.58;26.0;9.0;134.37;19.01;65.12;28.14;20.0;6.0;13.5;15.85;43.0;51.0;7.99;27.62;38.5;6.0;15.85;20.0
Tue;2;2;2016;23:00;39.62;23.52;1.58;26.0;14.0;134.3;21.01;64.56;30.15;20.0;6.0;14.0;15.37;43.0;52.0;8.0;28.7;38.0;6.0;15.89;21.0
Tue;2;2;2016;23:15;40.0;23.66;1.58;25.7;10.0;133.38;20.01;63.34;29.15;20.0;6.0;13.5;15.27;42.0;52.0;7.65;28.33;39.0;6.0;15.84;21.0
Tue;2;2;2016;23:30;41.32;24.12;1.59;25.8;12.0;132.97;21.01;65.13;28.14;20.0;6.0;14.0;15.64;44.0;52.0;7.65;27.22;38.0;8.0;15.91;21.0
Tue;2;2;2016;23:45;38.5;22.09;1.58;26.0;11.0;136.95;19.01;64.21;29.15;20.0;6.0;13.5;15.64;44.0;51.0;7.83;27.78;39.0;9.0;15.82;21.0
Wed;3;2;2016;00:00;40.0;24.01;1.59;26.0;12.0;134.77;19.01;63.18;30.15;20.0;6.0;14.0;15.22;42.0;51.0;7.83;27.11;39.0;8.0;15.85;20.0
Wed;3;2;2016;00:15;39.93;23.91;1.58;26.0;12.0;133.48;19.01;64.45;29.15;20.0;6.0;14.0;15.34;44.0;52.0;7.94;29.87;38.0;8.0;15.85;21.0
Wed;3;2;2016;00:30;41.23;23.2;1.58;26.0;13.0;134.81;20.01;63.03;29.15;19.0;7.0;14.0;15.86;41.0;51.0;7.93;27.96;39.0;8.0;15.87;21.0
Wed;3;2;2016;00:45;38.91;24.13;1.58;26.0;10.0;133.84;20.01;64.03;29.15;20.0;5.0;13.0;15.27;45.0;52.0;7.78;28.03;38.0;7.0;15.9;21.0
Wed;3;2;2016;01:00;39.77;23.79;1.59;25.7;12.0;132.58;19.01;62.94;29.15;20.0;6.0;14.0;15.25;42.0;50.0;7.92;26.86;37.0;7.0;15.79;20.0
Wed;3;2;2016;01:15;39.6;23.13;1.58;26.0;11.0;134.69;20.01;63.86;29.15;20.0;6.0;14.0;15.66;43.0;52.0;7.57;28.19;38.0;8.0;15.88;20.75
Wed;3;2;2016;01:30;41.22;22.99;1.58;25.8;13.0;134.46;19.01;62.77;28.14;20.0;7.0;13.5;15.5;45.0;50.0;7.92;26.68;37.0;7.0;15.82;20.75
Wed;3;2;2016;01:45;38.81;23.51;1.58;26.0;11.0;132.54;19.01;62.78;30.15;19.0;6.0;14.0;15.25;43.0;51.0;7.96;30.05;38.0;8.0;15.86;20.75
Wed;3;2;2016;02:00;39.81;23.75;1.58;26.0;11.0;134.21;19.01;63.72;28.14;20.0;5.0;13.5;15.36;44.0;52.0;8.08;27.46;38.0;8.0;15.88;20.75
Wed;3;2;2016;02:15;39.65;23.94;1.58;26.0;12.0;134.67;19.01;61.66;28.14;19.0;7.0;14.0;15.81;43.0;50.0;7.31;27.97;39.0;7.0;15.78;20.0
Wed;3;2;2016;02:30;41.32;22.3;1.58;25.5;11.0;133.66;19.01;63.62;29.15;20.0;6.0;14.0;14.86;42.0;51.0;7.95;27.0;40.0;7.0;15.89;21.0
Wed;3;2;2016;02:45;38.76;24.28;1.58;26.0;12.0;132.64;18.01;62.64;29.15;19.0;6.0;14.0;14.54;44.0;50.0;7.79;27.74;39.0;7.0;15.84;20.0
Wed;3;2;2016;03:00;39.8;24.22;1.58;26.0;11.0;134.16;19.01;62.55;29.15;20.0;7.0;16.0;15.72;42.0;51.0;7.89;27.31;40.0;7.0;15.83;20.0
Wed;3;2;2016;03:15;39.85;21.94;1.59;25.7;13.0;134.5;19.01;63.46;28.14;19.0;5.0;16.0;15.46;43.0;47.0;7.99;29.72;39.0;7.0;15.85;20.0
Wed;3;2;2016;03:30;41.01;24.09;1.58;26.0;10.0;133.57;19.01;62.51;29.15;19.0;6.0;16.0;15.23;42.0;49.0;7.54;28.11;39.0;8.0;15.83;21.0
Wed;3;2;2016;03:45;39.27;23.56;1.59;25.8;13.0;134.79;18.01;62.4;29.15;20.0;6.0;15.0;15.24;43.0;49.0;7.86;27.33;40.0;7.0;15.83;20.0
Wed;3;2;2016;04:00;39.71;22.96;1.59;26.0;9.0;135.66;19.01;63.44;28.14;19.0;7.0;13.5;15.01;43.0;48.0;7.73;27.69;41.0;7.0;15.86;20.0
Wed;3;2;2016;04:15;39.82;23.55;1.58;26.0;14.0;133.92;19.01;62.09;29.15;20.0;6.0;13.5;15.1;42.0;48.0;8.08;27.38;40.0;7.0;15.86;21.0
Wed;3;2;2016;04:30;41.15;23.19;1.59;25.7;9.0;132.98;18.01;61.26;29.15;19.0;6.0;13.5;15.24;45.0;49.0;7.58;27.6;41.0;8.0;15.89;20.0
Wed;3;2;2016;04:45;38.85;22.85;1.59;26.0;13.0;134.38;19.01;62.4;29.15;19.0;5.0;14.0;15.47;42.0;50.0;7.62;27.5;40.0;7.0;15.8;20.0
Wed;3;2;2016;05:00;39.71;23.87;1.59;25.8;11.0;134.3;18.01;61.04;28.14;19.0;7.0;13.5;14.62;44.0;49.0;7.64;27.39;41.0;7.0;15.89;21.0
Wed;3;2;2016;05:15;39.66;23.38;1.58;26.0;11.0;134.22;18.01;61.06;28.14;20.0;6.0;14.0;15.09;43.0;51.0;7.71;27.75;40.0;8.0;15.81;20.0
Wed;3;2;2016;05:30;40.93;24.06;1.58;25.5;13.0;133.82;19.01;63.29;30.15;19.0;6.0;13.0;15.63;43.0;49.0;7.89;28.71;41.0;7.0;15.84;20.0
Wed;3;2;2016;05:45;39.15;22.58;1.58;26.0;10.0;132.85;19.01;61.18;29.15;19.0;6.0;14.0;15.1;43.0;49.0;7.71;28.2;40.0;8.0;15.83;20.0
Wed;3;2;2016;06:00;39.41;23.36;1.58;26.0;12.0;133.82;19.01;61.92;28.14;19.0;6.0;14.0;14.5;42.0;47.0;7.96;26.91;40.0;7.0;15.87;21.0
Wed;3;2;2016;06:15;40.45;24.06;1.58;25.7;11.0;133.86;18.01;61.04;29.15;19.0;6.0;14.0;15.18;43.0;48.0;7.87;28.08;41.0;7.0;15.87;20.0
Wed;3;2;2016;06:30;39.44;23.1;1.58;25.8;12.0;132.65;19.01;60.99;29.15;19.0;5.0;13.0;15.8;44.0;46.0;7.83;26.96;40.0;5.0;15.8;20.33
Wed;3;2;2016;06:45;39.68;24.22;1.58;26.0;11.0;133.91;18.01;61.99;29.15;19.0;7.0;14.0;14.75;41.0;48.0;7.71;27.82;41.0;5.0;15.84;20.33
Wed;3;2;2016;07:00;39.67;24.05;1.59;25.5;12.0;135.46;19.01;61.88;28.14;20.0;6.0;14.0;15.35;45.0;46.0;7.7;27.76;40.0;6.0;15.84;20.33
Wed;3;2;2016;07:15;40.93;22.09;1.58;26.2;11.0;133.7;18.01;62.5;30.15;19.0;6.0;13.5;16.06;41.0;46.0;7.6;28.19;41.0;5.0;15.87;20.0
Wed;3;2;2016;07:30;40.39;24.09;1.59;25.8;12.0;133.77;19.01;61.0;30.15;19.0;6.0;13.5;15.87;44.0;48.0;7.45;28.34;40.0;5.0;15.84;20.0
Wed;3;2;2016;07:45;41.4;23.68;1.59;25.7;10.0;133.38;19.01;62.65;29.15;20.0;7.0;14.0;14.68;42.0;46.0;8.16;27.93;40.0;5.0;15.86;20.0
Wed;3;2;2016;08:00;41.1;23.47;1.58;26.0;14.0;134.77;18.01;62.53;28.14;19.0;5.0;14.0;16.38;44.0;47.0;8.85;29.71;40.0;5.0;15.88;21.0
Wed;3;2;2016;08:15;42.36;22.99;1.58;25.8;9.0;132.98;18.01;63.31;30.15;19.0;7.0;14.0;16.42;43.0;47.0;8.33;28.83;41.0;5.0;15.91;20.0
Wed;3;2;2016;08:30;40.75;23.2;1.58;26.0;14.0;134.9;19.01;65.35;30.15;19.0;5.0;14.0;16.7;44.0;47.0;8.55;28.62;40.0;5.0;15.84;21.0
Wed;3;2;2016;08:45;40.91;23.7;1.58;26.0;10.0;134.94;19.01;67.35;29.15;19.0;7.0;14.0;16.21;42.0;46.0;7.59;28.18;40.0;5.0;15.93;23.0
Wed;3;2;2016;09:00;42.31;23.25;1.58;26.0;13.0;135.71;18.01;68.4;29.15;20.0;5.0;14.5;16.76;45.0;49.0;8.38;27.67;41.0;4.0;15.82;22.0
Wed;3;2;2016;09:15;43.48;22.74;1.58;26.0;11.0;139.56;20.01;65.76;32.16;20.0;7.0;14.5;16.89;42.0;47.0;7.86;27.77;40.0;5.0;17.38;22.0
Wed;3;2;2016;09:30;42.94;23.87;1.58;26.0;11.0;144.13;19.01;67.72;32.16;21.0;5.0;14.5;17.53;44.0;47.0;7.74;27.8;41.0;5.0;17.55;22.0
Wed;3;2;2016;09:45;43.07;24.07;1.58;26.0;13.0;145.1;20.01;67.93;31.16;21.0;7.0;15.5;17.71;43.0;52.0;8.39;27.92;41.0;4.0;17.51;22.0
Wed;3;2;2016;10:00;44.38;23.29;1.58;25.7;9.0;134.23;19.01;72.87;30.15;20.0;6.0;16.0;17.63;43.0;52.0;8.07;27.78;41.0;4.0;17.56;22.0
Wed;3;2;2016;10:15;44.76;24.16;1.58;26.3;14.0;134.88;19.01;75.47;30.15;20.0;6.0;17.0;16.73;44.0;54.0;8.51;30.64;41.0;5.0;16.98;22.0
Wed;3;2;2016;10:30;43.63;23.49;1.58;25.7;10.0;137.79;20.01;83.08;31.16;20.0;7.0;16.0;16.76;45.0;52.0;7.71;28.47;41.0;5.0;17.02;23.0
Wed;3;2;2016;10:45;43.78;23.84;1.58;26.0;14.0;137.28;19.01;87.66;31.16;21.0;6.0;15.5;17.09;43.0;53.0;8.49;28.78;41.0;4.0;17.04;22.0
Wed;3;2;2016;11:00;44.2;24.19;1.58;26.0;10.0;141.85;19.01;89.16;32.16;21.0;6.0;13.5;16.99;44.0;50.0;7.54;29.01;42.0;4.0;17.08;23.0
Wed;3;2;2016;11:15;45.06;23.43;1.58;25.8;13.0;139.48;20.01;88.36;31.16;21.0;7.0;15.0;16.74;45.0;50.0;8.78;29.04;41.0;5.0;17.5;22.0
Wed;3;2;2016;11:30;44.88;24.06;1.57;26.0;12.0;138.02;19.01;88.76;30.15;21.0;6.0;14.0;17.11;45.0;53.0;7.6;28.66;42.0;5.0;17.59;26.0
