weekday;day;month;year;time;EA+ GERAL PTM (KWh);EA+ AVAC IT PTM (KWh);EA+ IT PTM (KWh)
Tue;1;3;2016;10:15;5.0;0.69;2.35
Tue;1;3;2016;10:30;5.0;0.69;2.37
Tue;1;3;2016;10:45;5.0;0.69;2.36
Tue;1;3;2016;11:00;6.0;0.69;2.36
Tue;1;3;2016;11:15;5.0;0.69;2.36
Tue;1;3;2016;11:30;5.0;0.69;2.37
Tue;1;3;2016;11:45;6.0;0.69;2.36
Tue;1;3;2016;12:00;5.0;0.69;2.36
Tue;1;3;2016;12:15;5.0;0.7;2.37
Tue;1;3;2016;12:30;5.0;0.87;2.35
Tue;1;3;2016;12:45;6.0;0.71;2.36
Tue;1;3;2016;13:00;6.0;0.72;2.35
Tue;1;3;2016;13:15;5.0;0.71;2.34
Tue;1;3;2016;13:30;5.0;0.72;2.34
Tue;1;3;2016;13:45;5.0;0.72;2.33
Tue;1;3;2016;14:00;6.0;1.19;2.34
Tue;1;3;2016;14:15;5.0;0.81;2.35
Tue;1;3;2016;14:30;6.0;1.4;2.35
Tue;1;3;2016;14:45;6.0;1.55;2.35
Tue;1;3;2016;15:00;6.0;1.07;2.35
Tue;1;3;2016;15:15;6.0;1.58;2.36
Tue;1;3;2016;15:30;6.0;1.63;2.36
Tue;1;3;2016;15:45;6.0;1.37;2.36
Tue;1;3;2016;16:00;7.0;1.9;2.36
Tue;1;3;2016;16:15;6.0;1.9;2.36
Tue;1;3;2016;16:30;7.0;1.9;2.43
Tue;1;3;2016;16:45;7.0;1.89;2.41
Tue;1;3;2016;17:00;6.0;1.89;2.42
Tue;1;3;2016;17:15;5.0;1.89;2.4
Tue;1;3;2016;17:30;6.0;1.88;2.42
Tue;1;3;2016;17:45;6.0;1.88;2.4
Tue;1;3;2016;18:00;6.0;1.88;2.4
Tue;1;3;2016;18:15;6.0;1.89;2.39
Tue;1;3;2016;18:30;6.0;1.88;2.45
Tue;1;3;2016;18:45;6.0;1.71;2.53
Tue;1;3;2016;19:00;6.0;1.53;2.53
Tue;1;3;2016;19:15;6.0;1.93;2.42
Tue;1;3;2016;19:30;6.0;1.9;2.38
Tue;1;3;2016;19:45;5.0;1.54;2.36
Tue;1;3;2016;20:00;6.0;1.89;2.38
Tue;1;3;2016;20:15;6.0;1.89;2.38
Tue;1;3;2016;20:30;5.0;1.44;2.37
Tue;1;3;2016;20:45;5.0;1.89;2.37
Tue;1;3;2016;21:00;6.0;1.48;2.37
Tue;1;3;2016;21:15;5.0;1.89;2.37
Tue;1;3;2016;21:30;5.0;1.38;2.38
Tue;1;3;2016;21:45;6.0;1.88;2.37
Tue;1;3;2016;22:00;5.0;1.4;2.37
Tue;1;3;2016;22:15;5.0;1.49;2.37
Tue;1;3;2016;22:30;6.0;1.66;2.38
Tue;1;3;2016;22:45;5.0;1.3;2.37
Tue;1;3;2016;23:00;5.0;1.64;2.38
Tue;1;3;2016;23:15;5.0;1.51;2.33
Tue;1;3;2016;23:30;5.0;1.18;2.33
Tue;1;3;2016;23:45;6.0;1.83;2.32
Wed;2;3;2016;00:00;5.0;1.08;2.32
Wed;2;3;2016;00:15;5.0;1.35;2.33
Wed;2;3;2016;00:30;5.0;1.49;2.32
Wed;2;3;2016;00:45;5.0;1.06;2.33
Wed;2;3;2016;01:00;5.0;1.32;2.32
Wed;2;3;2016;01:15;5.0;1.45;2.32
Wed;2;3;2016;01:30;4.0;0.75;2.32
Wed;2;3;2016;01:45;5.0;1.39;2.33
Wed;2;3;2016;02:00;5.0;1.32;2.32
Wed;2;3;2016;02:15;5.0;1.01;2.32
Wed;2;3;2016;02:30;5.0;0.87;2.32
Wed;2;3;2016;02:45;5.0;1.4;2.32
Wed;2;3;2016;03:00;4.0;0.76;2.31
Wed;2;3;2016;03:15;5.0;1.1;2.32
Wed;2;3;2016;03:30;4.0;0.74;2.41
Wed;2;3;2016;03:45;5.0;1.22;2.32
Wed;2;3;2016;04:00;5.0;0.71;2.32
Wed;2;3;2016;04:15;4.0;0.97;2.32
Wed;2;3;2016;04:30;5.0;1.02;2.32
Wed;2;3;2016;04:45;5.0;0.71;2.32
Wed;2;3;2016;05:00;4.0;0.71;2.33
Wed;2;3;2016;05:15;5.0;1.04;2.31
Wed;2;3;2016;05:30;4.0;0.71;2.32
Wed;2;3;2016;05:45;5.0;0.71;2.32
Wed;2;3;2016;06:00;4.0;0.71;2.32
Wed;2;3;2016;06:15;4.0;0.71;2.31
Wed;2;3;2016;06:30;5.0;0.71;2.32
Wed;2;3;2016;06:45;4.0;0.71;2.32
Wed;2;3;2016;07:00;5.0;0.71;2.32
Wed;2;3;2016;07:15;4.0;0.71;2.32
Wed;2;3;2016;07:30;4.0;0.71;2.32
Wed;2;3;2016;07:45;4.0;0.71;2.32
Wed;2;3;2016;08:00;5.0;0.71;2.32
Wed;2;3;2016;08:15;4.0;0.71;2.32
Wed;2;3;2016;08:30;4.0;0.71;2.32
Wed;2;3;2016;08:45;4.0;0.71;2.32
Wed;2;3;2016;09:00;5.0;0.71;2.36
Wed;2;3;2016;09:15;5.0;0.71;2.35
Wed;2;3;2016;09:30;6.0;0.71;2.38
Wed;2;3;2016;09:45;5.0;0.71;2.35
Wed;2;3;2016;10:00;5.0;0.71;2.37
Wed;2;3;2016;10:15;6.0;0.71;2.37
Wed;2;3;2016;10:30;5.0;0.71;2.37
Wed;2;3;2016;10:45;6.0;0.71;2.37
Wed;2;3;2016;11:00;5.0;0.71;2.36
Wed;2;3;2016;11:15;6.0;0.71;2.35
Wed;2;3;2016;11:30;5.0;0.71;2.36
Wed;2;3;2016;11:45;6.0;0.71;2.36
Wed;2;3;2016;12:00;5.0;0.71;2.36
Wed;2;3;2016;12:15;6.0;0.71;2.37
Wed;2;3;2016;12:30;6.0;1.23;2.37
Wed;2;3;2016;12:45;5.0;0.73;2.37
Wed;2;3;2016;13:00;6.0;1.3;2.54
Wed;2;3;2016;13:15;7.0;1.48;2.64
Wed;2;3;2016;13:30;6.0;1.0;2.5
Wed;2;3;2016;13:45;6.0;1.15;2.37
Wed;2;3;2016;14:00;6.0;1.6;2.38
Wed;2;3;2016;14:15;6.0;1.17;2.35
Wed;2;3;2016;14:30;7.0;1.59;2.36
Wed;2;3;2016;14:45;6.0;1.47;2.36
Wed;2;3;2016;15:00;7.0;1.5;2.37
Wed;2;3;2016;15:15;6.0;1.72;2.36
Wed;2;3;2016;15:30;7.0;1.89;2.37
Wed;2;3;2016;15:45;7.0;1.89;2.36
Wed;2;3;2016;16:00;6.0;1.89;2.36
Wed;2;3;2016;16:15;6.0;1.88;2.36
Wed;2;3;2016;16:30;6.0;1.88;2.37
Wed;2;3;2016;16:45;7.0;1.89;2.37
Wed;2;3;2016;17:00;6.0;1.89;2.37
Wed;2;3;2016;17:15;6.0;1.89;2.37
Wed;2;3;2016;17:30;8.0;1.88;2.44
Wed;2;3;2016;17:45;7.0;1.89;2.51
Wed;2;3;2016;18:00;8.0;1.89;2.49
Wed;2;3;2016;18:15;8.0;1.89;2.39
Wed;2;3;2016;18:30;6.0;1.88;2.33
Wed;2;3;2016;18:45;7.0;1.89;2.33
Wed;2;3;2016;19:00;6.0;1.88;2.32
Wed;2;3;2016;19:15;7.0;1.88;2.33
Wed;2;3;2016;19:30;7.0;1.88;2.32
Wed;2;3;2016;19:45;6.0;1.88;2.32
Wed;2;3;2016;20:00;7.0;1.87;2.32
Wed;2;3;2016;20:15;6.0;1.88;2.33
Wed;2;3;2016;20:30;7.0;1.88;2.34
Wed;2;3;2016;20:45;6.0;1.88;2.32
Wed;2;3;2016;21:00;6.0;1.89;2.32
Wed;2;3;2016;21:15;7.0;1.89;2.33
Wed;2;3;2016;21:30;6.0;1.5;2.32
Wed;2;3;2016;21:45;6.0;1.83;2.33
Wed;2;3;2016;22:00;6.0;1.61;2.32
Wed;2;3;2016;22:15;7.0;1.89;2.33
Wed;2;3;2016;22:30;6.0;1.28;2.32
Wed;2;3;2016;22:45;6.0;1.87;2.33
Wed;2;3;2016;23:00;6.0;1.18;2.32
Wed;2;3;2016;23:15;5.0;1.19;2.33
Wed;2;3;2016;23:30;6.0;1.36;2.33
Wed;2;3;2016;23:45;6.0;1.45;2.33
Thu;3;3;2016;00:00;6.0;1.3;2.32
Thu;3;3;2016;00:15;5.0;1.11;2.32
Thu;3;3;2016;00:30;6.0;1.39;2.33
Thu;3;3;2016;00:45;6.0;1.47;2.32
Thu;3;3;2016;01:00;6.0;1.11;2.32
Thu;3;3;2016;01:15;6.0;1.17;2.32
Thu;3;3;2016;01:30;5.0;1.28;2.33
Thu;3;3;2016;01:45;6.0;1.48;2.34
Thu;3;3;2016;02:00;6.0;1.21;2.31
Thu;3;3;2016;02:15;5.0;1.07;2.32
Thu;3;3;2016;02:30;6.0;1.19;2.32
Thu;3;3;2016;02:45;6.0;1.29;2.32
Thu;3;3;2016;03:00;5.0;1.12;2.32
Thu;3;3;2016;03:15;6.0;0.97;2.4
Thu;3;3;2016;03:30;6.0;1.15;2.32
Thu;3;3;2016;03:45;5.0;1.11;2.32
Thu;3;3;2016;04:00;6.0;1.18;2.32
Thu;3;3;2016;04:15;5.0;1.09;2.33
Thu;3;3;2016;04:30;6.0;1.0;2.33
Thu;3;3;2016;04:45;5.0;0.95;2.31
Thu;3;3;2016;05:00;6.0;1.1;2.32
Thu;3;3;2016;05:15;5.0;0.89;2.32
Thu;3;3;2016;05:30;5.0;0.93;2.32
Thu;3;3;2016;05:45;6.0;1.02;2.31
Thu;3;3;2016;06:00;5.0;0.78;2.32
Thu;3;3;2016;06:15;5.0;0.93;2.31
Thu;3;3;2016;06:30;6.0;0.88;2.32
Thu;3;3;2016;06:45;5.0;0.9;2.32
Thu;3;3;2016;07:00;5.0;0.69;2.32
Thu;3;3;2016;07:15;6.0;0.93;2.33
Thu;3;3;2016;07:30;5.0;0.69;2.32
Thu;3;3;2016;07:45;5.0;0.69;2.32
Thu;3;3;2016;08:00;5.0;0.99;2.32
Thu;3;3;2016;08:15;5.0;0.7;2.32
Thu;3;3;2016;08:30;5.0;0.74;2.35
Thu;3;3;2016;08:45;7.0;1.13;2.46
Thu;3;3;2016;09:00;7.0;1.27;2.46
Thu;3;3;2016;09:15;8.0;1.25;2.41
Thu;3;3;2016;09:30;7.0;1.16;2.36
Thu;3;3;2016;09:45;6.0;1.2;2.37
Thu;3;3;2016;10:00;7.0;1.29;2.37
Thu;3;3;2016;10:15;7.0;1.14;2.38
Thu;3;3;2016;10:30;7.0;1.18;2.35
Thu;3;3;2016;10:45;6.0;1.32;2.36
Thu;3;3;2016;11:00;7.0;1.4;2.36
Thu;3;3;2016;11:15;7.0;1.37;2.36
Thu;3;3;2016;11:30;7.0;1.43;2.37
Thu;3;3;2016;11:45;7.0;1.48;2.36
Thu;3;3;2016;12:00;6.0;1.28;2.35
Thu;3;3;2016;12:15;7.0;1.34;2.37
Thu;3;3;2016;12:30;8.0;2.22;2.36
Thu;3;3;2016;12:45;7.0;1.93;2.36
Thu;3;3;2016;13:00;7.0;1.92;2.35
Thu;3;3;2016;13:15;7.0;1.92;2.36
Thu;3;3;2016;13:30;7.0;1.92;2.34
Thu;3;3;2016;13:45;7.0;1.93;2.35
Thu;3;3;2016;14:00;8.0;1.93;2.43
Thu;3;3;2016;14:15;7.0;1.93;2.52
Thu;3;3;2016;14:30;8.0;1.93;2.5
Thu;3;3;2016;14:45;7.0;1.93;2.42
Thu;3;3;2016;15:00;8.0;1.93;2.46
Thu;3;3;2016;15:15;7.0;2.34;2.42
Thu;3;3;2016;15:30;8.0;1.89;2.41
Thu;3;3;2016;15:45;7.0;2.5;2.4
Thu;3;3;2016;16:00;8.0;2.02;2.41
Thu;3;3;2016;16:15;8.0;2.39;2.41
Thu;3;3;2016;16:30;8.0;2.65;2.4
Thu;3;3;2016;16:45;7.0;2.35;2.41
Thu;3;3;2016;17:00;8.0;2.49;2.4
Thu;3;3;2016;17:15;8.0;2.54;2.41
Thu;3;3;2016;17:30;8.0;2.64;2.4
Thu;3;3;2016;17:45;8.0;2.52;2.4
Thu;3;3;2016;18:00;8.0;2.21;2.37
Thu;3;3;2016;18:15;8.0;2.54;2.37
Thu;3;3;2016;18:30;8.0;2.54;2.37
Thu;3;3;2016;18:45;7.0;1.92;2.37
Thu;3;3;2016;19:00;7.0;2.66;2.37
Thu;3;3;2016;19:15;8.0;2.52;2.34
Thu;3;3;2016;19:30;7.0;2.0;2.32
Thu;3;3;2016;19:45;8.0;2.7;2.32
Thu;3;3;2016;20:00;7.0;2.2;2.32
Thu;3;3;2016;20:15;7.0;2.07;2.34
Thu;3;3;2016;20:30;7.0;2.15;2.32
Thu;3;3;2016;20:45;6.0;2.19;2.46
Thu;3;3;2016;21:00;6.0;1.87;2.47
Thu;3;3;2016;21:15;7.0;2.25;2.45
Thu;3;3;2016;21:30;6.0;1.92;2.32
Thu;3;3;2016;21:45;6.0;1.92;2.33
Thu;3;3;2016;22:00;5.0;1.92;2.32
Thu;3;3;2016;22:15;7.0;1.93;2.33
Thu;3;3;2016;22:30;7.0;1.92;2.44
Thu;3;3;2016;22:45;7.0;1.92;2.38
Thu;3;3;2016;23:00;6.0;1.92;2.39
Thu;3;3;2016;23:15;6.0;1.92;2.38
Thu;3;3;2016;23:30;6.0;1.93;2.37
Thu;3;3;2016;23:45;6.0;1.93;2.39
Fri;4;3;2016;00:00;6.0;1.93;2.37
Fri;4;3;2016;00:15;5.0;1.56;2.37
Fri;4;3;2016;00:30;5.0;1.63;2.37
Fri;4;3;2016;00:45;6.0;1.71;2.38
Fri;4;3;2016;01:00;5.0;1.44;2.36
Fri;4;3;2016;01:15;6.0;1.81;2.38
Fri;4;3;2016;01:30;5.0;1.37;2.36
Fri;4;3;2016;01:45;5.0;1.37;2.38
Fri;4;3;2016;02:00;5.0;1.65;2.36
Fri;4;3;2016;02:15;5.0;1.43;2.38
Fri;4;3;2016;02:30;5.0;1.31;2.35
Fri;4;3;2016;02:45;5.0;1.23;2.34
Fri;4;3;2016;03:00;6.0;1.34;2.34
Fri;4;3;2016;03:15;5.0;1.41;2.34
Fri;4;3;2016;03:30;5.0;1.41;2.34
Fri;4;3;2016;03:45;5.0;1.08;2.32
Fri;4;3;2016;04:00;4.0;1.14;2.32
Fri;4;3;2016;04:15;5.0;1.29;2.31
Fri;4;3;2016;04:30;6.0;1.3;2.32
Fri;4;3;2016;04:45;4.0;0.98;2.31
Fri;4;3;2016;05:00;5.0;1.04;2.32
Fri;4;3;2016;05:15;5.0;1.27;2.32
Fri;4;3;2016;05:30;4.0;0.75;2.32
Fri;4;3;2016;05:45;5.0;1.12;2.31
Fri;4;3;2016;06:00;5.0;1.24;2.32
Fri;4;3;2016;06:15;5.0;0.71;2.32
Fri;4;3;2016;06:30;4.0;1.2;2.32
Fri;4;3;2016;06:45;5.0;0.71;2.3
Fri;4;3;2016;07:00;4.0;0.71;2.32
Fri;4;3;2016;07:15;5.0;1.25;2.32
Fri;4;3;2016;07:30;4.0;0.7;2.32
Fri;4;3;2016;07:45;4.0;0.7;2.32
Fri;4;3;2016;08:00;5.0;0.71;2.32
Fri;4;3;2016;08:15;4.0;1.09;2.32
Fri;4;3;2016;08:30;4.0;0.71;2.32
Fri;4;3;2016;08:45;5.0;0.7;2.33
Fri;4;3;2016;09:00;4.0;0.7;2.36
Fri;4;3;2016;09:15;5.0;0.7;2.49
Fri;4;3;2016;09:30;4.0;0.7;2.5
Fri;4;3;2016;09:45;6.0;1.14;2.45
Fri;4;3;2016;10:00;4.0;0.71;2.37
Fri;4;3;2016;10:15;5.0;0.71;2.43
Fri;4;3;2016;10:30;4.0;0.71;2.48
Fri;4;3;2016;10:45;6.0;1.19;2.57
Fri;4;3;2016;11:00;4.0;0.7;2.56
Fri;4;3;2016;11:15;5.0;0.7;2.47
Fri;4;3;2016;11:30;5.0;1.31;2.42
Fri;4;3;2016;11:45;5.0;0.7;2.43
Fri;4;3;2016;12:00;5.0;1.23;2.41
Fri;4;3;2016;12:15;5.0;0.96;2.43
Fri;4;3;2016;12:30;5.0;1.18;2.42
Fri;4;3;2016;12:45;5.0;1.13;2.41
Fri;4;3;2016;13:00;6.0;1.41;2.4
Fri;4;3;2016;13:15;5.0;1.16;2.59
Fri;4;3;2016;13:30;5.0;1.09;2.67
Fri;4;3;2016;13:45;6.0;1.7;2.57
Fri;4;3;2016;14:00;6.0;1.36;2.41
Fri;4;3;2016;14:15;5.0;1.4;2.42
Fri;4;3;2016;14:30;6.0;1.63;2.42
Fri;4;3;2016;14:45;5.0;1.44;2.42
Fri;4;3;2016;15:00;5.0;1.33;2.42
Fri;4;3;2016;15:15;6.0;1.81;2.42
Fri;4;3;2016;15:30;5.0;1.32;2.42
Fri;4;3;2016;15:45;5.0;1.4;2.43
Fri;4;3;2016;16:00;6.0;1.89;2.45
Fri;4;3;2016;16:15;6.0;1.8;2.44
Fri;4;3;2016;16:30;5.0;1.32;2.45
Fri;4;3;2016;16:45;7.0;1.9;2.47
Fri;4;3;2016;17:00;5.0;1.32;2.45
Fri;4;3;2016;17:15;7.0;1.87;2.46
Fri;4;3;2016;17:30;5.0;1.39;2.43
Fri;4;3;2016;17:45;7.0;1.56;2.45
Fri;4;3;2016;18:00;6.0;1.8;2.42
Fri;4;3;2016;18:15;5.0;1.35;2.39
Fri;4;3;2016;18:30;6.0;1.91;2.38
Fri;4;3;2016;18:45;6.0;1.3;2.36
Fri;4;3;2016;19:00;5.0;1.87;2.37
Fri;4;3;2016;19:15;6.0;1.23;2.36
Fri;4;3;2016;19:30;5.0;1.68;2.38
Fri;4;3;2016;19:45;6.0;1.66;2.37
Fri;4;3;2016;20:00;5.0;1.8;2.37
Fri;4;3;2016;20:15;5.0;1.19;2.36
Fri;4;3;2016;20:30;6.0;1.49;2.36
Fri;4;3;2016;20:45;5.0;1.44;2.38
Fri;4;3;2016;21:00;6.0;1.83;2.31
Fri;4;3;2016;21:15;5.0;1.33;2.32
Fri;4;3;2016;21:30;5.0;1.25;2.32
Fri;4;3;2016;21:45;5.0;1.4;2.31
Fri;4;3;2016;22:00;6.0;1.8;2.32
Fri;4;3;2016;22:15;5.0;1.14;2.31
Fri;4;3;2016;22:30;5.0;1.29;2.32
Fri;4;3;2016;22:45;6.0;1.7;2.31
Fri;4;3;2016;23:00;4.0;0.83;2.32
Fri;4;3;2016;23:15;5.0;0.97;2.32
Fri;4;3;2016;23:30;5.0;0.95;2.32
Fri;4;3;2016;23:45;5.0;1.03;2.32
Sat;5;3;2016;00:00;5.0;1.09;2.31
Sat;5;3;2016;00:15;5.0;1.04;2.33
Sat;5;3;2016;00:30;4.0;1.06;2.31
Sat;5;3;2016;00:45;5.0;1.11;2.32
Sat;5;3;2016;01:00;5.0;1.2;2.31
Sat;5;3;2016;01:15;5.0;0.95;2.32
Sat;5;3;2016;01:30;5.0;0.98;2.31
Sat;5;3;2016;01:45;5.0;1.03;2.31
Sat;5;3;2016;02:00;5.0;1.08;2.32
Sat;5;3;2016;02:15;5.0;0.99;2.31
Sat;5;3;2016;02:30;4.0;0.7;2.32
Sat;5;3;2016;02:45;5.0;1.08;2.31
Sat;5;3;2016;03:00;5.0;0.96;2.32
Sat;5;3;2016;03:15;5.0;0.98;2.31
Sat;5;3;2016;03:30;5.0;0.83;2.31
Sat;5;3;2016;03:45;4.0;0.8;2.31
Sat;5;3;2016;04:00;5.0;0.99;2.32
Sat;5;3;2016;04:15;5.0;0.7;2.31
Sat;5;3;2016;04:30;4.0;0.88;2.32
Sat;5;3;2016;04:45;5.0;0.7;2.32
Sat;5;3;2016;05:00;5.0;0.97;2.31
Sat;5;3;2016;05:15;4.0;0.7;2.32
Sat;5;3;2016;05:30;5.0;0.89;2.32
Sat;5;3;2016;05:45;4.0;0.7;2.31
Sat;5;3;2016;06:00;5.0;0.74;2.31
Sat;5;3;2016;06:15;5.0;0.93;2.32
Sat;5;3;2016;06:30;4.0;0.7;2.33
Sat;5;3;2016;06:45;5.0;0.7;2.31
Sat;5;3;2016;07:00;4.0;0.82;2.32
Sat;5;3;2016;07:15;5.0;0.8;2.32
Sat;5;3;2016;07:30;4.0;0.7;2.31
Sat;5;3;2016;07:45;5.0;0.7;2.32
Sat;5;3;2016;08:00;4.0;0.69;2.32
Sat;5;3;2016;08:15;4.0;0.7;2.31
Sat;5;3;2016;08:30;5.0;0.69;2.33
Sat;5;3;2016;08:45;4.0;0.69;2.31
Sat;5;3;2016;09:00;4.0;0.69;2.32
Sat;5;3;2016;09:15;5.0;0.69;2.32
Sat;5;3;2016;09:30;4.0;0.69;2.31
Sat;5;3;2016;09:45;4.0;0.69;2.32
Sat;5;3;2016;10:00;5.0;0.9;2.32
Sat;5;3;2016;10:15;4.0;0.69;2.31
Sat;5;3;2016;10:30;5.0;0.69;2.32
Sat;5;3;2016;10:45;5.0;1.06;2.34
Sat;5;3;2016;11:00;6.0;1.17;2.32
Sat;5;3;2016;11:15;5.0;1.21;2.33
Sat;5;3;2016;11:30;5.0;1.11;2.33
Sat;5;3;2016;11:45;5.0;1.04;2.33
Sat;5;3;2016;12:00;5.0;0.96;2.31
Sat;5;3;2016;12:15;4.0;0.87;2.31
Sat;5;3;2016;12:30;6.0;1.96;2.32
Sat;5;3;2016;12:45;5.0;1.29;2.32
Sat;5;3;2016;13:00;5.0;1.04;2.32
Sat;5;3;2016;13:15;5.0;1.58;2.31
Sat;5;3;2016;13:30;5.0;1.42;2.31
Sat;5;3;2016;13:45;5.0;1.34;2.32
Sat;5;3;2016;14:00;4.0;1.06;2.31
Sat;5;3;2016;14:15;6.0;1.66;2.32
Sat;5;3;2016;14:30;5.0;1.61;2.31
Sat;5;3;2016;14:45;5.0;1.31;2.32
Sat;5;3;2016;15:00;5.0;1.42;2.32
Sat;5;3;2016;15:15;5.0;1.8;2.32
Sat;5;3;2016;15:30;5.0;1.53;2.32
Sat;5;3;2016;15:45;6.0;1.79;2.31
Sat;5;3;2016;16:00;5.0;1.32;2.31
Sat;5;3;2016;16:15;5.0;1.46;2.31
Sat;5;3;2016;16:30;5.0;1.83;2.32
Sat;5;3;2016;16:45;5.0;1.45;2.32
Sat;5;3;2016;17:00;6.0;1.89;2.31
Sat;5;3;2016;17:15;6.0;1.88;2.32
Sat;5;3;2016;17:30;5.0;1.34;2.32
Sat;5;3;2016;17:45;6.0;1.93;2.31
Sat;5;3;2016;18:00;5.0;1.46;2.33
Sat;5;3;2016;18:15;6.0;1.88;2.31
Sat;5;3;2016;18:30;5.0;1.39;2.32
Sat;5;3;2016;18:45;5.0;1.75;2.32
Sat;5;3;2016;19:00;6.0;1.47;2.32
Sat;5;3;2016;19:15;5.0;1.36;2.32
Sat;5;3;2016;19:30;6.0;1.83;2.32
Sat;5;3;2016;19:45;5.0;1.49;2.31
Sat;5;3;2016;20:00;5.0;1.3;2.32
Sat;5;3;2016;20:15;5.0;1.69;2.32
Sat;5;3;2016;20:30;5.2;1.37;2.32
Sat;5;3;2016;20:45;5.2;1.37;2.32
Sat;5;3;2016;21:00;5.2;1.37;2.32
Sat;5;3;2016;21:15;5.2;1.37;2.32
Sat;5;3;2016;21:30;5.2;1.37;2.32
Sat;5;3;2016;21:45;6.0;1.76;2.31
Sat;5;3;2016;22:00;5.0;1.26;2.33
Sat;5;3;2016;22:15;5.0;1.25;2.31
Sat;5;3;2016;22:30;5.0;1.14;2.31
Sat;5;3;2016;22:45;5.0;1.17;2.32
Sat;5;3;2016;23:00;5.0;1.34;2.31
Sat;5;3;2016;23:15;5.0;1.33;2.32
Sat;5;3;2016;23:30;5.0;1.29;2.32
Sat;5;3;2016;23:45;5.0;1.06;2.31
Sun;6;3;2016;00:00;5.0;0.95;2.32
Sun;6;3;2016;00:15;5.0;1.23;2.32
Sun;6;3;2016;00:30;5.0;1.13;2.32
Sun;6;3;2016;00:45;5.0;1.2;2.32
Sun;6;3;2016;01:00;5.0;1.12;2.32
Sun;6;3;2016;01:15;5.0;0.83;2.32
Sun;6;3;2016;01:30;4.0;1.11;2.32
Sun;6;3;2016;01:45;6.0;1.24;2.32
Sun;6;3;2016;02:00;4.0;0.71;2.32
Sun;6;3;2016;02:15;5.0;1.13;2.32
Sun;6;3;2016;02:30;5.0;0.71;2.3
Sun;6;3;2016;02:45;5.0;1.13;2.32
Sun;6;3;2016;03:00;4.0;0.71;2.32
Sun;6;3;2016;03:15;5.0;1.11;2.31
Sun;6;3;2016;03:30;5.0;0.76;2.31
Sun;6;3;2016;03:45;4.0;0.71;2.32
Sun;6;3;2016;04:00;5.0;0.71;2.31
Sun;6;3;2016;04:15;4.0;0.71;2.32
Sun;6;3;2016;04:30;5.0;0.71;2.32
Sun;6;3;2016;04:45;4.0;0.71;2.32
Sun;6;3;2016;05:00;5.0;0.71;2.32
Sun;6;3;2016;05:15;4.0;0.71;2.3
Sun;6;3;2016;05:30;5.0;0.71;2.31
Sun;6;3;2016;05:45;4.0;0.71;2.31
Sun;6;3;2016;06:00;5.0;0.71;2.32
Sun;6;3;2016;06:15;4.0;0.71;2.31
Sun;6;3;2016;06:30;5.0;0.71;2.31
Sun;6;3;2016;06:45;5.0;0.71;2.32
Sun;6;3;2016;07:00;4.0;0.71;2.3
Sun;6;3;2016;07:15;4.0;0.71;2.32
Sun;6;3;2016;07:30;5.0;0.71;2.32
Sun;6;3;2016;07:45;4.0;0.71;2.32
Sun;6;3;2016;08:00;4.0;0.71;2.31
Sun;6;3;2016;08:15;5.0;0.71;2.31
Sun;6;3;2016;08:30;4.0;0.71;2.31
Sun;6;3;2016;08:45;4.0;0.71;2.32
Sun;6;3;2016;09:00;5.0;0.71;2.32
Sun;6;3;2016;09:15;4.0;0.71;2.32
Sun;6;3;2016;09:30;5.0;0.71;2.31
Sun;6;3;2016;09:45;4.0;0.71;2.31
Sun;6;3;2016;10:00;4.0;0.71;2.31
Sun;6;3;2016;10:15;5.0;0.71;2.31
Sun;6;3;2016;10:30;4.0;0.71;2.32
Sun;6;3;2016;10:45;4.0;0.71;2.31
Sun;6;3;2016;11:00;5.0;0.7;2.31
Sun;6;3;2016;11:15;4.0;0.71;2.31
Sun;6;3;2016;11:30;4.0;0.71;2.32
Sun;6;3;2016;11:45;5.0;0.71;2.32
Sun;6;3;2016;12:00;4.0;0.71;2.31
Sun;6;3;2016;12:15;4.0;0.71;2.32
Sun;6;3;2016;12:30;5.0;0.71;2.31
Sun;6;3;2016;12:45;4.0;0.71;2.32
Sun;6;3;2016;13:00;4.0;0.71;2.32
Sun;6;3;2016;13:15;5.0;1.38;2.31
Sun;6;3;2016;13:30;5.0;1.28;2.32
Sun;6;3;2016;13:45;5.0;0.9;2.32
Sun;6;3;2016;14:00;4.0;1.04;2.31
Sun;6;3;2016;14:15;5.0;1.48;2.32
Sun;6;3;2016;14:30;5.0;1.11;2.31
Sun;6;3;2016;14:45;5.0;1.16;2.31
Sun;6;3;2016;15:00;5.0;1.34;2.31
Sun;6;3;2016;15:15;5.0;1.57;2.32
Sun;6;3;2016;15:30;5.0;1.35;2.31
Sun;6;3;2016;15:45;5.0;1.29;2.31
Sun;6;3;2016;16:00;5.0;1.73;2.32
Sun;6;3;2016;16:15;5.0;1.45;2.31
Sun;6;3;2016;16:30;5.0;1.26;2.31
Sun;6;3;2016;16:45;6.0;1.89;2.31
Sun;6;3;2016;17:00;5.0;1.26;2.32
Sun;6;3;2016;17:15;6.0;1.92;2.31
Sun;6;3;2016;17:30;5.0;1.5;2.31
Sun;6;3;2016;17:45;5.0;1.68;2.31
Sun;6;3;2016;18:00;5.0;1.51;2.31
Sun;6;3;2016;18:15;6.0;1.7;2.32
Sun;6;3;2016;18:30;5.0;1.49;2.31
Sun;6;3;2016;18:45;5.0;1.33;2.32
Sun;6;3;2016;19:00;6.0;1.91;2.31
