weekday;day;month;year;time;EA+ AVAC IT ALF1P0 (KWh);EA+ AVAC IT BVTP1 (KWh);EA+ AVAC IT ALF2A1 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh);EA+ AVAC IT PDG (KWh);EA+ AVAC IT SNT (KWh);EA+ AVAC CMB (KWh);EA+ AVAC IT ALF1P-1 (KWh);EA+ AVAC FNC (KWh);EA+ AVAC IT FAR (KWh);EA+ AVAC IT BVTP0 (KWh);EA+ AVAC FMC (KWh);EA+ AVAC IT PTM (KWh);EA+ AVAC IT RAN (KWh);EA+ AVAC IT MAT (KWh);EA+ AVAC IT AVR (KWh)
Sun;3;6;2018;02:30;8,1;11,1;10,38;39,67;3,15;6,33;6,59;23,96;3,86;6,15;11,98;3,24;2,58;3,5;12,22;4,13
Sun;3;6;2018;02:45;11,0;11,5;9,41;42,33;3,06;7,12;6,6;24,28;3,72;5,87;11,27;3,4;2,4;3,4;13,8;4,13
Sun;3;6;2018;03:00;8,4;11,4;10,77;39,87;1,87;5,3;2,7;24,82;4,17;5,84;12,27;2,39;2,73;3,2;11,78;4,33
Sun;3;6;2018;03:15;11,0;13,4;11,64;37,77;3,16;8,77;1,91;23,06;3,77;5,83;14,31;2,7;1,93;3,2;12,6;4,03
Sun;3;6;2018;03:30;7,9;10,3;10,2;37,48;1,76;5,53;1,96;25,27;3,54;4,59;10,48;2,25;2,22;3,2;13,25;4,03
Sun;3;6;2018;03:45;11,9;11,9;10,41;38,49;3,16;6,67;2,3;23,21;3,97;3,48;11,23;2,71;2,31;2,8;12,52;4,13
Sun;3;6;2018;04:00;7,0;12,6;10,41;39,5;2,27;5,26;1,96;23,3;3,79;3,52;11,04;2,72;2,01;2,8;12,73;4,11
Sun;3;6;2018;04:15;12,6;11,9;9,48;41,52;2,68;8,14;2,08;24,05;3,41;3,54;14,97;2,77;2,51;2,6;11,66;4,13
Sun;3;6;2018;04:30;7,0;10,8;11,5;38,25;2,97;4,23;2,38;22,6;4,23;3,61;9,28;3,47;1,93;2,4;12,56;3,83
Sun;3;6;2018;04:45;12,1;12,3;11,69;38,47;2,04;7,3;1,96;24,15;3,68;3,73;11,45;2,69;1,92;2,5;12,17;3,83
Sun;3;6;2018;05:00;7,3;12,7;9,78;39,19;3,16;4,66;2,22;23,44;3,55;3,79;9,52;3,0;1,92;2,6;12,0;3,63
Sun;3;6;2018;05:15;11,7;11,1;10,23;40,17;1,8;9,34;2,27;22,87;3,63;4,25;13,41;3,27;2,62;2,5;13,94;3,53
Sun;3;6;2018;05:30;7,7;10,7;10,42;39,98;3,16;4,14;1,99;24,36;3,92;6,3;10,87;2,44;1,88;2,5;12,96;3,83
Sun;3;6;2018;05:45;11,8;14,1;9,65;38,98;2,23;8,3;2,49;22,6;3,22;6,04;9,85;2,69;1,88;2,5;14,17;3,63
Sun;3;6;2018;06:00;7,3;10,3;11,75;37,79;2,8;5,02;2,09;23,84;4,23;5,8;10,31;2,27;1,88;2,5;13,47;3,73
Sun;3;6;2018;06:15;12,1;11,3;11,71;38,28;2,8;6,03;2,14;23,57;3,56;5,78;9,34;2,7;2,4;2,2;13,84;4,39
Sun;3;6;2018;06:30;7,2;11,1;9,99;38,75;2,24;7,82;2,39;23,24;3,61;5,85;9,5;2,18;1,93;1,8;14,27;11,25
Sun;3;6;2018;06:45;12,2;13,8;10,36;38,47;3,15;4,65;2,01;24,03;3,99;5,74;10,02;2,27;1,93;1,7;13,23;3,64
Sun;3;6;2018;07:00;7,0;9,7;10,94;36,8;1,94;5,49;2,22;23,0;3,81;3,44;9,55;2,6;1,93;1,7;13,94;3,43
Sun;3;6;2018;07:15;12,1;11,5;10,62;42,34;3,1;7,25;2,33;23,08;3,56;3,55;9,15;2,58;1,93;1,7;14,25;3,93
Sun;3;6;2018;07:30;7,2;11,6;10,72;40,59;1,89;6,34;1,95;24,06;3,54;3,55;9,71;2,58;1,92;1,7;13,23;3,53
Sun;3;6;2018;07:45;11,7;13,2;10,32;38,69;3,14;7,46;2,13;22,94;3,94;3,58;9,89;2,9;1,92;1,5;12,1;3,63
Sun;3;6;2018;08:00;7,4;11,4;9,22;37,42;1,78;6,35;2,34;23,2;3,82;3,69;9,59;2,97;1,92;1,7;13,21;3,73
Sun;3;6;2018;08:15;11,5;12,0;10,49;38,25;3,16;7,73;1,94;23,76;3,65;3,78;9,16;2,24;1,92;1,7;13,05;3,63
Sun;3;6;2018;08:30;7,8;13,2;11,53;38,43;2,64;4,49;2,18;22,92;3,77;3,92;10,24;2,77;1,92;1,7;12,79;3,73
Sun;3;6;2018;08:45;10,6;13,2;10,2;39,23;2,25;10,45;2,32;24,11;3,67;6,36;9,99;3,02;1,92;1,5;11,55;3,63
Sun;3;6;2018;09:00;8,6;11,0;10,29;42,46;3,15;4,16;1,96;22,95;3,51;6,13;9,67;2,16;1,92;1,6;12,47;3,73
Sun;3;6;2018;09:15;9,9;12,1;10,08;38,62;1,67;8,54;2,27;23,38;3,61;5,92;10,91;2,29;1,92;1,7;13,56;3,73
Sun;3;6;2018;09:30;9,3;14,5;9,47;37,55;3,15;7,96;2,25;23,8;3,99;5,97;11,42;2,59;1,93;1,7;10,41;3,82
Sun;3;6;2018;09:45;9,3;11,5;10,55;37,37;2,82;6,91;1,97;22,65;3,86;5,88;12,91;2,28;1,93;1,9;13,23;3,72
Sun;3;6;2018;10:00;9,7;12,1;11,63;38,6;1,89;17,72;2,27;24,0;3,46;4,8;11,26;2,33;1,92;2,0;13,32;3,82
Sun;3;6;2018;10:15;9,4;12,4;10,62;38,45;3,16;9,36;2,21;23,56;3,76;3,5;10,98;2,67;1,92;2,1;11,37;3,82
Sun;3;6;2018;10:30;10,0;13,8;10,51;38,88;1,84;19,96;2,01;22,75;3,73;3,59;14,68;3,19;1,92;2,2;13,19;3,92
Sun;3;6;2018;10:45;8,7;12,0;10,2;42,61;3,15;16,22;2,53;24,41;3,46;3,6;15,16;4,14;1,92;2,4;13,53;4,12
Sun;3;6;2018;11:00;11,0;11,9;10,82;38,82;2,93;18,22;2,04;23,44;4,12;3,64;15,19;6,9;2,52;2,6;12,94;4,02
Sun;3;6;2018;11:15;7,9;15,2;11,79;39,68;2,1;18,31;2,54;23,6;3,32;3,76;16,36;5,07;1,9;2,7;11,56;4,71
Sun;3;6;2018;11:30;11,3;12,2;10,44;41,7;3,15;16,47;2,44;24,52;3,73;3,82;24,95;4,86;2,83;2,7;13,87;5,14
Sun;3;6;2018;11:45;8,0;11,9;9,64;43,72;2,17;17,24;2,19;22,82;4,01;6,43;26,6;7,84;1,93;3,0;14,51;12,75
Sun;3;6;2018;12:00;11,3;13,3;11,81;40,01;2,76;19,48;2,54;23,47;3,69;6,12;29,66;7,01;1,94;3,3;14,77;12,54
Sun;3;6;2018;12:15;8,4;14,3;11,85;37,67;2,56;17,44;2,53;24,31;3,54;6,0;27,8;8,79;2,34;3,3;22,04;10,76
Sun;3;6;2018;12:30;11,3;11,7;10,4;38,89;3,15;17,34;2,53;22,68;3,57;5,95;28,71;7,1;2,81;3,3;34,07;11,25
Sun;3;6;2018;12:45;8,2;12,4;10,14;44,85;2,37;19,43;2,54;24,5;4,06;5,85;29,4;8,31;2,21;3,7;32,39;9,47
Sun;3;6;2018;13:00;11,5;14,6;11,26;44,92;2,54;19,31;2,55;23,82;3,79;4,28;29,51;6,98;2,28;4,2;32,37;11,01
Sun;3;6;2018;13:15;7,8;13,5;11,73;39,97;3,14;17,46;2,54;23,09;3,66;3,56;28,9;7,07;2,42;4,5;29,18;10,91
Sun;3;6;2018;13:30;11,6;11,9;11,06;39,31;1,86;18,41;4,55;24,61;3,72;3,58;29,28;6,11;3,14;5,4;30,65;10,33
Sun;3;6;2018;13:45;8,2;13,2;11,49;41,99;3,03;20,07;8,96;23,82;3,69;3,59;28,75;5,02;2,06;8,0;28,92;10,38
Sun;3;6;2018;14:00;11,3;14,6;10,54;43,98;3,15;17,61;6,65;24,24;3,55;3,64;28,01;6,36;2,9;8,1;29,41;11,29
Sun;3;6;2018;14:15;8,5;11,5;9,66;39,86;1,83;17,54;8,19;25,56;3,63;3,75;28,86;6,4;2,67;8,3;31,5;14,62
Sun;3;6;2018;14:30;11,3;12,8;11,93;39,41;2,93;20,29;6,64;23,68;4,04;3,81;28,99;6,71;2,52;9,2;21,68;11,81
Sun;3;6;2018;14:45;8,0;14,4;11,93;41,43;3,15;19,71;6,62;24,96;3,57;3,87;28,92;6,77;3,14;8,8;30,62;11,01
Sun;3;6;2018;15:00;11,8;12,5;10,43;43,75;1,89;17,9;6,63;24,4;3,8;3,91;26,89;6,8;2,78;8,9;28,17;10,83
Sun;3;6;2018;15:15;7,3;12,4;10,4;41,87;3,14;17,96;6,65;23,68;3,57;6,4;27,45;6,81;2,74;7,5;26,85;11,32
Sun;3;6;2018;15:30;12,7;12,7;10,57;39,38;2,87;18,59;6,67;25,51;4,03;6,34;28,88;7,07;2,55;8,5;27,95;11,99
Sun;3;6;2018;15:45;6,8;15,2;11,58;39,69;2,11;20,62;6,62;24,22;3,79;6,02;28,67;7,88;3,12;8,1;24,79;14,89
Sun;3;6;2018;16:00;12,8;11,7;11,23;43,05;3,15;16,42;6,62;24,65;3,42;5,98;27,99;7,84;3,13;9,8;27,68;10,76
Sun;3;6;2018;16:15;7,2;12,5;12,02;44,3;1,81;22,14;6,64;25,44;3,57;5,98;27,29;7,83;3,13;9,1;24,34;11,33
Sun;3;6;2018;16:30;11,8;14,3;11,2;38,88;3,04;18,18;6,63;22,71;4,06;5,46;27,91;7,39;3,14;8,2;27,39;11,39
Sun;3;6;2018;16:45;8,9;12,9;9,57;38,04;3,15;19,76;6,65;24,35;3,83;3,53;28,48;6,93;2,72;8,1;30,26;15,85
Sun;3;6;2018;17:00;12,9;12,4;11,29;39,9;1,84;19,31;6,64;24,01;3,62;3,6;28,22;7,85;3,14;7,5;26,52;12,99
Sun;3;6;2018;17:15;8,5;13,0;11,91;42,41;3,15;18,63;6,63;22,98;3,56;3,6;28,21;7,82;3,13;8,1;27,21;11,86
Sun;3;6;2018;17:30;12,5;14,1;11,05;44,08;1,89;20,91;6,63;24,04;3,56;3,6;26,99;7,82;3,14;8,3;26,29;11,58
Sun;3;6;2018;17:45;7,5;11,8;10,56;40,66;2,95;17,89;6,62;23,9;4,01;3,72;27,08;7,8;3,13;9,4;24,73;15,4
Sun;3;6;2018;18:00;12,4;12,3;10,5;38,24;3,15;20,73;6,65;23,45;3,74;3,79;28,23;7,8;3,13;8,6;27,69;12,59
Sun;3;6;2018;18:15;7,4;13,3;10,92;38,62;1,97;17,52;6,64;24,25;3,78;3,86;27,71;7,79;3,14;8,4;23,44;11,1
Sun;3;6;2018;18:30;12,0;12,5;11,7;38,71;2,9;20,06;6,63;23,74;3,71;4,41;26,73;12,0;3,13;7,2;21,72;11,25
Sun;3;6;2018;18:45;7,7;12,0;11,78;37,48;3,16;18,49;6,61;23,15;3,52;6,45;27,54;10,24;3,12;7,9;14,24;10,74
Sun;3;6;2018;19:00;12,2;12,3;9,74;38,25;1,76;16,6;6,62;24,75;3,55;6,19;28,58;8,42;3,11;7,8;13,54;10,77
Sun;3;6;2018;19:15;7,7;14,0;10,48;39,82;3,07;12,79;6,63;23,32;3,91;5,96;28,35;8,4;3,12;9,2;15,01;9,92
Sun;3;6;2018;19:30;11,6;11,2;10,68;44,21;3,15;15,47;6,6;23,63;3,89;5,94;27,06;8,42;3,11;6,0;13,73;11,05
Sun;3;6;2018;19:45;8,2;12,0;10,77;39,18;1,65;13,65;6,59;24,27;3,36;5,97;27,82;8,42;3,13;5,6;11,17;9,97
Sun;3;6;2018;20:00;11,6;13,8;11,75;38,81;2,89;10,35;6,61;23,07;3,56;4,75;28,97;8,0;3,13;6,0;14,15;4,46
Sun;3;6;2018;20:15;8,2;12,3;10,66;38,38;3,15;12,9;2,28;23,4;4,07;3,56;23,73;4,71;3,13;4,5;13,97;5,91
Sun;3;6;2018;20:30;11,5;11,6;9,5;38,95;2,76;12,86;2,19;23,97;3,75;3,58;14,2;5,25;3,12;3,8;12,15;4,93
Sun;3;6;2018;20:45;8,2;12,4;10,39;37,12;2,14;12,96;1,95;22,94;3,56;3,56;13,97;5,24;3,01;3,8;13,53;4,22
Sun;3;6;2018;21:00;11,3;13,7;11,38;38,98;3,16;12,47;2,51;24,1;3,31;3,62;17,23;4,99;3,12;3,9;11,9;4,92
Sun;3;6;2018;21:15;8,6;11,5;10,51;38,41;2,42;9,14;2,01;23,28;4,18;3,75;19,75;3,02;3,12;3,8;13,33;5,32
Sun;3;6;2018;21:30;10,9;12,1;10,44;42,51;2,56;10,8;2,53;23,29;3,65;3,82;15,27;3,32;2,9;3,8;12,11;5,1
Sun;3;6;2018;21:45;9,1;13,9;10,38;37,11;3,16;10,89;2,06;24,52;3,47;5,25;17,72;2,98;3,03;3,6;13,12;4,12
Sun;3;6;2018;22:00;10,6;11,9;9,6;39,44;2,04;8,08;2,53;22,82;3,48;6,29;19,8;2,93;2,84;3,4;12,15;5,28
Sun;3;6;2018;22:15;9,3;11,9;11,66;39,13;2,84;6,72;2,06;23,7;4,08;5,99;17,2;2,65;3,12;3,4;13,19;5,42
Sun;3;6;2018;22:30;10,1;12,8;11,37;38,04;3,14;10,49;2,56;24,28;3,5;5,86;12,0;3,32;3,13;3,4;12,18;4,12
Sun;3;6;2018;22:45;9,8;12,7;9,41;37,91;1,78;7,9;2,14;22,74;3,39;5,89;15,24;5,26;2,44;3,4;13,2;4,79
Sun;3;6;2018;23:00;9,8;11,5;10,41;37,95;3,14;5,43;2,46;23,86;4,02;5,51;10,37;5,11;3,1;3,1;10,85;5,39
Sun;3;6;2018;23:15;10,1;12,1;11,15;39,16;2,88;10,49;2,3;23,96;3,78;3,47;11,52;3,25;3,14;3,0;11,68;4,16
Sun;3;6;2018;23:30;9,5;14,0;10,68;40,73;1,78;5,34;2,29;23,06;3,5;3,55;15,0;2,8;2,6;2,8;10,99;3,83
Sun;3;6;2018;23:45;10,2;11,2;10,84;41,87;3,14;9,2;2,2;24,54;3,7;3,56;14,9;2,89;2,72;3,0;13,45;3,83
Mon;4;6;2018;00:00;9,2;13,0;10,42;37,8;3,02;5,69;2,38;22,91;4,54;3,58;11,34;3,54;2,73;2,8;10,83;3,63
Mon;4;6;2018;00:15;11,1;13,0;9,31;37,29;1,57;9,23;2,03;23,84;3,73;3,68;11,34;3,04;2,74;2,9;11,48;3,77
Mon;4;6;2018;00:30;8,8;11,1;11,34;37,86;3,16;6,03;2,53;24,18;1,93;3,77;14,78;2,82;2,54;2,9;12,99;9,21
Mon;4;6;2018;00:45;11,3;11,7;11,69;38,8;3,12;7,18;2,04;23,2;1,92;3,85;12,92;3,33;2,41;2,7;11,65;3,63
Mon;4;6;2018;01:00;8,6;13,4;10,0;38,26;1,9;10,49;2,51;23,47;1,92;5,32;12,07;3,19;2,41;2,6;11,74;5,35
Mon;4;6;2018;01:15;11,6;11,9;10,33;40,65;3,15;6,47;2,05;23,93;1,92;6,31;10,26;3,19;2,69;2,6;10,77;6,91
Mon;4;6;2018;01:30;8,3;11,9;10,46;40,68;2,62;8,27;2,21;22,89;1,92;5,92;14,78;3,36;2,39;2,5;14,09;3,83
Mon;4;6;2018;01:45;11,8;12,4;10,92;37,93;1,97;6,7;2,32;23,8;1,91;5,84;14,59;2,65;2,63;2,4;10,73;6,0
Mon;4;6;2018;02:00;7,9;13,1;11,02;37,75;3,16;9,18;1,99;23,49;1,91;5,86;10,23;2,69;2,28;2,2;12,14;5,78
Mon;4;6;2018;02:15;14,1;11,3;10,42;38,29;2,52;6,48;2,41;22,92;2,7;5,74;12,15;2,22;2,48;2,4;10,77;3,65
Mon;4;6;2018;02:30;10,0;12,0;9,57;38,65;2,1;10,73;2,12;24,23;3,07;3,94;12,09;2,69;2,14;2,3;13,17;4,26
Mon;4;6;2018;02:45;14,3;13,8;10,26;38,9;3,16;5,03;2,02;20,82;2,1;3,54;15,18;2,21;2,72;2,4;10,68;4,75
Mon;4;6;2018;03:00;9,7;12,1;10,58;21,21;2,77;10,68;2,39;20,92;1,92;3,54;11,48;2,71;1,9;2,3;11,17;3,63
Mon;4;6;2018;03:15;14,4;11,7;10,56;42,27;1,96;4,93;2,04;27,17;1,92;3,54;11,67;2,63;2,95;2,0;11,35;3,73
Mon;4;6;2018;03:30;9,6;12,0;11,12;45,54;3,16;7,78;1,98;22,71;1,92;3,61;10,75;2,56;1,93;2,1;10,18;3,83
Mon;4;6;2018;03:45;14,5;14,3;10,37;42,71;3,08;7,05;2,36;24,85;2,49;3,71;13,97;2,94;1,93;2,1;11,3;5,96
Mon;4;6;2018;04:00;9,2;10,9;9,45;39,36;1,7;4,69;2,09;22,86;3,07;3,77;12,65;3,16;2,85;2,0;10,25;4,03
Mon;4;6;2018;04:15;12,8;11,7;10,43;40,44;3,16;9,94;1,94;23,64;2,26;3,87;9,7;2,64;1,92;1,9;11,35;5,03
Mon;4;6;2018;04:30;8,1;12,7;11,59;40,98;2,57;4,06;2,3;24,23;1,92;4,75;12,7;2,53;2,24;2,1;10,43;4,46
Mon;4;6;2018;04:45;14,5;13,0;10,79;39,24;2,4;8,55;2,14;22,98;1,91;6,36;12,75;3,13;2,14;2,0;11,08;6,06
Mon;4;6;2018;05:00;9,6;11,4;10,8;39,67;2,36;4,4;1,91;24,51;1,91;6,04;13,14;3,11;2,33;2,1;10,28;3,53
Mon;4;6;2018;05:15;14,5;11,9;10,07;42,02;2,81;7,02;2,23;23,4;2,36;5,84;9,83;2,45;2,0;2,2;12,19;6,35
Mon;4;6;2018;05:30;7,9;14,2;9,76;40,68;3,16;7,64;2,19;23,19;3,06;5,84;12,47;3,24;2,15;2,2;10,21;3,63
Mon;4;6;2018;05:45;12,2;11,2;11,37;40,83;1,7;4,8;1,9;24,58;2,54;5,86;14,44;2,84;2,39;2,4;11,18;5,88
Mon;4;6;2018;06:00;8,7;11,6;11,48;39,55;3,15;6,82;2,17;23,77;1,91;5,04;10,8;2,41;1,94;2,3;10,2;3,83
Mon;4;6;2018;06:15;13,6;12,2;9,61;39,51;3,08;9,27;2,25;22,95;1,91;3,51;11,39;3,32;1,93;2,3;11,17;6,05
Mon;4;6;2018;06:30;10,6;13,9;10,42;39,77;1,69;4,26;1,9;24,22;1,91;3,54;10,29;2,25;1,94;2,1;11,45;3,63
Mon;4;6;2018;06:45;11,8;11,1;10,28;39,81;3,15;8,41;2,09;23,46;2,38;3,55;14,84;2,25;2,41;1,9;11,45;7,24
Mon;4;6;2018;07:00;8,7;11,6;10,81;37,88;2,37;4,63;2,3;22,83;3,06;3,6;11,05;2,56;1,95;2,0;10,09;3,53
Mon;4;6;2018;07:15;11,8;14,0;11,58;39,21;2,46;7,66;1,93;24,32;2,43;3,7;12,15;2,12;1,92;2,1;11,44;6,26
Mon;4;6;2018;07:30;11,7;11,5;9,74;40,03;3,16;4,1;2,06;23,24;1,91;3,77;11,98;2,39;2,35;2,4;10,08;4,5
Mon;4;6;2018;07:45;12,1;11,6;10,3;40,97;1,64;7,94;2,33;23,25;1,91;3,85;13,41;2,48;1,93;2,4;10,24;4,47
Mon;4;6;2018;08:00;11,4;12,8;10,07;39,03;3,0;6,54;2,0;23,98;1,91;6,17;16,47;2,28;1,93;2,3;10,89;5,97
Mon;4;6;2018;08:15;9,7;13,2;9,59;37,63;3,15;5,67;2,09;23,43;2,88;6,15;13,59;3,2;1,93;2,3;10,87;4,51
Mon;4;6;2018;08:30;10,5;11,2;10,36;39,07;1,9;6,96;2,46;23,64;3,06;5,89;14,14;3,26;2,26;2,2;12,68;6,09
Mon;4;6;2018;08:45;10,6;12,1;10,26;39,85;3,0;5,51;2,06;24,04;2,11;5,85;12,71;2,84;2,09;2,2;10,89;3,72
Mon;4;6;2018;09:00;13,2;13,7;10,45;37,57;3,13;7,29;2,41;23,22;1,9;5,88;14,64;3,1;2,24;2,3;10,77;5,7
Mon;4;6;2018;09:15;11,0;10,9;11,58;37,34;1,73;8,8;2,29;23,75;1,9;4,1;16,7;3,71;2,14;2,6;13,32;3,62
Mon;4;6;2018;09:30;12,3;11,8;10,16;39,84;3,14;4,71;2,43;24,16;2,23;3,56;15,18;2,95;1,92;2,5;10,44;3,82
Mon;4;6;2018;09:45;8,3;13,1;9,41;40,31;2,32;10,51;2,26;23,27;3,05;3,56;15,41;3,84;1,92;2,6;11,18;3,92
Mon;4;6;2018;10:00;12,8;12,1;11,38;40,59;2,57;8,78;2,27;23,55;2,75;3,57;16,71;3,85;1,94;2,5;10,76;3,72
Mon;4;6;2018;10:15;10,3;11,5;11,42;38,7;3,13;13,03;2,42;24,69;1,9;3,67;16,74;3,08;2,51;2,4;12,63;4,02
Mon;4;6;2018;10:30;14,1;11,9;9,26;39,1;1,82;8,42;2,58;23,06;1,9;3,74;14,49;3,85;1,89;2,4;12,46;4,8
Mon;4;6;2018;10:45;9,8;14,2;11,52;40,01;3,13;10,57;2,58;24,07;1,9;3,82;21,7;5,23;2,63;2,8;15,54;4,22
Mon;4;6;2018;11:00;12,1;11,1;10,07;39,44;3,14;10,59;2,58;24,53;2,61;4,31;27,1;7,83;1,92;3,0;13,4;3,72
Mon;4;6;2018;11:15;7,8;11,9;10,07;39,8;1,65;10,54;2,59;23,68;3,06;6,41;27,15;6,2;1,92;3,1;14,27;4,22
Mon;4;6;2018;11:30;12,8;13,7;10,07;40,0;3,14;10,61;2,58;24,05;2,17;6,16;27,41;6,34;2,9;3,2;15,39;6,27
Mon;4;6;2018;11:45;9,7;12,5;10,07;38,69;2,7;12,11;2,58;24,16;1,9;5,93;30,68;9,72;1,9;3,5;13,0;14,56
Mon;4;6;2018;12:00;14,8;12,1;10,07;39,48;2,06;13,23;2,58;22,78;1,9;5,91;31,16;4,86;2,42;3,8;14,69;10,52
Mon;4;6;2018;12:15;9,6;12,0;7,14;38,24;3,13;12,55;2,58;24,7;2,1;5,93;31,22;7,64;2,89;4,1;15,39;10,5
Mon;4;6;2018;12:30;13,3;13,7;10,21;39,36;2,16;14,85;2,58;23,8;3,06;3,91;30,26;3,23;1,92;4,3;14,42;9,63
Mon;4;6;2018;12:45;7,4;11,4;11,65;39,8;2,69;15,41;2,58;23,79;3,01;3,58;30,52;5,36;2,06;4,0;13,49;11,01
Mon;4;6;2018;13:00;14,5;11,9;10,19;38,56;3,14;15,21;7,19;24,98;1,91;3,59;30,61;3,66;2,62;3,8;26,04;10,67
Mon;4;6;2018;13:15;9,4;14,2;11,43;40,13;1,74;25,02;7,29;23,79;1,91;3,6;29,5;6,26;2,77;4,3;33,6;11,48
Mon;4;6;2018;13:30;15,1;11,4;10,84;40,05;3,14;22,97;8,06;23,67;1,91;3,69;29,57;4,73;2,34;4,4;32,38;13,41
Mon;4;6;2018;13:45;8,8;11,8;11,71;39,94;3,14;22,14;7,14;24,86;2,22;3,8;29,41;8,51;2,14;4,4;32,26;10,95
Mon;4;6;2018;14:00;12,9;12,9;10,73;40,13;1,43;19,48;7,31;23,02;3,06;3,86;30,31;5,65;2,96;4,5;32,26;10,16
Mon;4;6;2018;14:15;7,6;13,1;10,57;39,87;3,13;22,59;6,72;24,07;2,99;3,92;29,86;8,86;2,37;4,5;32,21;10,45
Mon;4;6;2018;14:30;12,9;11,8;11,9;40,37;3,14;20,31;6,72;24,78;1,91;5,59;31,1;8,07;2,75;5,0;32,16;10,92
Mon;4;6;2018;14:45;9,8;12,0;11,18;43,27;2,23;21,48;6,74;23,19;1,91;6,4;30,16;6,37;2,98;6,4;32,12;10,98
Mon;4;6;2018;15:00;14,8;14,2;10,25;40,6;2,43;23,03;6,72;24,34;1,91;6,1;30,51;8,86;2,89;8,6;32,08;14,48
Mon;4;6;2018;15:15;9,7;11,0;11,88;40,54;3,13;23,03;6,69;24,6;2,99;5,98;30,43;5,85;2,08;10,1;32,13;10,85
Mon;4;6;2018;15:30;13,6;12,4;10,65;40,52;3,03;22,77;6,7;23,18;3,06;6,0;29,26;8,88;3,13;9,3;32,04;10,83
Mon;4;6;2018;15:45;7,4;13,5;10,65;40,49;1,64;22,23;6,7;24,29;2,0;4,88;31,05;7,7;2,61;9,8;32,12;14,84
Mon;4;6;2018;16:00;14,8;12,1;10,65;40,46;3,13;19,48;6,68;24,02;1,91;3,62;29,97;8,56;2,8;9,3;27,41;12,71
Mon;4;6;2018;16:15;9,4;12,1;10,65;40,16;3,02;19,21;6,67;23,18;1,91;3,6;31,5;7,18;2,76;9,5;31,39;10,55
Mon;4;6;2018;16:30;15,0;12,0;10,65;39,73;1,68;16,92;6,69;24,51;2,77;3,6;28,8;8,23;3,14;9,1;32,08;14,62
Mon;4;6;2018;16:45;7,5;13,8;10,65;38,98;3,14;15,54;6,52;23,81;3,06;3,68;30,8;5,94;2,67;8,8;32,07;11,68
Mon;4;6;2018;17:00;13,0;11,1;10,65;40,14;2,21;13,54;2,43;23,64;2,36;3,78;30,96;9,58;3,14;8,1;28,32;10,55
Mon;4;6;2018;17:15;9,8;12,0;7,61;38,89;2,36;13,46;2,19;24,99;1,91;3,86;29,2;5,2;3,14;7,6;29,98;10,09
Mon;4;6;2018;17:30;13,0;13,6;10,96;39,43;2,91;13,14;2,59;25,26;1,91;3,89;29,78;9,55;3,13;5,6;27,99;11,05
Mon;4;6;2018;17:45;10,1;12,1;10,09;39,59;1,55;13,15;2,58;25,14;1,99;5,63;30,71;4,71;2,39;6,0;15,43;10,48
Mon;4;6;2018;18:00;12,9;12,1;11,65;38,49;3,33;13,17;2,59;23,0;3,06;6,38;28,46;9,44;3,13;5,4;14,45;10,12
Mon;4;6;2018;18:15;7,3;11,7;9,56;38,25;1,74;13,17;2,59;24,72;3,07;6,05;29,34;5,12;2,64;5,3;14,92;10,67
Mon;4;6;2018;18:30;14,3;14,3;11,09;39,61;3,19;13,2;2,59;24,82;2,02;5,92;30,45;6,91;3,1;7,1;14,02;10,32
Mon;4;6;2018;18:45;9,7;11,1;11,15;39,67;2,06;13,24;2,59;24,62;1,91;5,93;29,33;7,58;3,13;7,8;13,75;13,16
Mon;4;6;2018;19:00;14,5;12,2;9,7;38,57;3,05;13,23;2,53;22,55;1,91;5,94;28,53;5,37;3,12;7,7;13,35;10,14
Mon;4;6;2018;19:15;8,0;13,5;11,48;39,25;3,34;11,87;2,53;24,95;2,69;3,96;29,96;7,24;2,9;8,0;13,52;5,49
Mon;4;6;2018;19:30;12,4;13,2;10,31;39,52;1,33;10,61;2,53;24,4;3,07;3,6;28,75;4,92;2,75;6,4;13,39;3,63
Mon;4;6;2018;19:45;8,4;11,3;10,65;39,45;3,34;10,68;2,54;22,97;2,12;3,58;28,7;4,97;3,14;4,8;14,26;5,36
Mon;4;6;2018;20:00;14,3;12,3;11,25;38,6;2,81;10,63;2,53;23,84;1,91;3,61;28,99;4,32;2,64;4,6;12,97;4,08
Mon;4;6;2018;20:15;9,9;14,0;9,86;38,37;1,9;10,61;2,54;24,99;1,91;3,69;29,38;2,57;3,12;4,2;14,04;3,73
Mon;4;6;2018;20:30;13,4;11,7;11,45;38,24;3,34;10,62;2,54;24,46;3,0;3,78;29,66;4,61;2,46;3,9;13,31;3,83
Mon;4;6;2018;20:45;7,7;12,1;10,71;38,99;3,33;10,62;2,54;22,52;3,07;3,87;25,34;2,39;3,14;3,9;13,76;3,83
Mon;4;6;2018;21:00;13,0;12,7;9,64;39,07;1,1;8,47;2,54;24,88;2,15;5,01;19,96;2,69;3,02;3,9;12,83;5,19
Mon;4;6;2018;21:15;9,8;12,7;11,51;38,51;2,99;8,37;2,09;25,05;1,9;5,35;17,46;2,7;2,92;3,8;12,25;3,92
Mon;4;6;2018;21:30;14,2;11,5;10,46;37,64;3,33;8,83;2,53;22,84;1,9;5,51;15,98;2,89;2,67;3,4;13,93;3,83
