WiseMetering realtime, exported on November 19, 2016 17:48, by Pedro Castanheira of Vodafone.;;;;;;;;;;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ OMCs (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ GERAL FAR (KWh);EA+ GERAL 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ GERAL MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ GERAL PTM (KWh);EA+ GERAL 2 SNT (KWh);EA+ GERAL FMC (KWh)
Wed;10;08;2016;20:45;471,53;23;88,87;33;23;0,04;15,5;22,51;41;63;7,9;43,7;47;7;29,01;27
Wed;10;08;2016;21:00;480,04;24;90,1;33;23;0,05;15;23,35;41;70;7,88;42,79;46;8;28,87;27
Wed;10;08;2016;21:15;470,72;23;87,91;33;23;0,04;15;25,64;41;66;8,19;42,19;43;8;28,75;26
Wed;10;08;2016;21:30;470,88;24;88,13;32;23;0,05;16;23,3;41;68;8,14;41,66;43;8;28,61;26
Wed;10;08;2016;21:45;463,66;24;88,89;32;22;0,04;15;22,68;41;64;8,15;41,48;42;7;28,42;27
Wed;10;08;2016;22:00;465,87;23;88,29;32;23;0,05;15;22,45;42;65;8,1;41,33;41;8;28,64;28
Wed;10;08;2016;22:15;459,97;24;87,36;32;22;0,04;13;22,6;41;64;7,89;41,47;42;8;28,61;26
Wed;10;08;2016;22:30;453,96;24;88,43;32;21;0,05;13,5;18,55;41;63;7,83;39,99;42;8;28,6;26
Wed;10;08;2016;22:45;457,42;24;88,11;31;22;0,04;13;19,93;41;67;8,05;37,86;42;7;28,43;28
Wed;10;08;2016;23:00;469,11;23;87,88;32;23;0,05;15,5;22,02;42;66;7,96;41,06;44;8;29,64;27
Wed;10;08;2016;23:15;476,89;24;89,98;32;22;0,04;15;21,62;41;69;8,59;41,46;47;7;30,19;28
Wed;10;08;2016;23:30;463,47;23;86,98;31;23;0,05;16;21,01;41;64;8,34;39,02;46;8;28,07;28
Wed;10;08;2016;23:45;457,94;25;86,66;32;22;0,04;15;17,44;42;64;8,29;37,61;46;7;27,91;27
Thu;11;08;2016;00:00;462,56;21;90,06;32;21;0,05;15;20,37;41;65;8,31;40,98;45;7;27,79;28
Thu;11;08;2016;00:15;456,26;22;87,78;31;22;0,04;15;20,31;41;62;8,52;41,41;43;8;28,19;26
Thu;11;08;2016;00:30;450,69;22;85,88;31;22;0,05;16;17,24;41;66;8,41;36,92;43;7;28,18;26
Thu;11;08;2016;00:45;463,53;23;88,71;32;23;0,04;15;22,24;41;64;8,5;38,9;44;8;28,14;27
Thu;11;08;2016;01:00;465,05;22;90,77;32;22;0,04;15,5;20,37;41;68;8,53;40,85;43;7;27,99;26
Thu;11;08;2016;01:15;459,8;22;86,1;32;22;0,05;14;16,56;41;68;8,42;41,61;46;7;28,06;27
Thu;11;08;2016;01:30;459,39;23;87,56;32;22;0,05;13,5;20,22;41;64;8,33;39,78;46;7;27,95;27
Thu;11;08;2016;01:45;456,31;22;89,41;31;20;0,04;13;16,73;41;66;8,3;41,86;45;8;27,97;26
Thu;11;08;2016;02:00;454,69;22;87,58;32;23;0,05;13;19,8;41;62;8,31;41,79;44;7;28,16;25
Thu;11;08;2016;02:15;467,5;23;88,3;33;22;0,04;15,5;19,69;42;66;8,34;41,68;46;7;27,95;27
Thu;11;08;2016;02:30;450,57;22;89,08;31;20;0,05;15,5;17,31;40;63;8,38;39,2;43;7;28,04;27
Thu;11;08;2016;02:45;456,11;23;87,47;32;22;0,04;15;20,26;42;65;8,35;36,89;44;7;28,09;25
Thu;11;08;2016;03:00;453,1;21;88,85;31;22;0,04;16;17,05;41;64;8,44;37,63;43;7;28,09;28
Thu;11;08;2016;03:15;459,62;23;88,84;32;22;0,05;15;19,43;41;64;8,3;41,24;43;7;27,76;27
Thu;11;08;2016;03:30;462,02;22;87,98;32;23;0,04;15;20,44;41;64;8,42;39,33;45;8;27,8;28
Thu;11;08;2016;03:45;447,76;22;87,21;32;21;0,05;15;16,43;41;62;8,36;36,89;46;6;27,83;26
Thu;11;08;2016;04:00;458,75;23;88,24;32;20;0,04;16;20,17;42;66;8,39;34,84;46;8;28,06;26
Thu;11;08;2016;04:15;447,27;21;87,19;31;22;0;15;17,28;40;62;8,38;37,32;43;7;28,1;28
Thu;11;08;2016;04:30;458,34;23;87,21;32;22;0;15;19,07;42;64;8,29;40,7;43;7;28,08;27
Thu;11;08;2016;04:45;448,98;22;86,81;31;19;0;13;20,38;38;63;8,33;41,44;43;7;28,03;28
Thu;11;08;2016;05:00;450,49;22;87,95;32;22;0;13;16,47;39;64;8,38;40,67;43;7;28,02;27
Thu;11;08;2016;05:15;451,61;22;88,83;31;22;0;13;19,63;39;63;8,36;40,86;44;7;27,93;25
Thu;11;08;2016;05:30;450,62;22;88,74;33;20;0;15;16,19;39;63;8,5;36,27;45;8;27,92;28
Thu;11;08;2016;05:45;450,51;22;87,05;31;21;0;15;20,3;40;63;8,43;34,93;46;7;27,8;27
Thu;11;08;2016;06:00;448,9;22;85,84;32;22;0;16;17,93;39;63;8,4;36,84;43;7;27,89;28
Thu;11;08;2016;06:15;456,41;22;87,75;31;22;0;15;18,59;39;65;8,39;39,92;46;7;27,76;27
Thu;11;08;2016;06:30;452,59;22;87,57;32;22;0;15;19,48;42;62;8,31;37,4;44;7;27,82;26
Thu;11;08;2016;06:45;449,43;22;85,36;32;21;0;15;16,22;43;65;8,37;35,67;44;7;27,81;27
Thu;11;08;2016;07:00;453,13;21;88,08;31;20;0;15,5;20,31;42;62;8,4;39,06;43;7;27,77;28
Thu;11;08;2016;07:15;454,1;22;87,62;32;22;0;15;15,93;40;64;8,42;41,28;44;7;27,85;27
Thu;11;08;2016;07:30;450,54;21;85,51;32;21;0;15,5;18,15;42;62;8,44;40,96;43;7;27,98;26
Thu;11;08;2016;07:45;451,29;22;89,77;32;22;0;15;12,29;41;64;8,42;38,99;43;7;27,82;28
Thu;11;08;2016;08:00;450,44;23;88,18;32;22;0;15;13,63;41;63;8,54;37,03;44;7;29,07;27
Thu;11;08;2016;08:15;460,17;22;85,9;32;20;0;13;20,1;42;64;8,42;39,16;46;9;31,59;27
Thu;11;08;2016;08:30;465,53;23;87,34;33;24;0;14,5;20,2;39;63;8,33;43,73;45;10;28,42;26
Thu;11;08;2016;08:45;467,92;23;91,25;33;23;0;14,5;14,66;42;64;8,31;43,89;45;9;28,31;28
Thu;11;08;2016;09:00;463,31;22;93,37;32;20;0;17;25,29;40;63;8,48;45,26;46;8;14,91;28
Thu;11;08;2016;09:15;474,21;22;92,74;33;24;0;17;30,7;42;63;8,7;43,91;42;8;19,16;28
Thu;11;08;2016;09:30;488,34;21;95,23;33;24;0;17;35,72;41;64;8,91;44,78;46;8;22,71;27
Thu;11;08;2016;09:45;485,48;22;97,03;34;24;0;16,5;31,61;44;63;8,77;43,31;43;8;21,26;29
Thu;11;08;2016;10:00;484,09;22;96,94;33;23;0;16,5;31,63;41;63;9,19;44,74;45;8;20,1;30
Thu;11;08;2016;10:15;496,43;22;96,49;34;24;0;16,5;37,26;43;64;8,93;43,42;46;8;23,83;29
Thu;11;08;2016;10:30;486,21;22;93,8;33;25;0;17;31,62;42;69;8,81;41,43;44;8;19,55;31
Thu;11;08;2016;10:45;485,95;22;94,38;33;24;0;16,5;36,87;42;64;8,79;40,93;45;8;21,48;29
Thu;11;08;2016;11:00;491,77;22;97,57;34;23;0;17;32,84;42;65;8,82;44,25;46;8;21,29;30
Thu;11;08;2016;11:15;486,1;22;97,69;33;24;0;14;35,64;42;63;8,92;44,43;43;8;20,41;30
Thu;11;08;2016;11:30;499,31;21;98,46;34;24;0;15;38,92;42;65;9,08;45;45;8;23,85;30
Thu;11;08;2016;11:45;493,05;24;96,59;33;25;0;15;34,76;42;65;9,32;45,52;46;8;18,87;30
Thu;11;08;2016;12:00;507,31;23;98,68;33;24;0;16;37,05;41;69;10,77;44,84;47;9;23,98;30
Thu;11;08;2016;12:15;501,85;23;99,67;33;25;0;18;37,03;41;69;9,69;44,34;46;8;19,12;29
Thu;11;08;2016;12:30;498,54;23;97,72;34;25;0;17;37,52;40;63;9,41;44,54;46;8;23,35;30
Thu;11;08;2016;12:45;496,03;22;98,76;32;25;0;16,5;38,66;40;66;9,4;43,62;46;8;20,09;30
Thu;11;08;2016;13:00;502,6;23;98,14;33;25;0;16,5;38,66;41;66;9,45;44,99;45;9;22,86;30
Thu;11;08;2016;13:15;502,91;22;98,69;33;25;0;16;38,75;40;71;9,45;44,65;46;8;20,37;30
Thu;11;08;2016;13:30;504,55;23;97,13;33;25;0;16,5;38,87;39;66;9,43;45,73;47;9;24,88;30
Thu;11;08;2016;13:45;494,14;22;93,94;32;25;0;16,5;39,09;42;65;9,38;45,32;47;8;18,91;30
Thu;11;08;2016;14:00;503,68;24;96,44;34;25;0;17;39,6;40;64;9,35;44,71;47;8;24,59;30
Thu;11;08;2016;14:15;509,93;22;98,07;35;26;0,37;17;39,41;40;68;9,34;46,55;48;8;21,18;31
Thu;11;08;2016;14:30;522,07;24;96,49;33;25;0,75;17;47,15;41;70;9,35;46,23;48;9;24,12;31
Thu;11;08;2016;14:45;525,05;22;95,97;34;25;1,12;16,5;40,08;41;68;9,6;57,91;48;9;26,88;30
Thu;11;08;2016;15:00;527,3;23;98,55;34;25;1,49;17,5;39,06;41;69;9,96;51,83;48;9;28,91;31
Thu;11;08;2016;15:15;524,2;22;98,55;35;26;1,87;16,5;48,34;41;63;10,88;46,15;48;9;27,91;30
Thu;11;08;2016;15:30;518,36;23;94,92;34;25;2,24;16,5;40,39;40;70;10,22;46,37;49;9;26,74;31
Thu;11;08;2016;15:45;516,89;22;94,74;35;25;2,61;17,5;39,21;41;69;10,89;46,19;48;9;27,75;29
Thu;11;08;2016;16:00;530,24;22;98,23;33;25;2,98;16;47,3;42;70;10,43;48,7;49;9;25,58;31
Thu;11;08;2016;16:15;532,72;23;96,18;34;26;3,36;14,5;45,05;40;69;9,05;57,79;49;10;25,8;30
Thu;11;08;2016;16:30;509,37;22;95,41;33;26;3,73;14,5;37,78;41;66;9,91;46,22;48;9;26,82;30
Thu;11;08;2016;16:45;521,66;22;98,33;35;25;4,1;15,5;45,09;42;65;9,91;45,54;48;9;27,2;30
Thu;11;08;2016;17:00;520,04;23;98,14;34;25;4,48;16,5;44,42;40;67;8,97;45,68;48;9;25,85;30
Thu;11;08;2016;17:15;517,33;22;92,75;34;26;4,85;17,5;38,86;40;71;9,95;46,09;48;9;27,33;30
Thu;11;08;2016;17:30;517,84;22;91,61;34;26;5,22;16,5;42,7;41;70;10,31;45,05;47;9;27,44;30
Thu;11;08;2016;17:45;520,4;23;92,65;34;25;5,6;16,5;37,88;40;71;9,34;53,47;47;9;25,96;30
Thu;11;08;2016;18:00;506,63;22;92,36;33;26;5,97;17;25,97;41;66;10,38;51,96;47;9;29,99;29
Thu;11;08;2016;18:15;499,94;23;91,08;33;25;6,34;16;29,53;39;67;9,96;43,24;47;9;31,78;29
Thu;11;08;2016;18:30;495,6;22;93,14;34;26;6,71;16,5;25,22;40;65;9,16;42,95;43;8;33,93;30
Thu;11;08;2016;18:45;497,96;21;91,12;34;25;7,09;16,5;22,41;40;72;9,57;43,64;44;9;33,63;29
Thu;11;08;2016;19:00;488,74;22;90,85;33;24;7,46;16;22,52;40;68;8,72;42,62;44;8;33,57;28
Thu;11;08;2016;19:15;501,29;22;92,49;33;24;7,83;16,5;25,63;41;70;9,69;42,77;46;8;33,38;29
Thu;11;08;2016;19:30;497,5;22;93,07;33;25;8,21;16,5;24,34;41;66;9,41;43,13;47;8;32,83;28
Thu;11;08;2016;19:45;490,7;22;91,95;34;24;8,58;16;22,17;40;65;8,9;42,32;47;8;32,78;28
Thu;11;08;2016;20:00;492,19;22;91,9;33;24;8,95;15;21,86;42;65;9,63;43,37;47;8;32,48;28
Thu;11;08;2016;20:15;485,9;22;91,24;34;23;9,33;13;21,94;41;63;8,67;42,19;47;8;32,55;29
Thu;11;08;2016;20:30;492,29;22;90,36;32;22;9,7;13;21,84;42;71;9,65;43,38;47;8;32,37;28
Thu;11;08;2016;20:45;490,9;22;91,43;33;23;10,07;13,5;21,96;41;68;9,25;42,2;46;8;32,49;29
Thu;11;08;2016;21:00;488,87;22;89,65;33;23;10,44;13,5;22,07;42;68;9;42,17;47;8;32,03;27
Thu;11;08;2016;21:15;488,25;22;91,8;33;22;10,82;16;22,17;40;64;9,59;41,93;46;8;31,95;29
Thu;11;08;2016;21:30;489,94;22;88,41;33;23;11,19;16;22,1;43;65;8,7;41,8;47;9;31,74;28
Thu;11;08;2016;21:45;483,19;21;88,24;32;22;11,56;15;21,84;40;67;9,59;41,62;46;8;31,33;28
Thu;11;08;2016;22:00;486,64;21;89,25;33;22;11,94;16;21,77;42;65;8,69;41,82;47;8;31,18;28
Thu;11;08;2016;22:15;486,2;20;88,24;33;21;12,31;15;21,77;41;70;9,62;41,04;46;8;31,22;28
Thu;11;08;2016;22:30;485,67;22;88,87;33;21;12,68;15;22,2;42;66;8,73;41,99;47;8;29,2;28
Thu;11;08;2016;22:45;484,87;21;89,92;32;23;13,06;15,5;21,72;41;66;9,63;40,62;47;8;28,44;28
Thu;11;08;2016;23:00;477;20;88,79;33;22;13,43;15,5;19,2;40;64;8,76;42,04;46;8;28,28;28
Thu;11;08;2016;23:15;483,07;22;90,41;32;20;13,8;15;20,94;41;65;9,55;40,62;47;8;29,74;28
Thu;11;08;2016;23:30;484,06;20;88,77;33;22;14,17;16;18,58;42;65;8,98;41,45;47;8;31,11;28
Thu;11;08;2016;23:45;486,09;22;91,21;33;22;14,55;15;18,48;41;65;9,35;40,29;46;8;31,21;29
Fri;12;08;2016;00:00;487;22;88,27;32;20;14,92;14;20,04;42;70;9,33;40,73;47;8;29,71;29
Fri;12;08;2016;00:15;475,62;21;89,71;33;21;15,29;12,5;17,11;40;65;9,04;39,1;48;8;27,87;29
Fri;12;08;2016;00:30;479,7;21;90,43;33;22;15,67;13,5;20,49;42;65;9,53;36,14;46;8;27,95;29
Fri;12;08;2016;00:45;471,11;20;87,59;32;22;16,04;13;17,33;41;64;8,77;40,21;47;7;28,18;27
Fri;12;08;2016;01:00;474,32;19;87,75;32;20;16,41;16;18,2;40;64;9,61;40,18;47;8;28,16;28
Fri;12;08;2016;01:15;482,22;19;90,76;33;21;16,78;15;20,12;42;65;8,74;40,75;47;8;28,06;27
Fri;12;08;2016;01:30;474,15;21;90,19;32;22;17,16;16;17,02;40;63;9,65;35,91;46;8;28,22;28
Fri;12;08;2016;01:45;477,34;18;87,6;33;22;17,53;15;19,61;42;68;8,78;36,8;47;8;28,03;26
Fri;12;08;2016;02:00;477,5;21;86,58;32;22;17,9;15;18;40;66;9,61;40,25;47;7;28,16;27
Fri;12;08;2016;02:15;482,5;19;91,18;32;22;18,28;15;16,96;42;66;8,75;41,44;47;8;27,89;27
Fri;12;08;2016;02:30;477,74;20;88,92;32;21;18,65;16;20,84;41;63;9,61;36,7;47;8;28,02;27
Fri;12;08;2016;02:45;465,89;21;88,75;32;20;19,02;15;12,85;40;64;8,8;36,23;46;7;28,24;27
Fri;12;08;2016;03:00;478,3;23;88,84;32;22;19,4;15;12,79;42;64;9,61;38,01;47;8;29,66;27
Fri;12;08;2016;03:15;486,14;24;89,72;31;22;19,77;16;18,13;41;63;8,82;41,16;46;8;30,54;27
Fri;12;08;2016;03:30;478,33;19;89,36;33;20;20,14;15;17,37;41;65;9,62;40,79;46;7;29,05;26
Fri;12;08;2016;03:45;478,21;20;87,13;32;22;20,51;13;20,78;42;62;8,79;40;47;8;28;27
Fri;12;08;2016;04:00;473,43;20;90,85;32;22;20,89;13;17,12;40;64;9,55;35,97;46;7;28,06;27
Fri;12;08;2016;04:15;473,79;21;90,36;32;21;21,26;15;18,24;42;63;8,81;36,26;43;7;27,86;27
Fri;12;08;2016;04:30;483,43;26;85,58;31;20;21,63;15,5;19,24;41;64;9,5;41,28;46;8;27,69;27
Fri;12;08;2016;04:45;473,14;21;85,7;32;22;22,01;15,5;16,83;40;63;8,88;40,42;45;7;27,8;26
Fri;12;08;2016;05:00;475,06;20;89,55;32;22;22,38;15;13,57;42;63;9,32;41,45;43;7;27,8;27
Fri;12;08;2016;05:15;468,88;20;87,26;32;22;22,75;15;13,42;40;67;9,08;35,68;43;8;27,69;26
Fri;12;08;2016;05:30;482,39;20;86,47;32;22;23,13;15,5;16,85;42;67;9,3;41,91;43;7;29,26;27
Fri;12;08;2016;05:45;481,83;20;86,87;33;22;23,5;15,5;18,92;40;64;9,02;40,75;44;7;30,27;27
Fri;12;08;2016;06:00;471,67;23;87,06;31;20;23,87;12;13,3;41;61;9,23;41,12;45;8;29,09;27
Fri;12;08;2016;06:15;471,85;24;87,11;31;21;24,24;14;12,94;41;65;9,13;35,66;46;6;27,78;27
Fri;12;08;2016;06:30;472,18;20;87,58;32;22;24,62;15;17,14;40;62;9;35,95;46;7;27,9;26
Fri;12;08;2016;06:45;476,79;20;88,3;32;20;24,99;15;16,74;41;64;9,46;39,6;43;8;27,7;27
Fri;12;08;2016;07:00;474,61;20;86,69;32;22;25,36;15;17,18;40;62;8,82;41,87;43;6;27,69;27
Fri;12;08;2016;07:15;484,2;20;87,83;33;22;25,74;16;19,97;41;64;9,61;41,31;42;7;27,76;27
Fri;12;08;2016;07:30;467,7;20;86,82;32;21;26,11;15;13,56;40;64;8,75;36,97;43;7;27,48;26
Fri;12;08;2016;07:45;473,75;26;87,63;32;20;26,48;15;12,41;40;63;9,57;38,71;43;7;25,94;27
Fri;12;08;2016;08:00;476,63;21;85,81;32;22;26,86;14,5;16,1;41;63;8,78;41,6;43;7;26,99;27
Fri;12;08;2016;08:15;487,11;19;88,81;33;24;27,23;14,5;17,42;39;64;9,25;42,33;46;6;30,57;26
Fri;12;08;2016;08:30;499,58;21;90,3;32;23;27,6;16;20,42;42;65;9,17;42,02;45;8;31,06;27
Fri;12;08;2016;08:45;491,24;21;90,19;33;22;27,97;17;12,37;40;63;8,93;44,71;47;8;29,07;27
Fri;12;08;2016;09:00;502,48;26;91,33;33;24;28,35;17;18,79;42;64;9,4;44,72;47;9;20,9;27
Fri;12;08;2016;09:15;507,27;22;92,99;33;26;28,72;17;30,52;41;62;9,49;44,77;46;8;17,78;28
Fri;12;08;2016;09:30;520,95;20;96,04;34;25;29,09;17;31,84;42;68;10,3;44,41;47;8;20,26;28
Fri;12;08;2016;09:45;517,31;23;94,02;34;25;29,09;17,5;32,29;43;65;9,8;44,65;47;8;16,95;28
Fri;12;08;2016;10:00;522,75;25;92,47;35;25;29,09;16,5;34,28;41;64;10,05;45,71;46;9;21,66;28
Fri;12;08;2016;10:15;511,08;25;94,18;33;25;29,09;15;33,02;42;63;9,12;45,82;44;8;16,85;28
Fri;12;08;2016;10:30;518,94;25;93,69;34;25;29,09;14;35,69;41;64;9,93;46,05;43;8;22,48;28
Fri;12;08;2016;10:45;510,05;24;91,95;34;25;29,09;15;35,48;42;63;9,42;44,47;43;9;16,64;28
Fri;12;08;2016;11:00;531,39;25;94,5;34;26;29,09;16;35,64;42;67;9,49;46,02;47;8;22,65;29
Fri;12;08;2016;11:15;525,3;24;96,65;34;26;23,07;17;34,25;42;70;9,47;45,61;48;9;17,26;29
Fri;12;08;2016;11:30;516,47;25;94,82;35;25;17,05;17;37,93;40;63;9,46;44,67;48;8;22,55;29
Fri;12;08;2016;11:45;509,17;26;92,25;35;26;11,02;17;38,39;41;65;9,56;46,66;47;9;17,29;28
Fri;12;08;2016;12:00;507,34;24;96,54;33;25;5;17,5;38,55;41;63;9,3;45,42;48;9;23,03;29
Fri;12;08;2016;12:15;509,32;25;98,07;34;26;5;17,5;37,2;41;68;9,75;45,65;48;9;17,16;28
Fri;12;08;2016;12:30;515,69;24;98,66;34;25;6;17;38,44;40;69;9,45;45,27;48;8;23,89;29
Fri;12;08;2016;12:45;506,95;25;93,29;32;24;7;17;41,64;42;68;9,73;45,02;47;9;17,27;29
Fri;12;08;2016;13:00;510,49;24;93,64;34;25;8;16,5;38,43;40;66;9,57;45,64;48;9;23,71;29
Fri;12;08;2016;13:15;515,8;25;93,98;33;25;5;16,5;42,39;41;63;9,69;53,48;48;9;21,77;29
Fri;12;08;2016;13:30;523,03;25;93,05;34;26;7;14;41,4;41;69;9,66;57,3;48;9;19,62;29
Fri;12;08;2016;13:45;514;24;94,04;33;25;7;14;42,4;41;67;10,07;45,83;48;9;24,67;29
Fri;12;08;2016;14:00;518,43;25;92,87;34;26;5;14,5;40,64;41;70;10,28;45,06;47;9;28,1;30
Fri;12;08;2016;14:15;512,84;25;92,95;32;26;7;14,5;44,71;40;67;9,52;45,91;46;8;24,25;30
Fri;12;08;2016;14:30;517,94;24;92,55;34;26;7;17;43,71;42;67;10,19;46,48;46;9;24,02;29
Fri;12;08;2016;14:45;528,48;25;93,94;34;27;6;17,5;44,33;41;66;9,04;52,13;49;9;27,55;27
Fri;12;08;2016;15:00;539,47;24;92,51;34;26;8;17;45,35;41;71;9,9;57,55;49;9;27,16;28
Fri;12;08;2016;15:15;525,91;25;93,04;34;27;6;17;45,31;42;71;8,97;44,23;49;9;24,37;30
Fri;12;08;2016;15:30;526,36;25;93,83;34;27;7;17;45,27;40;69;9,87;44,59;47;9;28,81;29
Fri;12;08;2016;15:45;533,22;25;93,18;34;26;8;17;45,18;41;72;9,93;46,38;46;9;30,54;30
Fri;12;08;2016;16:00;535,42;24;95,4;34;27;6;17;45,19;42;69;10,51;54,94;47;9;24,38;30
Fri;12;08;2016;16:15;541,06;26;93,33;33;26;7;17;45,1;40;70;9,09;54,37;49;9;31,18;31
Fri;12;08;2016;16:30;522,46;24;93,65;35;26;6;17,5;44,63;42;66;9,16;45,4;49;9;25,13;30
Fri;12;08;2016;16:45;522,49;24;93,27;34;27;8;17,5;44,49;40;67;9,08;44,89;47;9;26,26;31
Fri;12;08;2016;17:00;519,78;25;91,63;34;26;6;17;43,03;41;69;9,18;44,67;47;9;26,26;31
Fri;12;08;2016;17:15;527,58;25;89,77;34;27;7;17;41,28;41;71;9,23;53,8;45;9;27,51;30
Fri;12;08;2016;17:30;518,19;24;90,54;33;26;7;17;39,77;40;69;9,08;53,18;46;9;24,62;30
Fri;12;08;2016;17:45;513,51;25;89,46;33;26;6;17;40,72;41;73;8,62;43,99;46;8;26,72;29
Fri;12;08;2016;18:00;496,32;24;87,69;33;26;8;16,5;26,34;40;65;8,61;43,4;46;9;33,78;29
Fri;12;08;2016;18:15;491,66;25;87,95;33;26;6;14;22,69;40;68;8,41;43,93;45;8;35,68;28
Fri;12;08;2016;18:30;485,35;24;86,75;33;26;7;14;22,34;40;64;8,2;43,48;45;9;34,58;28
Fri;12;08;2016;18:45;491,89;25;88,53;33;26;6;13,5;22,72;40;72;8,18;43,14;45;8;31,82;29
Fri;12;08;2016;19:00;484,15;24;86,77;33;24;6;14,5;22,18;40;68;8,47;44,31;45;8;31,93;28
Fri;12;08;2016;19:15;489,78;25;87,47;32;24;7;16;22,43;40;72;8,31;42,77;46;8;31,8;27
Fri;12;08;2016;19:30;486,68;27;85,6;33;24;6;17;22,26;41;64;8,36;43,29;45;8;33,18;29
Fri;12;08;2016;19:45;489,49;26;87,5;33;23;7;16;22,67;41;66;8,36;43,68;45;9;33,28;28
Fri;12;08;2016;20:00;481,75;25;86,2;33;24;6;15;22,29;41;65;8,3;42,7;45;8;33,26;27
Fri;12;08;2016;20:15;486,21;27;88,27;32;23;7;15;21,91;42;64;8,35;43,54;45;8;33,15;28
Fri;12;08;2016;20:30;484,04;26;87,82;32;23;6;15;17,66;41;70;8,31;42,51;45;8;32,74;29
Fri;12;08;2016;20:45;484,01;25;86,62;32;24;7;15;21,34;41;68;8,29;43,28;45;8;32,48;27
Fri;12;08;2016;21:00;486,22;24;86,86;33;22;6;16;21,79;42;70;8,27;43,15;45;8;32,16;28
Fri;12;08;2016;21:15;480,8;23;88,84;33;23;7;15;21,75;41;64;8,26;42,93;45;8;32,03;28
Fri;12;08;2016;21:30;480,13;24;87,91;31;22;6;15;22,15;42;66;8,29;42,79;45;9;31,99;27
Fri;12;08;2016;21:45;482,64;24;88,77;32;23;7;13;22,31;41;65;8,37;42,85;46;8;32,35;29
Fri;12;08;2016;22:00;469,91;24;88,04;32;19;6;13;21,88;42;64;8,11;42,53;44;8;29,34;28
Fri;12;08;2016;22:15;479,63;23;87,77;33;23;7;13;21,84;41;68;8,39;43,29;45;8;30,33;27
Fri;12;08;2016;22:30;477,47;23;88,36;31;22;6;13,5;21,31;42;68;8,21;42,04;44;8;32,04;28
Fri;12;08;2016;22:45;474,53;22;87,06;32;23;7;13,5;15,18;40;71;8,29;42,56;45;8;31,94;28
Fri;12;08;2016;23:00;470,82;22;90,25;32;20;6;16;16,88;42;63;8,45;42,69;45;8;31,56;27
Fri;12;08;2016;23:15;469,64;23;86,57;32;22;6;15;15,59;41;66;8,17;42,82;44;8;31,5;28
Fri;12;08;2016;23:30;472,52;22;86,38;31;22;6;16;20,58;42;64;8,34;41,7;45;8;31,52;28
Fri;12;08;2016;23:45;473,27;23;88,31;32;21;7;15;20,72;40;64;8,33;41,96;44;8;30,96;29
Sat;13;08;2016;00:00;465,61;22;88,18;31;20;6;15;16,22;42;65;8,13;41,94;45;8;28,14;29
Sat;13;08;2016;00:15;464,82;22;84,99;32;22;7;15;12,63;41;66;8,41;41,35;45;8;31,44;28
Sat;13;08;2016;00:30;470,24;22;87,26;31;22;6;15;14,47;41;70;8,26;41,63;45;8;31,62;27
Sat;13;08;2016;00:45;471,94;21;88,97;32;21;7;15;20,88;41;65;8,24;41,25;44;8;31,6;27
Sat;13;08;2016;01:00;467,42;23;86,12;32;21;5;15;20,43;42;65;8,4;40,49;44;8;28,97;28
Sat;13;08;2016;01:15;456,49;22;85,15;32;22;7;13;13,41;40;64;8,34;40,46;45;8;29,14;27
Sat;13;08;2016;01:30;452,72;22;87,37;32;22;6;13;12,59;42;64;8,14;34,35;45;7;31,27;26
Sat;13;08;2016;01:45;454,32;23;87,63;33;20;7;13;13,74;41;65;8,36;32,51;44;8;31,09;27
Sat;13;08;2016;02:00;453,37;21;86,62;31;21;6;13;20,21;41;64;8,29;31,24;45;8;31;26
Sat;13;08;2016;02:15;457,08;22;87,02;31;22;7;13;17,87;43;67;8,14;32,22;45;7;27,84;27
Sat;13;08;2016;02:30;453,76;21;89,83;33;22;5;13;12,62;40;66;8,38;34,03;44;8;29,91;27
Sat;13;08;2016;02:45;453;23;84,73;32;19;7;13;12,56;41;66;8,3;36,16;45;8;31,26;26
Sat;13;08;2016;03:00;448,97;20;84,2;31;22;6;13;16,07;41;63;8,17;34,51;44;8;31,02;27
Sat;13;08;2016;03:15;456,51;20;87,79;32;22;7;13,5;17,18;41;64;8,33;37,01;45;7;28,69;26
Sat;13;08;2016;03:30;454,62;20;88,54;32;21;6;13;16,91;41;64;8,28;37,06;44;8;27,84;27
Sat;13;08;2016;03:45;441,11;20;84,81;32;20;6;13,5;12,9;41;62;8,14;33,34;44;7;30,41;26
Sat;13;08;2016;04:00;446,03;20;85,05;31;22;7;13,5;12,52;40;64;8,41;32,43;44;8;31,12;27
Sat;13;08;2016;04:15;449,71;20;86,21;32;22;6;15,5;12,51;42;63;8,04;34,52;44;7;30,92;26
Sat;13;08;2016;04:30;447,07;20;87,97;32;20;7;16;12,57;40;64;8,18;31,6;45;7;28,76;27
