Vodafone - Realtime Data;;;;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;;;;
At: January 30, 2018 17:02 (Europe/Lisbon);;;;;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ OMCs (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ Q.INV 1 FAR (KWh);EA+ Q.INV 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ Q.INV1 MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ QGD 1 PTM (KWh);EA+ Q.INV 2 SNT (KWh);EA+ GERAL FMC (KWh)
Sun;24;09;2017;02:45;365,28;10,78;71,65;23,29;20;8;16;17,22;36;49;7,79;34,44;23;8;15,1;25
Sun;24;09;2017;03:00;360,19;8,08;72,33;23,29;20;6;14,5;19,06;37;48;8,33;34,54;21;8;15,05;25
Sun;24;09;2017;03:15;362,58;9,88;71,54;23,29;20;8;14,5;21,59;35;48;8;33,72;21;8;15,08;25
Sun;24;09;2017;03:30;358,67;8,08;70,83;23,29;20;6;14,5;17,42;37;49;7,83;34,67;22;8;15,05;25
Sun;24;09;2017;03:45;353,44;10,78;66,06;23,29;20;7;14,5;17,25;36;47;8,3;33,19;22;8;15,08;25
Sun;24;09;2017;04:00;356,09;8,08;66,14;23,29;20;8;14,5;20,83;37;49;7,95;33,29;21;8;15,01;24
Sun;24;09;2017;04:15;349,98;9,88;66,01;22,77;19;7;14,5;17,32;37;46;8,04;34,37;22;8;15,08;23
Sun;24;09;2017;04:30;351,04;8,08;67,31;22,77;20;6;14,5;17,01;37;50;7,85;33,46;22;8;15,06;22
Sun;24;09;2017;04:45;354,7;9,88;67,22;22,77;19;8;14,5;21,62;37;46;8,12;33,55;21;8;15,03;23
Sun;24;09;2017;05:00;349,66;8,08;65,5;22,77;20;6;14,5;17,19;37;48;8,3;33,25;22;8;15,06;24
Sun;24;09;2017;05:15;353,95;9,88;67,26;22,77;19;8;15;16,56;37;47;8,01;33,41;22;8;15,05;25
Sun;24;09;2017;05:30;361,88;7,19;67,6;22,77;20;6;27;18,73;36;46;7,72;32,83;21;8;15,04;26
Sun;24;09;2017;05:45;347,52;9,88;67,46;22,77;19;8;13,17;16,68;36;46;7,99;33,5;21;8;15,06;23
Sun;24;09;2017;06:00;346,38;7,19;67,29;22,77;20;6;13,17;17,21;36;48;7,85;32,86;23;8;15,05;22
Sun;24;09;2017;06:15;351,62;9,88;67,13;22,26;19;7;13,17;19,8;37;47;8,21;33,1;21;8;15,07;24
Sun;24;09;2017;06:30;344,19;7,19;66,62;22,26;20;8;14;16,66;36;45;8,11;33,35;21;8;15,01;23
Sun;24;09;2017;06:45;359,24;9,88;67,34;22,26;19;6;27;16,27;35;46;7,88;32,57;23;8;15,05;24
Sun;24;09;2017;07:00;337,63;7,19;67,17;22,26;20;8;5;16,54;37;46;7,86;33,55;21;7;15,07;24
Sun;24;09;2017;07:15;347,04;9,88;67,1;22,26;19;6;16;16,13;37;45;7,83;32,79;21;8;15,05;24
Sun;24;09;2017;07:30;345,67;7,19;65,64;22,26;20;8;15;15,5;36;46;7,85;33,19;22;8;15,04;24
Sun;24;09;2017;07:45;344,19;9,88;67,11;22,77;19;6;14;15,84;37;45;8,15;33,39;21;7;15,05;23
Sun;24;09;2017;08:00;357,08;7,19;65,43;22,77;19;8;14;15,79;37;59;7,82;33,03;21;8;15,05;24
Sun;24;09;2017;08:15;367,75;9,88;67,47;22,26;20;6;14;15,51;37;65;7,55;34,02;22;7;15,07;25
Sun;24;09;2017;08:30;358,13;7,19;65,83;22,26;19;8;13,5;15,97;37;61;8,13;33,21;21;8;15,05;23
Sun;24;09;2017;08:45;362,75;10,78;67,82;22,77;20;6;14,5;16,45;36;59;7,92;33,45;21;8;15,06;24
Sun;24;09;2017;09:00;361,62;8,08;67,7;22,77;19;7;14;16,25;37;60;8,06;33,74;22;7;15,01;24
Sun;24;09;2017;09:15;364,82;9,88;67,58;23,29;20;8;14,5;16,66;36;59;7,73;33,15;22;8;15,03;24
Sun;24;09;2017;09:30;364,8;8,98;67,86;23,29;19;6;16,88;16,44;36;59;7,73;35,52;21;8;15,09;24
Sun;24;09;2017;09:45;377,19;11,68;68,48;24,33;21;8;16,88;21,92;37;59;7,85;33,95;21;7;15,11;24
Sun;24;09;2017;10:00;371,54;9,88;68,17;24,33;20;6;16,88;17,33;37;59;7,91;35,98;23;8;15,07;23
Sun;24;09;2017;10:15;393,18;11,68;73,27;25,36;20;8;16,88;23,52;37;60;8,04;39,28;21;8;15,15;26
Sun;24;09;2017;10:30;383,53;10,78;81,15;25,36;21;6;14,5;18,59;37;57;7,39;35,65;21;7;15,11;26
Sun;24;09;2017;10:45;412,65;12,58;79,95;25,88;23;8;27;23,65;37;57;8,22;39,25;22;8;15,13;26
Sun;24;09;2017;11:00;400,38;9,88;80,94;25,88;27;6;13,5;21,17;37;60;8,07;38,8;22;8;15,14;27
Sun;24;09;2017;11:15;410,5;13,47;84,21;25,88;25;8;13,5;23,25;37;59;7,64;37,95;21;7;20,6;27
Sun;24;09;2017;11:30;416,2;9,88;84,46;25,88;25;8;13,5;16,11;37;59;7,92;42,81;22;8;29,65;27
Sun;24;09;2017;11:45;421,23;15,27;84,03;26,92;24;6;14;14;37;60;7,86;44,84;22;8;30,31;27
Sun;24;09;2017;12:00;423,08;11,68;84,07;26,92;25;8;16,5;13,63;37;59;8,27;46,31;21;8;30,71;27
Sun;24;09;2017;12:15;419;14,37;83,31;28,47;24;6;13,5;13,65;38;60;7,87;42,89;22;8;30,94;26
Sun;24;09;2017;12:30;419,56;10,78;83,87;28,47;25;8;14;14,14;37;60;7,76;42,45;22;8;31,09;27
Sun;24;09;2017;12:45;424,25;15,27;83,58;28,99;25;6;14;13,74;38;59;8,05;44,41;21;8;31,21;28
Sun;24;09;2017;13:00;418,18;10,78;83,68;28,99;24;8;14,75;13,66;37;60;8,22;39,77;22;8;31,33;28
Sun;24;09;2017;13:15;437,33;16,17;83,4;29,5;25;7;14,75;21,32;38;60;7,93;44,47;22;8;31,78;28
Sun;24;09;2017;13:30;423,77;10,78;81,12;29,5;24;7;14,75;18,14;38;60;7,7;44,99;21;8;31,78;27
Sun;24;09;2017;13:45;425,82;14,37;81,52;29,5;25;8;14,75;14,97;38;60;7,96;42,02;22;8;31,72;28
Sun;24;09;2017;14:00;431,77;11,68;83,01;29,5;25;7;14,5;20,56;38;60;8,28;44,37;22;8;31,87;28
Sun;24;09;2017;14:15;435,88;13,47;83,19;28,99;24;6;16,5;22,34;38;61;7,83;45,43;21;8;32,13;28
Sun;24;09;2017;14:30;432,26;13,47;83,93;28,99;25;8;17;21,66;38;60;7,8;40,31;21;8;32,11;27
Sun;24;09;2017;14:45;449,17;12,58;84,48;30,02;25;7;26;22,24;39;60;8,05;45,69;22;8;31,12;28
Sun;24;09;2017;15:00;424,74;11,68;84,29;30,02;24;7;6,5;22,33;39;61;8,13;44,49;22;8;29,3;27
Sun;24;09;2017;15:15;440,09;16,17;84,27;29,5;25;7;16,5;23;38;60;8,27;46,21;21;8;30,17;27
Sun;24;09;2017;15:30;430,13;10,78;83,76;29,5;25;7;16;23,06;38;61;7,77;39,88;21;8;32,39;27
Sun;24;09;2017;15:45;438,27;14,37;83,21;28,99;25;7;16;22,33;39;60;7,7;45,32;22;8;32,36;27
Sun;24;09;2017;16:00;433,44;10,78;83,15;28,99;24;8;16,5;22,95;38;60;8,45;44,85;21;8;31,79;27
Sun;24;09;2017;16:15;436,98;14,37;82,69;28,47;25;6;16;24,96;39;60;7,8;45,24;23;8;29,45;27
Sun;24;09;2017;16:30;442,71;12,58;82,82;28,47;25;7;25,5;23,31;38;60;7,73;43,82;21;8;32,48;27
Sun;24;09;2017;16:45;424,67;13,47;82,47;30,02;24;8;5;22,69;39;60;8,32;42,36;21;8;32,34;28
Sun;24;09;2017;17:00;431,62;10,78;82,9;30,02;25;6;14;22,87;38;61;7,99;44,8;21;8;32,27;27
Sun;24;09;2017;17:15;432,78;14,37;82,81;28,99;24;8;14;23,16;37;60;7,77;43,62;22;8;32,06;27
Sun;24;09;2017;17:30;433,31;10,78;82,76;28,99;25;7;14,5;22,97;38;60;8,23;44,16;23;8;31,92;28
Sun;24;09;2017;17:45;434,13;14,37;82,92;28,99;24;6;22,5;22,67;37;60;7,95;39,82;20;8;31,91;28
Sun;24;09;2017;18:00;418,08;11,68;82,24;28,99;25;8;6;22,72;37;60;7,81;40,11;22;8;31,53;27
Sun;24;09;2017;18:15;429,12;13,47;82,65;30,54;25;7;14;22,68;37;60;7,85;41,54;21;8;31,38;27
Sun;24;09;2017;18:30;435,34;10,78;82,79;30,54;24;7;16,5;22,22;38;61;8,39;45,18;22;8;30,95;28
Sun;24;09;2017;18:45;425,59;14,37;82,98;27,43;24;7;16,5;22,24;37;59;7,73;39,66;22;8;29,67;28
Sun;24;09;2017;19:00;422,82;13,47;82,89;27,43;25;7;16,5;21,61;36;60;7,79;39,73;21;8;28,4;28
Sun;24;09;2017;19:15;426,94;16,17;81,26;27,95;24;7;16,5;22,37;37;60;8,04;40,42;22;8;28,23;28
Sun;24;09;2017;19:30;421,1;12,58;79,4;27,95;25;7;15;22;37;60;8,2;42,9;21;8;28,08;27
Sun;24;09;2017;19:45;424,89;16,17;81,55;25,88;24;7;16;21,35;37;59;7,99;43,84;22;8;28,12;27
Sun;24;09;2017;20:00;419,53;11,68;83,8;25,88;25;7;16;21,66;37;60;7,62;38,36;22;8;30,54;25
Sun;24;09;2017;20:15;426,89;16,17;83,23;26,4;24;8;16,5;21,8;37;60;7,77;40,65;21;8;30,38;26
Sun;24;09;2017;20:30;419,27;12,58;83,06;26,4;25;6;16,5;20,19;37;60;8,35;39,77;22;8;28,44;26
Sun;24;09;2017;20:45;417,4;14,37;82,45;25,36;24;8;16,5;18,42;37;60;7,85;40,36;22;8;28,09;25
Sun;24;09;2017;21:00;420,98;12,58;83,19;25,36;25;7;16,5;22,49;37;59;7,88;40,06;23;8;27,93;26
Sun;24;09;2017;21:15;416,36;15,27;83,41;25,88;24;6;14,5;18,7;38;60;7,94;38,67;21;9;27,99;26
Sun;24;09;2017;21:30;420,91;9,88;80,57;25,88;25;8;25;20,85;39;60;8,3;36,27;21;8;28,15;25
Sun;24;09;2017;21:45;408,21;11,68;80,36;25,36;24;7;13,9;19,87;36;59;7,92;38,95;22;8;28,16;26
Sun;24;09;2017;22:00;415,36;10,78;83,24;25,36;24;6;13,9;19,48;39;60;8,17;41,4;22;8;28,03;26
Sun;24;09;2017;22:15;417,13;11,68;83,39;25,88;25;8;13,9;20,75;37;60;7,94;40,58;22;8;28,02;25
Sun;24;09;2017;22:30;412,1;9,88;83,26;25,88;24;7;13,9;18,42;38;59;8,06;41,57;21;8;28,13;26
Sun;24;09;2017;22:45;414,11;11,68;82,68;24,84;25;7;13,9;19,73;37;60;7,84;40,43;22;8;28,01;26
Sun;24;09;2017;23:00;403,35;9,88;82,57;24,84;24;7;5;20,33;38;60;8,2;40,63;22;8;27,9;25
Sun;24;09;2017;23:15;412,94;11,68;82,98;24,84;25;6;15;17,94;38;59;7,79;40,81;22;8;27,91;26
Sun;24;09;2017;23:30;403,85;8,98;82;24,84;24;8;14,5;18,42;32;60;7,74;40,34;22;8;28,01;25
Sun;24;09;2017;23:45;413,61;11,68;80,37;24,84;25;7;17,5;20,68;34;60;8,28;41,28;21;8;27,98;26
Mon;25;09;2017;00:00;404,2;8,98;77,62;24,84;24;7;16;18,84;35;59;8,78;40,22;22;8;27,91;26
Mon;25;09;2017;00:15;406;11,68;77,62;24,33;25;7;16,5;17,89;35;58;8,55;41,54;22;8;27,9;25
Mon;25;09;2017;00:30;411,86;8,98;78,53;24,33;24;7;25,5;19,48;35;58;6,58;40,42;22;8;28,04;26
Mon;25;09;2017;00:45;398,25;11,68;78,64;24,84;25;7;7;20,34;34;59;6,57;41,26;21;8;27,93;26
Mon;25;09;2017;01:00;400,31;8,98;77,41;24,84;24;8;16;17,8;35;60;6,55;37,99;22;9;27,74;25
Mon;25;09;2017;01:15;407,47;11,68;76,35;24,84;24;6;25;17,85;36;59;6,57;38,38;21;8;27,81;25
Mon;25;09;2017;01:30;399,79;10,78;77,45;24,84;25;8;7;20,13;34;60;6,55;41,37;23;8;27,67;26
Mon;25;09;2017;01:45;401,94;11,68;75,85;24,84;24;6;16;19,23;36;59;7,14;40,55;21;8;27,65;25
Mon;25;09;2017;02:00;388,09;9,88;74,53;24,84;24;7;16;16,6;34;57;7,08;39,46;21;8;23,7;25
Mon;25;09;2017;02:15;384,93;12,58;72,6;25,36;25;8;13;21,35;35;58;6,53;36,34;22;8;15,17;26
Mon;25;09;2017;02:30;385,34;9,88;74,46;25,36;24;6;14;25,37;34;57;6,55;38,53;22;8;15,19;25
Mon;25;09;2017;02:45;386,23;12,58;73,15;25,36;25;8;22,5;24,34;35;45;6,77;38,38;22;8;15,16;25
Mon;25;09;2017;03:00;371,4;10,78;74,28;25,36;24;7;5,5;24,77;35;47;7,42;40,13;21;8;15,15;26
Mon;25;09;2017;03:15;381,49;12,58;72,95;25,36;24;7;14;26,03;34;50;6,45;39,06;22;8;15,06;25
Mon;25;09;2017;03:30;382,78;9,88;74,13;25,36;25;8;14,5;24,21;35;50;6,43;39,19;22;8;15,07;26
Mon;25;09;2017;03:45;384,37;12,58;73,44;24,84;24;6;23;23,28;34;47;6,44;39,71;22;8;15,08;25
Mon;25;09;2017;04:00;368,11;10,78;74,47;24,84;24;8;5,5;20,43;34;49;7,45;39,61;21;8;15,04;26
Mon;25;09;2017;04:15;383,46;12,58;74,55;24,33;24;6;17;21,85;35;52;6,79;39,32;22;8;15,03;25
Mon;25;09;2017;04:30;376,62;9,88;73,4;24,33;25;8;16,5;20,61;35;47;6,43;39,41;22;8;15,06;26
Mon;25;09;2017;04:45;375,59;12,58;74,46;24,33;24;8;16,38;19,88;36;48;6,44;36,44;21;8;15,09;25
Mon;25;09;2017;05:00;375,4;8,98;72,97;24,33;24;6;16,38;24,26;34;48;7,13;40,3;21;8;15,06;25
Mon;25;09;2017;05:15;378,53;12,58;74,56;24,33;25;8;16,38;17,29;36;48;7,17;38,18;22;8;15,06;26
Mon;25;09;2017;05:30;375,57;9,88;73,14;24,33;24;6;16,38;23,43;34;50;6,44;38,9;22;7;15,08;25
Mon;25;09;2017;05:45;366,36;10,78;73,42;24,33;24;8;15;17,1;34;46;6,44;37,25;21;8;15,04;26
Mon;25;09;2017;06:00;378,74;9,88;73,5;24,33;25;6;16;22,9;35;51;6,89;39,2;21;8;15,05;25
Mon;25;09;2017;06:15;375,65;11,68;73,78;24,33;24;8;16;18,53;35;46;7,43;39,86;22;8;15,05;26
Mon;25;09;2017;06:30;376,33;8,98;73,21;24,33;24;7;16;23,35;35;50;6,43;38,98;21;8;15,06;25
Mon;25;09;2017;06:45;377,96;11,68;73,26;24,33;25;6;22;17,76;35;47;6,44;40,42;22;7;15,07;25
Mon;25;09;2017;07:00;366,64;9,88;73,4;24,33;24;8;5,5;20,78;34;50;6,84;39,84;21;8;15,07;26
Mon;25;09;2017;07:15;376,9;12,58;73,02;24,84;24;6;15,25;22,65;35;48;7,42;40,02;21;7;15,13;25
Mon;25;09;2017;07:30;372,25;8,98;74,75;24,84;25;8;15,25;18,17;35;49;6,4;36,75;22;8;15,1;25
Mon;25;09;2017;07:45;375,39;11,68;73,58;23,81;24;7;17,43;19,27;35;47;6,41;40,07;22;7;15,15;26
Mon;25;09;2017;08:00;398,9;10,78;75,08;23,81;24;8;17,43;22,67;35;65;6,62;41,31;21;8;15,2;25
Mon;25;09;2017;08:15;397,67;11,68;74,13;24,84;25;6;17,43;18,11;34;68;8,14;40,18;21;8;15,16;26
Mon;25;09;2017;08:30;399,46;9,88;75,91;24,84;24;7;17,43;19,93;35;67;7;41,28;23;7;15,19;25
Mon;25;09;2017;08:45;404,44;13,47;78,66;27,43;25;8;17,43;23,26;35;61;6,92;38,02;21;8;15,24;26
Mon;25;09;2017;09:00;409,3;10,78;82,28;27,43;25;7;17,43;20,24;35;61;7,27;40,1;22;7;20,77;26
Mon;25;09;2017;09:15;416,39;13,47;81,61;27,43;24;7;17,43;26,24;35;65;7,92;41,38;21;8;14,9;26
Mon;25;09;2017;09:30;408,07;11,68;81,89;27,43;24;7;14,83;29,41;35;57;6,87;41,13;23;8;14,82;26
Mon;25;09;2017;09:45;414,09;12,58;85,18;25,88;25;8;14,83;29,79;36;57;6,86;41;23;8;14,98;26
Mon;25;09;2017;10:00;421,74;10,78;86,3;25,88;24;8;14,83;29,43;35;62;7,04;43,51;23;8;14,97;29
Mon;25;09;2017;10:15;428,53;15,27;87,81;27,95;25;7;15,5;29,41;35;61;7,94;41,66;22;9;14,98;29
Mon;25;09;2017;10:30;428,9;11,68;89,32;27,95;24;9;17;29,57;35;61;7,18;43,23;23;8;14,96;28
Mon;25;09;2017;10:45;428,16;15,27;89,3;27,95;25;7;17,5;29,77;36;57;6,9;41,37;23;8;15,11;29
Mon;25;09;2017;11:00;425,46;10,78;88,53;27,95;24;8;17,5;29,37;37;59;6,96;41,26;23;8;15,11;29
Mon;25;09;2017;11:15;442,46;16,17;87,86;27,43;25;8;15;29,49;36;62;8;42,23;23;8;23,28;31
Mon;25;09;2017;11:30;444,74;12,58;88,19;27,43;25;7;25;30,44;37;61;7,33;41,07;22;8;21,7;31
Mon;25;09;2017;11:45;433,08;17,97;89,12;28,99;25;8;5;29,69;36;61;7;41,82;23;8;21,51;31
Mon;25;09;2017;12:00;433,3;11,68;88,58;28,99;25;8;15;30,25;35;57;7,06;42,1;23;8;23,64;30
Mon;25;09;2017;12:15;453,97;13,47;87,98;30,02;25;7;23;31,43;36;59;7,96;45,63;24;8;24,47;31
Mon;25;09;2017;12:30;441,03;11,68;87,82;30,02;25;8;6,5;31,27;35;62;7,66;45,68;23;9;26,4;32
Mon;25;09;2017;12:45;455,08;19,76;87,59;28,99;26;8;17,5;31,08;36;61;6,99;45,28;24;8;23,9;31
Mon;25;09;2017;13:00;441,44;12,58;87,8;28,99;25;9;17,5;31,14;35;60;6,93;42,3;22;10;24,2;29
Mon;25;09;2017;13:15;443,16;17,97;87,72;28,99;25;7;17,5;31,03;34;57;7,59;42,4;22;10;26,96;28
Mon;25;09;2017;13:30;448,34;13,47;87,83;28,99;25;8;17,5;31,43;36;61;7,39;45,74;23;9;23,99;30
Mon;25;09;2017;13:45;438,88;17,97;87,62;28,47;26;6;4,5;31,57;35;62;6,61;46,89;22;9;25,26;30
Mon;25;09;2017;14:00;444,54;12,58;88,07;28,47;26;8;16;31,95;35;61;6,6;40,54;22;9;28,33;31
Mon;25;09;2017;14:15;456,13;17,97;86,84;28,99;25;8;15,5;31,78;35;65;7,66;45,16;22;10;26,26;31
Mon;25;09;2017;14:30;449,33;13,47;87,41;28,99;26;5;15,5;30,76;34;65;7,7;45,77;23;9;27,74;30
Mon;25;09;2017;14:45;456,44;17,07;87,01;28,47;26;9;18;30,86;35;68;6,92;41,69;22;10;25,43;31
Mon;25;09;2017;15:00;451,43;13,47;87,08;28,47;27;8;18;32,99;34;65;6,96;43,46;22;10;22,99;32
Mon;25;09;2017;15:15;467,53;17,07;87,41;28,99;27;7;28;30,97;35;64;7,92;46,86;23;9;24,32;31
Mon;25;09;2017;15:30;438,06;12,58;87,19;28,99;26;7;7;30,82;35;65;7,7;41,95;22;10;26,84;30
Mon;25;09;2017;15:45;448,43;17,97;87,32;28,47;26;8;18;30,81;35;62;6,89;41,94;22;10;24,03;30
Mon;25;09;2017;16:00;448,25;12,58;86,91;28,47;27;9;16,88;31,81;35;58;6,88;46,25;22;10;26,48;31
Mon;25;09;2017;16:15;450,93;17,97;86,65;28,47;27;6;16,88;31,26;35;64;7,98;42,78;23;10;23,96;30
Mon;25;09;2017;16:30;444,98;12,58;86,96;28,47;26;8;16,88;30,59;35;63;7,3;45,19;22;10;23,03;30
Mon;25;09;2017;16:45;450,3;17,07;87,79;28,99;27;8;16,88;30,59;35;62;6,9;42,44;21;10;25,65;31
Mon;25;09;2017;17:00;446,12;12,58;87,05;28,99;26;7;14,5;31,06;34;62;7,22;47,12;22;11;25,61;30
Mon;25;09;2017;17:15;450,5;17,97;86,65;28,99;27;9;15,5;30,43;36;61;7,98;43,02;21;10;24,96;31
Mon;25;09;2017;17:30;440,17;12,58;85,18;28,99;26;8;14,5;30,37;36;61;7,16;44,05;22;9;25,34;30
Mon;25;09;2017;17:45;453,47;17,07;85,88;28,99;26;9;24;30,36;36;58;6,9;45,45;21;9;24,82;31
Mon;25;09;2017;18:00;430,73;12,58;86,63;28,99;26;8;6;28,62;36;60;7,26;42,56;22;8;28,11;30
Mon;25;09;2017;18:15;440,71;17,97;85,74;28,47;25;8;15;28,39;35;61;7,94;41,05;21;8;28,15;30
Mon;25;09;2017;18:30;438,11;11,68;85,91;28,47;26;7;15;26,78;36;62;6,97;44,19;22;8;28,11;30
Mon;25;09;2017;18:45;432,68;17,97;85,22;28,47;25;8;15;22,75;35;60;6,78;40,83;21;8;27,67;31
Mon;25;09;2017;19:00;420,87;11,68;83,84;28,47;26;7;15;21,69;36;57;7,35;39,93;21;8;27,91;30
Mon;25;09;2017;19:15;435,52;17,07;83,43;27,95;25;7;18;21,68;36;60;7,74;42,34;22;8;29,32;30
Mon;25;09;2017;19:30;434,23;11,68;83,63;27,95;25;7;27;21,1;37;62;6,8;37,65;21;8;27,41;31
Mon;25;09;2017;19:45;422,85;17,07;84,79;29,5;24;8;7;21,92;35;61;6,82;39,83;21;8;28,93;30
Mon;25;09;2017;20:00;421,46;9,88;84,57;29,5;25;6;16;21,25;36;58;7,47;40,1;22;8;27,69;30
Mon;25;09;2017;20:15;419,72;14,37;83,35;29,5;24;7;17;21,47;34;58;7,67;38,06;21;8;27,3;29
Mon;25;09;2017;20:30;417,5;9,88;79,04;29,5;25;8;16;20,5;36;61;6,66;38,13;22;9;28,78;28
Mon;25;09;2017;20:45;421,68;14,37;81,51;28,47;24;6;16;19,98;35;61;6,63;40,15;22;10;27,57;29
Mon;25;09;2017;21:00;411,03;10,78;82,58;28,47;25;7;15;19,28;35;58;7,11;40,69;21;8;27,12;26
Mon;25;09;2017;21:15;411,64;15,27;81,58;26,92;24;7;14;20,17;36;57;7,71;38,87;22;8;27,13;26
Mon;25;09;2017;21:30;404,53;10,78;81,39;26,92;25;7;14,5;19,38;35;58;6,81;38,61;21;8;27,14;25
Mon;25;09;2017;21:45;397,37;14,37;80,28;26,92;24;7;13,5;18,91;35;48;6,65;39,71;22;8;27,02;26
Mon;25;09;2017;22:00;400,31;8,98;77,44;26,92;25;7;24;20,32;36;45;6,91;40,82;21;8;26,91;26
Mon;25;09;2017;22:15;383,76;14,37;78,08;25,88;24;8;5;17,84;35;47;7,7;39,79;22;8;26,09;25
Mon;25;09;2017;22:30;379,97;8,98;77,28;25,88;24;6;14;24,58;36;48;7,02;38,31;21;8;14,92;26
Mon;25;09;2017;22:45;384,09;11,68;78,21;24,84;24;7;15;24,2;36;48;6,61;38,61;22;8;14,94;25
Mon;25;09;2017;23:00;372,93;8,08;77,28;24,84;25;8;14;18,22;35;47;7,08;40,51;21;8;14,91;24
Mon;25;09;2017;23:15;389,23;11,68;77,96;24,33;24;6;17,67;24,18;35;50;7,67;39,85;22;8;14,9;26
Mon;25;09;2017;23:30;377,03;8,08;79,24;24,33;24;7;17,67;24,73;35;46;6,67;36,42;21;8;14,9;24
Mon;25;09;2017;23:45;386,5;11,68;80,1;24,33;24;8;17,67;19,31;35;50;6,59;39,92;22;9;14,91;24
Tue;26;09;2017;00:00;379,85;8,08;78,4;24,33;24;6;17,67;24,21;35;46;7,23;38,93;21;8;16,02;25
Tue;26;09;2017;00:15;385,86;11,68;78,4;24,33;24;7;17,67;20,81;35;50;7,51;40,42;21;8;16,06;24
Tue;26;09;2017;00:30;378,8;8,98;75,57;24,33;24;8;17,67;23,56;34;46;6,55;39,72;22;8;15,42;25
Tue;26;09;2017;00:45;365,85;10,78;76,93;23,81;23;6;6;20,44;36;49;6,58;39,76;21;8;14,55;24
Tue;26;09;2017;01:00;376,24;8,08;77,24;23,81;24;7;17;23,51;36;47;7,37;36,62;22;8;14,6;24
Tue;26;09;2017;01:15;377,78;11,68;75,78;23,81;24;8;14,5;20,08;35;48;7,27;40,19;21;8;15,47;25
Tue;26;09;2017;01:30;375,92;8,08;76,81;23,81;24;6;14,5;23,38;35;49;6,56;40,49;21;8;15,29;24
Tue;26;09;2017;01:45;373,06;11,68;76,81;24,84;20;7;14,5;21,69;35;46;6,74;39,54;22;8;15,26;24
Tue;26;09;2017;02:00;372,15;8,08;75,21;24,84;19;8;14,5;20,66;35;49;7,61;40,26;21;8;15,98;25
Tue;26;09;2017;02:15;376,99;11,68;77,48;24,33;20;7;17,5;22,77;35;46;6,74;39,32;21;8;16,19;24
Tue;26;09;2017;02:30;360,87;8,08;75,17;24,33;19;6;17,5;13,28;34;49;6,53;37,8;22;8;16,19;24
Tue;26;09;2017;02:45;369,17;10,78;75,37;23,81;20;8;15,1;18,56;34;46;7,25;40,15;21;8;16,16;25
Tue;26;09;2017;03:00;366,73;8,08;73,33;23,81;20;8;15,1;20,84;35;48;7,16;39,81;21;8;15,6;23
Tue;26;09;2017;03:15;375,31;11,68;71,87;23,81;21;7;15,1;26,99;35;48;6,47;38,95;21;8;15,44;25
Tue;26;09;2017;03:30;363,75;8,08;73,95;23,81;20;7;15,1;21,49;35;46;6,64;37,33;22;8;15,34;24
Tue;26;09;2017;03:45;375,16;10,78;72,27;23,81;21;7;15,1;26,51;35;49;7,5;38,92;21;8;15,27;24
Tue;26;09;2017;04:00;358,65;8,08;73,04;23,81;20;8;7,5;21,15;36;46;6,65;40,16;21;8;15,26;24
Tue;26;09;2017;04:15;376,17;11,68;73,79;23,29;21;6;18,25;25,2;35;47;6,45;39,51;21;8;15;25
Tue;26;09;2017;04:30;367,63;7,19;72,79;23,29;20;8;18,25;21,37;35;48;6,9;40,04;21;8;14,8;23
Tue;26;09;2017;04:45;368,06;11,68;71,71;23,29;20;6;18,25;22,13;35;45;7,48;38,67;22;8;14,85;24
Tue;26;09;2017;05:00;363,1;7,19;72,91;23,29;21;8;18,25;21,33;35;46;6,47;35,81;21;8;14,86;24
Tue;26;09;2017;05:15;362,59;10,78;72,11;23,29;20;8;11,67;21,3;34;49;6,48;39,14;21;7;14,82;24
Tue;26;09;2017;05:30;358,15;8,08;73,05;23,29;21;6;11,67;19,63;35;46;7,17;39,41;21;8;14,85;24
Tue;26;09;2017;05:45;362,24;10,78;72,7;23,29;20;8;11,67;21,21;34;45;7,3;39,45;22;8;14,83;24
Tue;26;09;2017;06:00;353,14;7,19;72,22;23,29;21;7;13;19,88;34;46;6,45;35,31;21;8;14,8;24
Tue;26;09;2017;06:15;368,75;10,78;72,7;22,77;20;6;23,5;18,82;35;46;6,45;38,92;21;8;14,8;24
Tue;26;09;2017;06:30;351,85;7,19;72,03;22,77;21;8;4,5;20,67;35;46;7,48;39,35;21;8;14,85;24
Tue;26;09;2017;06:45;366,48;10,78;72,78;22,77;20;8;15;19,8;35;45;6,95;37,58;22;7;14,81;29
