WiseMetering realtime, exported on November 17, 2016 18:05, by Pedro Castanheira of Vodafone.;;;;;;;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ IT OMCs (KWh);EA+ IT BVTP0 (KWh);EA+ IT SNT (KWh);EA+ IT FMC (KWh);EA+ IT MAT (KWh);EA+ IT FNC (KWh);EA+ IT CMB (KWh);EA+ IT PDG (KWh);EA+ IT AVR (KWh);EA+ IT FAR (KWh);EA+ IT ALF1P-1 (KWh);EA+ IT RAN (KWh);EA+ IT PTM (KWh)
Tue;16;08;2016;21:00;271,35;55,25;24,24;17,25;37,42;3,68;14,88;3,88;21,01;9,95;52,34;29,29;2,18
Tue;16;08;2016;21:15;272,21;55,24;24,33;17,24;38,37;3,69;14,87;3,88;21,01;8,86;53,24;29,32;2,19
Tue;16;08;2016;21:30;270,29;55,29;24,25;17,23;37,37;3,68;14,94;3,88;21,02;8,93;52,18;29,35;2,19
Tue;16;08;2016;21:45;271,26;55,24;24,29;17,25;37,42;3,69;14,91;3,89;21;8,89;53,19;29,31;2,19
Tue;16;08;2016;22:00;272,35;55,26;24,27;17,26;38,42;3,68;14,91;3,88;21,06;9,9;52,19;29,33;2,18
Tue;16;08;2016;22:15;270,46;55,25;24,33;17,23;37,41;3,67;14,93;3,88;21,05;8,88;52,33;29,31;2,18
Tue;16;08;2016;22:30;271,31;55,26;24,24;17,25;37,4;3,68;14,91;3,88;21,05;8,89;53,29;29,27;2,19
Tue;16;08;2016;22:45;271,31;55,22;24,34;17,24;38,4;3,67;14,93;3,89;21,08;8,86;52,2;29,3;2,18
Tue;16;08;2016;23:00;271,41;55,27;24,3;17,25;37,34;3,68;14,93;3,88;21,04;9,9;52,28;29,37;2,19
Tue;16;08;2016;23:15;271,16;55,25;24,31;17,23;37,43;3,67;14,91;3,88;21,07;8,85;53,12;29,25;2,19
Tue;16;08;2016;23:30;271,17;55,24;24,25;17,2;38,27;3,67;14,89;3,89;21,08;8,91;52,29;29,29;2,19
Tue;16;08;2016;23:45;271,1;55,21;24,34;17,2;37,36;3,67;14,88;3,88;21,03;8,85;53,21;29,29;2,19
Wed;17;08;2016;00:00;269,95;55,21;24,26;17,2;37,38;3,68;14,87;3,88;21,07;8,89;52,08;29,25;2,18
Wed;17;08;2016;00:15;271,01;55,14;24,24;17,19;37,3;3,67;14,91;3,89;21,03;9,86;52,33;29,27;2,19
Wed;17;08;2016;00:30;271,95;55,14;24,31;17,18;38,37;3,67;14,88;3,88;21,11;8,9;53,07;29,27;2,18
Wed;17;08;2016;00:45;269,72;55,12;24,22;17,17;37,32;3,67;14,87;3,88;21,01;8,85;52,18;29,22;2,19
Wed;17;08;2016;01:00;269,51;55,06;24,23;17,18;37,26;3,67;14,88;3,88;20,99;8,9;52,14;29,14;2,18
Wed;17;08;2016;01:15;272,51;55,06;24,22;17,16;38,35;3,68;14,88;3,88;21,04;9,86;52,98;29,21;2,19
Wed;17;08;2016;01:30;269,37;55,08;24,27;17,16;37,2;3,67;14,86;3,88;21,02;8,88;52,03;29,14;2,18
Wed;17;08;2016;01:45;269,49;55,03;24,23;17,15;37,24;3,67;14,87;3,88;21,03;8,86;52,17;29,19;2,18
Wed;17;08;2016;02:00;271,21;55,02;24,28;17,16;38,28;3,66;14,85;3,88;21;8,85;52,97;29,07;2,18
Wed;17;08;2016;02:15;269,77;54,97;24,16;17,13;37,19;3,67;14,85;3,88;20,95;9,88;51,89;29,01;2,19
Wed;17;08;2016;02:30;269,25;55;24,28;17,15;37,14;3,66;14,87;3,88;21,02;8,82;52,2;29,05;2,18
Wed;17;08;2016;02:45;269,7;54,9;24,19;17,14;38,2;3,66;14,83;3,88;20,98;8,84;51,93;28,98;2,18
Wed;17;08;2016;03:00;269,98;54,94;24,28;17,14;37,23;3,66;14,82;3,88;20,98;8,85;53,03;29;2,18
Wed;17;08;2016;03:15;268,58;54,91;24,2;17,13;37,12;3,66;14,81;3,88;20,98;8,82;51,88;29,02;2,18
Wed;17;08;2016;03:30;270,81;54,86;24,21;17,13;38,15;3,66;14,8;3,88;20,92;9,84;52,23;28,94;2,17
Wed;17;08;2016;03:45;269,36;54,9;24,16;17,12;37,08;3,66;14,8;3,88;20,93;8,83;52,86;28,95;2,18
Wed;17;08;2016;04:00;268,64;54,86;24,23;17,11;37,15;3,66;14,79;3,88;20,94;8,84;52,04;28,98;2,17
Wed;17;08;2016;04:15;269,47;54,9;24,22;17,12;38,16;3,66;14,79;3,88;20,94;8,86;51,81;28,96;2,18
Wed;17;08;2016;04:30;269,57;54,81;24,22;17,12;37,14;3,66;14,84;3,87;20,95;9,84;52,05;28,9;2,17
Wed;17;08;2016;04:45;269,31;54,84;24,2;17,12;37,03;3,66;14,84;3,88;20,94;8,84;52,89;28,9;2,18
Wed;17;08;2016;05:00;268,86;54,84;24,22;17,12;37,12;3,66;14,82;3,88;20,9;9,19;51,98;28,96;2,18
Wed;17;08;2016;05:15;269,53;54,82;24,13;17,1;37,93;3,66;14,79;3,87;20,92;9,19;51,95;28,99;2,17
Wed;17;08;2016;05:30;269,69;54,84;24,25;17,1;36,96;3,66;14,82;3,88;20,9;9,19;53,03;28,89;2,18
Wed;17;08;2016;05:45;268;54,76;24,22;17,11;36,96;3,66;14,84;3,88;20,88;8,84;51,76;28,89;2,18
Wed;17;08;2016;06:00;269,34;54,78;24,23;17,1;38,05;3,66;14,84;3,87;20,94;8,85;51,92;28,92;2,18
Wed;17;08;2016;06:15;268,26;54,8;24,17;17,11;36,97;3,66;14,84;3,88;20,9;8,85;52,01;28,91;2,17
Wed;17;08;2016;06:30;269,03;54,77;24,2;17,11;36,99;3,66;14,83;3,88;20,91;8,84;52,75;28,91;2,18
Wed;17;08;2016;06:45;270,32;54,8;24,23;17,11;38,09;3,66;14,83;3,87;20,93;9,84;51,85;28,95;2,18
Wed;17;08;2016;07:00;268,41;54,84;24,22;17,11;37,14;3,66;14,85;3,88;20,9;8,83;51,85;28,95;2,19
Wed;17;08;2016;07:15;269,6;54,87;24,2;17,13;37,13;3,66;14,85;3,88;20,9;8,87;52,86;29,06;2,18
Wed;17;08;2016;07:30;268,45;54,9;24,22;17,13;37,1;3,66;14,85;3,88;20,92;8,81;51,81;28,99;2,18
Wed;17;08;2016;07:45;270,71;54,91;24,25;17,14;38,11;3,67;14,81;3,88;20,93;9,84;51,97;29,04;2,18
Wed;17;08;2016;08:00;268,56;54,92;24,21;17,15;37,18;3,66;14,81;3,87;20,93;8,88;51,74;29,02;2,18
Wed;17;08;2016;08:15;269,85;54,95;24,25;17,18;37,13;3,67;14,86;3,88;20,96;8,85;52,84;29,1;2,18
Wed;17;08;2016;08:30;269,11;54,97;24,32;17,17;37,18;3,67;14,87;3,88;20,98;8,88;51,93;29,09;2,19
Wed;17;08;2016;08:45;271,33;54,99;24,18;17,18;38,27;3,67;14,88;3,88;20,96;9,9;52,12;29,12;2,19
Wed;17;08;2016;09:00;270,73;55,48;24,27;17,19;37,25;3,69;14,91;3,88;20,9;8,92;52,89;29,15;2,19
Wed;17;08;2016;09:15;269,46;55,07;24,3;17,21;37,25;3,69;14,89;3,88;20,9;8,92;51,97;29,18;2,22
Wed;17;08;2016;09:30;270,16;55,16;24,25;17,23;37,4;3,69;14,88;3,88;20,91;9,26;52;29,28;2,22
Wed;17;08;2016;09:45;272,24;55,17;24,28;17,22;38,32;3,68;14,9;3,88;20,93;9,26;53,08;29,31;2,22
Wed;17;08;2016;10:00;270,33;55,21;24,29;17,21;37,5;3,69;14,9;3,89;20,9;9,26;52,06;29,21;2,23
Wed;17;08;2016;10:15;270,22;55,26;24,26;17,23;37,26;3,69;14,86;3,88;20,94;9,26;52,04;29,3;2,23
Wed;17;08;2016;10:30;272,64;55,29;24,31;17,26;38,45;3,69;14,87;3,91;20,96;9,26;53,14;29,28;2,23
Wed;17;08;2016;10:45;270,4;55,3;24,22;17,24;37,36;3,74;14,86;3,9;20,98;9,26;52,01;29,3;2,22
Wed;17;08;2016;11:00;270,17;55,28;24,29;17,26;37,38;3,72;14,88;3,89;21,01;8,9;52,06;29,28;2,23
Wed;17;08;2016;11:15;271,61;55,28;24,32;17,3;37,53;3,72;14,86;3,89;21;8,94;53,25;29,3;2,23
Wed;17;08;2016;11:30;270,94;55,19;24,24;17,23;38,3;3,72;14,86;3,91;21,01;8,93;51,94;29,4;2,22
Wed;17;08;2016;11:45;272,42;55,14;24,37;17,29;37,54;3,72;14,86;3,91;21,01;9,96;53,09;29,3;2,23
Wed;17;08;2016;12:00;270,2;55,21;24,26;17,33;37,36;3,72;14,86;3,91;21,05;8,9;52,04;29,34;2,23
Wed;17;08;2016;12:15;271,63;55,25;24,26;17,3;38,5;3,72;14,88;3,91;21,06;8,93;52,27;29,33;2,22
Wed;17;08;2016;12:30;271,28;55,21;24,32;17,23;37,45;3,71;14,86;3,91;21,04;8,94;53,08;29,3;2,22
Wed;17;08;2016;12:45;271;55,14;24,27;17,23;37,39;3,72;14,86;3,91;21,01;9,92;51,92;29,28;2,36
Wed;17;08;2016;13:00;270,37;55,26;24,32;17,22;37,42;3,71;14,86;3,91;21,06;8,88;52,24;29,28;2,21
Wed;17;08;2016;13:15;272,27;55,26;24,28;17,21;38,48;3,71;14,86;3,91;21,02;8,92;53,08;29,34;2,21
Wed;17;08;2016;13:30;270,19;55,13;24,24;17,21;37,52;3,71;14,87;3,92;21,03;8,93;52,13;29,3;2,21
Wed;17;08;2016;13:45;271,41;55,19;24,3;17,21;37,31;3,71;14,86;3,91;21,05;10,24;52,08;29,33;2,22
Wed;17;08;2016;14:00;270,86;55,3;24,28;17,2;37,46;3,71;14,86;3,91;21,03;8,59;52,99;29,33;2,21
Wed;17;08;2016;14:15;271,39;55,2;24,37;17,21;38,42;3,71;14,92;3,91;21,02;8,91;52,16;29,33;2,22
Wed;17;08;2016;14:30;271,52;55,21;24,25;17,2;37,5;3,72;14,92;3,91;21,05;8,94;53,31;29,3;2,22
Wed;17;08;2016;14:45;271,68;55,34;24,38;17,23;37,53;3,71;14,93;3,9;21,02;9,91;52,16;29,35;2,22
Wed;17;08;2016;15:00;271,59;55,35;24,29;17,22;38,45;3,71;14,91;3,9;21,05;8,95;52,19;29,35;2,22
Wed;17;08;2016;15:15;271,15;55,24;24,29;17,22;37,42;3,72;14,91;3,91;21,01;8,93;52,98;29,3;2,23
Wed;17;08;2016;15:30;270,65;55,35;24,32;17,22;37,43;3,72;14,91;3,9;21;8,92;52,31;29,31;2,27
Wed;17;08;2016;15:45;272,56;55,35;24,28;17,22;37,51;3,71;14,91;3,91;21;9,97;53,14;29,29;2,27
Wed;17;08;2016;16:00;271,53;55,29;24,3;17,22;38,5;3,71;14,91;3,9;21;8,91;52,15;29,35;2,28
Wed;17;08;2016;16:15;270,22;55,25;24,32;17,21;37,38;3,71;14,9;3,91;20,99;8,89;52,09;29,3;2,27
Wed;17;08;2016;16:30;271,55;55,29;24,28;17,22;37,49;3,71;14,9;3,9;20,97;8,98;53,17;29,34;2,29
Wed;17;08;2016;16:45;272,54;55,34;24,34;17,21;38,45;3,71;14,91;3,9;21;9,88;52,14;29,38;2,27
Wed;17;08;2016;17:00;270,58;55,25;24,29;17,22;37,51;3,71;14,9;3,9;21,05;8,98;52,22;29,29;2,27
Wed;17;08;2016;17:15;271,29;55,2;24,27;17,21;37,39;3,71;14,92;3,91;21;8,93;53,16;29,33;2,28
Wed;17;08;2016;17:30;270,32;55,33;24,3;17,2;37,46;3,71;14,93;3,9;20,99;8,92;52,01;29,31;2,27
Wed;17;08;2016;17:45;273,64;55,31;24,27;17,2;38,45;3,71;14,92;3,9;21,03;9,92;53,28;29,34;2,3
Wed;17;08;2016;18:00;270,42;55,21;24,33;17,24;37,39;3,71;14,91;3,91;21,02;8,94;52,15;29,36;2,25
Wed;17;08;2016;18:15;270,28;55,24;24,31;17,25;37,48;3,7;14,91;3,9;21;8,95;51,98;29,33;2,24
Wed;17;08;2016;18:30;271,21;55,2;24,32;17,27;37,37;3,7;14,96;3,9;21,01;8,92;53,07;29,26;2,24
Wed;17;08;2016;18:45;271,81;55,2;24,3;17,28;38,48;3,7;14,92;3,89;21,05;9,25;52,23;29,27;2,25
Wed;17;08;2016;19:00;271,7;55,23;24,36;17,3;37,4;3,7;14,91;3,89;20,98;9,25;53,17;29,27;2,23
Wed;17;08;2016;19:15;270,51;55,23;24,27;17,31;37,43;3,7;14,92;3,89;21,01;9,25;52,02;29,24;2,24
Wed;17;08;2016;19:30;271,76;55,29;24,34;17,33;38,42;3,7;14,92;3,89;20,99;9,25;52,13;29,26;2,25
Wed;17;08;2016;19:45;271,57;55,29;24,28;17,26;37,47;3,68;14,92;3,89;21;9,25;53,11;29,19;2,24
Wed;17;08;2016;20:00;270,67;55,33;24,35;17,24;37,38;3,68;14,9;3,89;21,03;9,25;52,12;29,28;2,24
Wed;17;08;2016;20:15;270,16;55,3;24,26;17,23;37,48;3,69;14,92;3,89;21,04;8,88;52,04;29,21;2,24
Wed;17;08;2016;20:30;271,95;55,27;24,28;17,23;38,32;3,68;14,91;3,89;21,08;8,89;52,95;29,22;2,24
Wed;17;08;2016;20:45;271,24;55,26;24,29;17,23;37,41;3,68;14,9;3,88;21,01;9,92;52,16;29,27;2,24
Wed;17;08;2016;21:00;270,29;55,16;24,36;17,22;37,41;3,69;14,94;3,88;21,1;8,93;52,06;29,31;2,24
Wed;17;08;2016;21:15;271,1;55,16;24,27;17,22;37,42;3,68;14,91;3,88;21,06;8,92;53,07;29,28;2,24
Wed;17;08;2016;21:30;271,4;55,24;24,34;17,25;38,51;3,67;14,9;3,89;21,06;8,91;52,09;29,32;2,23
Wed;17;08;2016;21:45;271,29;55,28;24,3;17,28;37,34;3,67;14,9;3,89;21,05;8,92;53,17;29,26;2,23
Wed;17;08;2016;22:00;271,43;55,34;24,33;17,28;37,46;3,68;14,87;3,89;21,05;9,89;52,09;29,36;2,19
Wed;17;08;2016;22:15;271,4;55,34;24,34;17,29;38,43;3,69;14,91;3,89;21,1;8,91;52,06;29,27;2,19
Wed;17;08;2016;22:30;271,47;55,35;24,39;17,29;37,46;3,68;14,92;3,9;21,07;8,92;52,99;29,31;2,2
Wed;17;08;2016;22:45;270,49;55,4;24,29;17,26;37,37;3,69;14,9;3,91;21,06;8,89;52,26;29,28;2,19
Wed;17;08;2016;23:00;271,32;55,35;24,29;17,25;37,39;3,68;14,92;3,9;21,08;9,89;52,04;29,34;2,19
Wed;17;08;2016;23:15;272,23;55,36;24,34;17,24;38,36;3,69;14,91;3,91;21,05;8,9;53,09;29,21;2,18
Wed;17;08;2016;23:30;270,02;55,3;24,31;17,22;37,34;3,68;14,91;3,9;21,09;8,87;51,9;29,32;2,19
Wed;17;08;2016;23:45;270,04;55,26;24,31;17,23;37,35;3,68;14,91;3,9;21,04;8,87;52,06;29,24;2,19
Thu;18;08;2016;00:00;272,22;55,26;24,31;17,21;37,38;3,68;14,9;3,91;21,02;9,89;53,22;29,26;2,19
Thu;18;08;2016;00:15;270,73;55,19;24,33;17,2;38,27;3,67;14,86;3,9;21,04;8,87;51,99;29,22;2,19
Thu;18;08;2016;00:30;269,78;55,21;24,28;17,18;37,35;3,67;14,85;3,9;21,05;8,89;52,02;29,2;2,19
Thu;18;08;2016;00:45;270,49;55,11;24,21;17,19;37,31;3,67;14,84;3,9;21,03;8,89;52,9;29,25;2,19
Thu;18;08;2016;01:00;269,5;55,15;24,31;17,16;37,26;3,67;14,83;3,9;21,02;8,87;51,93;29,21;2,19
Thu;18;08;2016;01:15;271,46;55,12;24,25;17,17;38,25;3,69;14,85;3,9;21,08;9,89;51,93;29,15;2,19
Thu;18;08;2016;01:30;269,46;55,13;24,28;17,16;37,31;3,67;14,87;3,9;20,95;8,89;51,97;29,15;2,19
Thu;18;08;2016;01:45;270,26;55,05;24,34;17,15;37,17;3,67;14,86;3,9;21,01;8,89;52,89;29,14;2,19
Thu;18;08;2016;02:00;269,07;55,05;24,26;17,13;37,14;3,67;14,83;3,9;20,98;8,87;51,96;29,08;2,19
Thu;18;08;2016;02:15;271,03;54,98;24,31;17,13;38,31;3,66;14,83;3,9;20,97;9,87;51,9;28,99;2,18
Thu;18;08;2016;02:30;269,71;54,97;24,21;17,13;37,11;3,66;14,87;3,9;20,99;8,89;52,82;28,98;2,19
Thu;18;08;2016;02:45;268,92;54,88;24,29;17,15;37,14;3,67;14,84;3,89;20,95;8,83;52,08;29,02;2,19
Thu;18;08;2016;03:00;269,57;54,98;24,19;17,14;38,2;3,66;14,85;3,87;20,95;8,86;51,69;29;2,19
Thu;18;08;2016;03:15;269,75;54,98;24,22;17,13;37,14;3,66;14,87;3,88;20,95;9,84;51,93;28,98;2,19
Thu;18;08;2016;03:30;269,57;54,95;24,3;17,12;37,04;3,66;14,84;3,87;20,93;8,84;52,8;29,04;2,18
Thu;18;08;2016;03:45;268,69;55,01;24,26;17,12;37,13;3,66;14,85;3,88;20,95;8,85;51,86;28,93;2,19
Thu;18;08;2016;04:00;269,58;54,96;24,21;17,11;38,19;3,66;14,86;3,88;20,94;8,85;51,81;28,94;2,18
Thu;18;08;2016;04:15;270,48;54,94;24,2;17,11;37,11;3,67;14,8;3,87;20,9;9,84;52,84;29,02;2,19
Thu;18;08;2016;04:30;268,66;54,93;24,24;17,1;37,18;3,67;14,81;3,88;20,93;8,87;51,95;28,94;2,18
Thu;18;08;2016;04:45;268,32;54,83;24,2;17,11;37,13;3,66;14,79;3,88;20,95;8,9;51,74;28,95;2,19
Thu;18;08;2016;05:00;269,4;54,89;24,26;17,1;38,14;3,67;14,81;3,87;20,92;8,85;51,83;28,9;2,18
Thu;18;08;2016;05:15;269,51;55,06;24,16;17,1;37,08;3,66;14,85;3,87;20,93;8,86;52,78;28,98;2,18
Thu;18;08;2016;05:30;269,53;54,92;24,29;17,09;37,16;3,66;14,83;3,88;20,93;9,86;51,8;28,93;2,19
Thu;18;08;2016;05:45;268,31;54,92;24,14;17,1;37,12;3,66;14,82;3,87;20,92;8,88;51,77;28,92;2,18
Thu;18;08;2016;06:00;270,27;54,83;24,27;17,1;38,13;3,67;14,8;3,87;20,89;8,84;52,8;28,89;2,19
Thu;18;08;2016;06:15;268,46;54,83;24,18;17,11;37,17;3,66;14,85;3,88;20,94;8,88;51,86;28,92;2,19
Thu;18;08;2016;06:30;269,18;54,77;24,25;17,09;37,11;3,66;14,83;3,87;20,92;9,86;51,72;28,9;2,19
Thu;18;08;2016;06:45;269,37;54,76;24,22;17,09;38,16;3,66;14,85;3,87;20,91;8,87;51,87;28,93;2,19
Thu;18;08;2016;07:00;269,2;54,76;24,17;17,08;37,09;3,66;14,84;3,88;20,92;8,86;52,76;28,99;2,19
Thu;18;08;2016;07:15;268,46;54,81;24,25;17,11;37,15;3,66;14,83;3,88;20,91;8,87;51,74;29,06;2,19
Thu;18;08;2016;07:30;269,64;54,8;24,21;17,11;37,13;3,66;14,84;3,87;20,95;9,86;51,97;29,03;2,2
Thu;18;08;2016;07:45;269,52;54,84;24,26;17,14;38,04;3,67;14,86;3,87;20,93;8,89;51,77;29,05;2,2
Thu;18;08;2016;08:00;269,78;54,91;24,22;17,12;37,19;3,67;14,85;3,88;20,94;8,86;52,92;29,04;2,19
Thu;18;08;2016;08:15;268,82;54,97;24,27;17,16;37,17;3,67;14,83;3,87;20,97;8,89;51,75;29,08;2,19
Thu;18;08;2016;08:30;269,34;54,99;24,3;17,19;37,18;3,67;14,83;3,87;20,97;8,93;52,09;29,11;2,2
Thu;18;08;2016;08:45;272,14;55,09;24,24;17,21;38,16;3,68;14,83;3,88;20,97;9,91;52,9;29,07;2,22
Thu;18;08;2016;09:00;269,63;55,13;24,29;17,21;37,27;3,68;14,83;3,88;21,02;8,93;51,89;29,18;2,3
Thu;18;08;2016;09:15;269,47;55,18;24,23;17,22;37,23;3,69;14,84;3,88;21,03;8,94;51,79;29,18;2,26
Thu;18;08;2016;09:30;270,87;55,24;24,22;17,2;37,29;3,68;14,84;3,88;21,02;8,93;53,09;29,22;2,27
Thu;18;08;2016;09:45;271,89;55,11;24,21;17,2;38,4;3,68;14,84;3,88;21;9,95;52,05;29,29;2,28
Thu;18;08;2016;10:00;269,94;55,24;24,21;17,2;37,44;3,69;14,85;3,88;21;8,94;51,96;29,27;2,28
Thu;18;08;2016;10:15;272,23;55,26;24,27;17,2;38,51;3,69;14,85;3,88;21,01;8,93;53,1;29,26;2,28
Thu;18;08;2016;10:30;270,17;55,26;24,19;17,22;37,37;3,69;14,86;3,88;20,97;8,96;52,08;29,37;2,31
Thu;18;08;2016;10:45;272,37;55,26;24,28;17,23;37,46;3,69;14,85;3,88;21,01;9,92;53,16;29,3;2,31
Thu;18;08;2016;11:00;270,33;55,29;24,24;17,22;37,34;3,69;14,85;3,88;21,01;8,95;52,22;29,34;2,31
Thu;18;08;2016;11:15;272,32;55,35;24,29;17,22;38,44;3,68;14,88;3,88;21,04;9,28;52,66;29,32;2,28
Thu;18;08;2016;11:30;271,28;55,37;24,22;17,23;37,45;3,69;14,92;3,89;20,97;9,28;52,68;29,31;2,28
Thu;18;08;2016;11:45;270,99;55,46;24,29;17,26;37,46;3,68;14,92;3,88;20,99;9,28;52,17;29,3;2,3
Thu;18;08;2016;12:00;271,86;55,39;24,24;17,27;37,38;3,69;14,9;3,88;21,02;9,28;53,19;29,32;2,3
Thu;18;08;2016;12:15;272,07;55,38;24,29;17,25;38,55;3,69;14,9;3,88;21;9,28;52,21;29,36;2,29
Thu;18;08;2016;12:30;270,82;55,33;24,22;17,25;37,34;3,69;14,9;3,88;21,02;9,28;52,29;29,33;2,29
Thu;18;08;2016;12:45;271,43;55,33;24,32;17,26;37,49;3,69;14,9;3,88;20,99;8,97;53,05;29,27;2,3
Thu;18;08;2016;13:00;271,58;55,38;24,21;17,26;38,41;3,69;14,89;3,88;20,98;8,95;52,34;29,35;2,25
Thu;18;08;2016;13:15;270,39;55,29;24,29;17,24;37,46;3,69;14,9;3,88;21;8,99;52,16;29,26;2,24
Thu;18;08;2016;13:30;271,69;55,3;24,21;17,24;37,42;3,69;14,89;3,89;20,99;9,27;53,25;29,32;2,23
Thu;18;08;2016;13:45;270,68;55,4;24,34;17,23;37,37;3,69;14,89;3,88;20,98;9,27;52,03;29,35;2,25
Thu;18;08;2016;14:00;273,08;55,54;24,21;17,25;38,49;3,7;14,9;3,88;20,99;9,27;53,32;29,31;2,23
Thu;18;08;2016;14:15;270,77;55,51;24,35;17,25;37,37;3,69;14,91;3,89;20,98;8,94;52,3;29,28;2,31
Thu;18;08;2016;14:30;271,81;55,5;24,23;17,28;37,45;3,68;14,9;3,88;20,98;9,97;52,29;29,35;2,3
Thu;18;08;2016;14:45;271,67;55,41;24,33;17,3;37,39;3,69;14,9;3,88;21,01;8,94;53,21;29,31;2,29
Thu;18;08;2016;15:00;271,31;55,42;24,23;17,33;38,45;3,68;14,9;3,89;20,98;8,97;51,82;29,37;2,29
Thu;18;08;2016;15:15;270,85;55,39;24,32;17,31;37,39;3,69;14,9;3,9;21,01;8,94;52,41;29,31;2,29
Thu;18;08;2016;15:30;271,08;55,47;24,26;17,28;37,54;3,68;14,92;3,9;21,02;9,94;51,46;29,32;2,29
Thu;18;08;2016;15:45;271,15;55,48;24,29;17,28;38,45;3,68;14,9;3,9;21,04;8,96;51,55;29,35;2,28
Thu;18;08;2016;16:00;270,95;55,46;24,21;17,27;37,42;3,69;14,9;3,91;21,03;8,97;52,48;29,34;2,29
Thu;18;08;2016;16:15;270,19;55,37;24,34;17,25;37,46;3,69;14,9;3,9;20,98;8,98;51,64;29,38;2,29
Thu;18;08;2016;16:30;271,74;55,34;24,22;17,25;37,43;3,69;14,9;3,9;20,98;9,97;52,44;29,33;2,28
Thu;18;08;2016;16:45;270,74;55,34;24,28;17,23;38,39;3,68;14,91;3,91;21;8,96;51,49;29,27;2,28
Thu;18;08;2016;17:00;270,07;55,31;24,3;17,34;37,44;3,69;14,9;3,91;21,03;9,01;51,52;29,36;2,28
Thu;18;08;2016;17:15;270,65;55,35;24,27;17,13;37,48;3,69;14,89;3,9;20,97;8,89;52,42;29,36;2,29
Thu;18;08;2016;17:30;271,97;55,37;24,26;17,24;38,42;3,68;14,89;3,9;21,05;10;51,48;29,41;2,28
Thu;18;08;2016;17:45;269,64;55,24;24,21;17,26;37,48;3,68;14,89;3,91;21,07;8,89;51,4;29,34;2,28
Thu;18;08;2016;18:00;270,75;55,29;24,32;17,28;37,41;3,68;14,92;3,9;21,04;8,96;52,38;29,3;2,26
Thu;18;08;2016;18:15;269,73;55,26;24,32;17,29;37,43;3,68;14,92;3,9;21,06;8,91;51,46;29,29;2,23
Thu;18;08;2016;18:30;271,77;55,26;24,27;17,31;38,43;3,68;14,92;3,93;21,07;9,93;51,49;29,26;2,21
Thu;18;08;2016;18:45;270,66;55,2;24,26;17,32;37,41;3,67;14,92;3,94;21,07;8,93;52,48;29,26;2,21
Thu;18;08;2016;19:00;269,74;55,25;24,32;17,33;37,46;3,68;14,9;3,92;21,04;8,93;51,47;29,24;2,21
Thu;18;08;2016;19:15;271,05;55,21;24,27;17,33;37,49;3,69;14,92;3,91;21,07;9,28;52,41;29,26;2,22
Thu;18;08;2016;19:30;270,97;55,28;24,32;17,33;38,38;3,68;14,92;3,91;21,04;9,28;51,36;29,28;2,2
Thu;18;08;2016;19:45;269,99;55,2;24,25;17,3;37,47;3,68;14,9;3,92;21,06;9,28;51,5;29,24;2,21
Thu;18;08;2016;20:00;270,57;55,19;24,36;17,27;37,4;3,69;14,91;3,9;21,05;8,91;52,42;29,27;2,21
Thu;18;08;2016;20:15;270,8;55,21;24,25;17,25;38,5;3,68;14,91;3,9;21,05;9,28;51,34;29,23;2,2
Thu;18;08;2016;20:30;269,87;55,2;24,34;17,25;37,38;3,67;14,91;3,9;21,04;9,28;51,44;29,26;2,21
Thu;18;08;2016;20:45;270,97;55,22;24,3;17,27;37,44;3,68;14,91;3,9;21,06;9,28;52,43;29,26;2,21
Thu;18;08;2016;21:00;269,59;55,21;24,28;17,26;37,42;3,68;14,93;3,9;21,01;8,95;51,43;29,34;2,21
Thu;18;08;2016;21:15;270,6;55,15;24,36;17,25;38,47;3,68;14,9;3,9;21,04;8,91;51,42;29,3;2,21
Thu;18;08;2016;21:30;270,71;55,2;24,3;17,27;37,44;3,68;14,92;3,9;21,08;8,95;52,5;29,26;2,21
Thu;18;08;2016;21:45;270,72;55,22;24,31;17,29;37,41;3,68;14,93;3,9;21,05;9,9;51,52;29,3;2,21
Thu;18;08;2016;22:00;270,65;55,16;24,32;17,3;37,49;3,68;14,9;3,9;21,07;8,94;52,35;29,32;2,21
Thu;18;08;2016;22:15;270,42;55,13;24,34;17,32;38,35;3,68;14,92;3,9;21,04;8,92;51,29;29,32;2,21
Thu;18;08;2016;22:30;269,75;55,21;24,3;17,33;37,47;3,69;14,92;3,9;21,06;8,92;51,48;29,27;2,21
Thu;18;08;2016;22:45;271,81;55,27;24,34;17,33;37,42;3,69;14,91;3,9;21,07;9,88;52,56;29,24;2,21
Thu;18;08;2016;23:00;270,78;55,21;24,34;17,31;38,31;3,68;14,93;3,9;21,03;8,96;51,58;29,32;2,21
Thu;18;08;2016;23:15;269,38;55,22;24,32;17,29;37,38;3,68;14,91;3,9;21,02;8,88;51,34;29,22;2,21
Thu;18;08;2016;23:30;270,49;55,26;24,28;17,27;37,42;3,67;14,9;3,9;21,04;8,95;52,28;29,31;2,21
Thu;18;08;2016;23:45;270,61;55,29;24,33;17,29;37,32;3,68;14,91;3,9;21,01;9,93;51,55;29,21;2,21
