Vodafone - Realtime Data;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;
At: January 31, 2018 11:09 (Europe/Lisbon);;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ AVAC OMCs Report (KWh);EA+ AVAC IT PDG (KWh);EA+ AVAC IT SNT (KWh);EA+ AVAC CMB (KWh);EA+ AVAC IT ALF1P-1 (KWh);EA+ AVAC FNC (KWh);EA+ AVAC IT FAR (KWh);EA+ AVAC IT BVTP0 (KWh);EA+ AVAC FMC (KWh);EA+ AVAC IT PTM (KWh);EA+ AVAC IT RAN (KWh);EA+ AVAC IT MAT (KWh);EA+ AVAC IT AVR (KWh)
Mon;18;09;2017;23:45;119,47;3,15;13,63;7;26,12;2,26;4,54;27,13;5,58;3,15;4,8;15,27;6,85
Tue;19;09;2017;00:00;123,56;1,76;13,48;6,95;24,64;1,91;4,54;27,31;5,56;3,14;4,8;20,29;9,16
Tue;19;09;2017;00:15;112,19;3,15;8,75;6,9;23,63;1,91;4,54;26,44;5,58;3,14;4,7;16,01;7,45
Tue;19;09;2017;00:30;119,84;2,29;10,4;6,83;25,82;1,91;4,54;25,72;5,59;3,14;4,7;19,76;9,15
Tue;19;09;2017;00:45;102,91;2,67;7,77;6,79;25,22;1,91;4,54;17,8;5,59;3,14;4,4;16,71;6,37
Tue;19;09;2017;01:00;108,74;2,96;11,04;6,76;24,44;1,91;4,54;19,44;5,58;3,14;4,4;18,34;6,19
Tue;19;09;2017;01:15;96,22;2,04;6,64;6,71;22,52;1,98;1,35;19,75;5,58;3,14;4,35;14,11;8,06
Tue;19;09;2017;01:30;111,78;3,15;10,24;6,65;26,49;3,07;5,99;19,76;5,58;3,14;4,35;15,77;7,6
Tue;19;09;2017;01:45;107,63;1,92;7,53;6,65;24,84;2,33;5,99;19,82;5,59;2,95;4,25;16,13;9,64
Tue;19;09;2017;02:00;102,32;3,15;11,09;6,63;23,95;1,91;1,31;20,04;5,58;2,71;4,25;13,28;8,4
Tue;19;09;2017;02:15;103,45;1,81;6,83;6,57;25,18;1,92;5,95;17,61;5,58;3,14;4,2;17,1;7,58
Tue;19;09;2017;02:30;91,05;2,85;8,21;6,54;26,44;1,91;5,95;7,33;5,59;2,51;4,2;13,83;5,71
Tue;19;09;2017;02:45;94,33;3,37;8,74;6,49;24,17;1,91;5,95;7,84;5,59;3,14;4,1;16,53;6,52
Tue;19;09;2017;03:00;91,55;2,14;8,89;6,47;23,51;1,91;5,95;7,92;5,58;2,85;4,1;15,46;6,76
Tue;19;09;2017;03:15;93,07;3,35;9,22;6,42;25,63;2,38;5,95;9,34;5,57;2,36;4;14,44;4,4
Tue;19;09;2017;03:30;92,55;2,42;5,55;6,42;25,38;3,06;5,95;8,14;5,56;3,15;4;16,67;6,25
Tue;19;09;2017;03:45;86,01;3,31;6,98;6,45;22,78;1,91;5,95;9,35;5,56;2,47;3,5;13,46;4,29
Tue;19;09;2017;04:00;90,03;1,72;11,03;6,45;23,95;1,91;2,38;8,46;5,56;2,78;3,5;17,21;5,1
Tue;19;09;2017;04:15;85,63;3,34;4,88;6,47;25,9;1,91;5,3;7,64;5,55;2,72;3,15;14,88;3,88
Tue;19;09;2017;04:30;89,41;2;8,72;6,5;25,1;1,91;3,28;8,62;5,57;2,33;3,15;15,71;6,51
Tue;19;09;2017;04:45;85,58;3,26;8,6;6,53;22,85;1,91;3,27;7,27;5,58;3,05;2,75;16,12;4,39
Tue;19;09;2017;05:00;84,17;1,97;7,9;6,52;25,54;1,91;3,35;7,4;5,59;2,02;2,75;13,42;5,82
Tue;19;09;2017;05:15;88,09;3,34;5,88;6,52;26,1;2,77;3,35;7,47;5,58;2,9;2,85;17,41;3,91
Tue;19;09;2017;05:30;83,68;1,58;8,42;6,55;23,97;2,67;3,35;8,22;5,58;2,4;2,85;14,37;3,73
Tue;19;09;2017;05:45;84,27;3,34;7,62;6,53;23,42;1,91;3,35;7,94;5,58;2,09;2,8;15,68;4,02
Tue;19;09;2017;06:00;84,27;2,3;8,35;6,51;25,52;1,91;3,35;6,82;5,58;2,6;2,8;15,22;3,32
Tue;19;09;2017;06:15;79,88;2,87;5,75;6,51;24,32;1,91;3,06;7,05;5,58;2,06;2,65;14,42;3,69
Tue;19;09;2017;06:30;81,39;1,95;6,35;6,51;21,86;1,91;6,25;6,61;5,54;2,34;2,65;16,02;3,42
Tue;19;09;2017;06:45;84,68;3,33;8,64;6,51;25,13;1,9;4,31;7,04;5,21;2,37;2,5;12,49;5,26
Tue;19;09;2017;07:00;84,08;2,34;6,62;4,28;23,95;2,76;4,31;6,73;5,86;2,34;2,5;16,83;5,57
Tue;19;09;2017;07:15;72,92;2,29;6,27;2,01;22,21;2,68;4,03;7,06;5,86;2,62;2,45;12,12;3,33
Tue;19;09;2017;07:30;82,72;3,3;8,91;2,05;25,51;1,9;4,03;7,52;5,22;1,96;2,45;16,55;3,33
Tue;19;09;2017;07:45;70,47;1,44;5,97;2,14;22,06;1,9;4,03;6,97;5,88;1,96;2,3;12,36;3,48
Tue;19;09;2017;08:00;91,98;3,3;5,46;2,32;25,37;1,9;4,03;6,99;5,42;2,17;2,3;29,07;3,67
Tue;19;09;2017;08:15;100,37;2,67;9,06;2,38;25,78;2,16;4,03;6,97;5,21;1,96;2,35;34,17;3,65
Tue;19;09;2017;08:30;96,4;2,4;5,47;2,59;26,1;2,01;1,1;7,27;6,01;1,95;2,35;32,69;6,46
Tue;19;09;2017;08:45;99,23;2,42;10,36;2,62;23,46;2,6;4,63;7,18;5,33;1,95;2,35;32,69;3,63
Tue;19;09;2017;09:00;100,99;2,65;9,39;2,73;24,35;3,06;4,63;7,94;5,34;1,95;2,35;32,55;4,06
Tue;19;09;2017;09:15;102,2;2,5;11,51;2,73;24,72;2,01;4,63;8,18;5,33;1,95;2,45;32,64;3,55
Tue;19;09;2017;09:30;105,08;2,6;14,15;5,2;24,21;2;4,63;7,71;5,88;1,95;2,45;28,11;6,2
Tue;19;09;2017;09:45;114,16;2,79;15,05;10,65;24,48;2,01;4,63;8,1;5,45;1,95;2,65;30,53;5,88
Tue;19;09;2017;10:00;115,82;2,82;15,16;8,62;24,96;2,01;3,44;11,33;5,35;1,95;2,65;32,75;4,81
Tue;19;09;2017;10:15;127,54;2,79;15,24;7,26;24,73;2,01;7,49;22,49;5,55;2,03;3;27,77;7,19
Tue;19;09;2017;10:30;131,31;2,46;15,29;7,42;25,54;2,4;7,49;22,51;6,15;1,95;3;30,02;7,08
Tue;19;09;2017;10:45;136,03;3,22;15,27;7,45;25,82;3,16;4,96;24,02;5,45;1,95;3,75;26,31;14,68
Tue;19;09;2017;11:00;140,97;1,17;15,39;7,48;25,93;2,83;4,96;24,48;5,86;2,08;3,75;34,7;12,34
Tue;19;09;2017;11:15;154,1;3,44;22,72;7,51;26,21;2;4,96;31,86;8,25;2,37;4,35;29,9;10,52
Tue;19;09;2017;11:30;146,79;3,44;25,44;7,49;25,05;2;4,83;31,19;8,19;2,08;4,35;22,41;10,33
Tue;19;09;2017;11:45;153,92;1,19;21,97;7,51;26,58;2;5,82;30,89;8,22;2,09;6,1;31,77;9,79
Tue;19;09;2017;12:00;153,9;3,44;22,54;7,51;26,02;2,21;5,83;30,89;8,23;2,26;6,1;27,38;11,5
Tue;19;09;2017;12:15;158,71;3,43;24,85;7,52;25,81;3,17;4,05;29,81;8,25;2,41;8,35;27,4;13,68
Tue;19;09;2017;12:30;153,77;1,71;24,96;7,55;27,13;2,53;3,67;29,35;8,33;2,52;8,35;27,44;10,24
Tue;19;09;2017;12:45;153,05;3,45;24,82;7,55;26,19;2,02;3,65;28,89;8,31;2,16;11,8;23,92;10,29
Tue;19;09;2017;13:00;155,79;1,96;24,47;7,58;26,2;2,02;3,66;29,69;8,35;2,52;11,8;25,16;12,39
Tue;19;09;2017;13:15;157,63;3,45;25,08;7,59;26,1;2,03;3,66;29,51;8,36;2,72;10,7;27,51;10,93
Tue;19;09;2017;13:30;158,57;1,67;28,16;7,6;25,44;2,03;4,89;28,47;8,38;2,68;10,7;27,47;11,08
Tue;19;09;2017;13:45;161,19;3,46;25,37;7,6;25,82;2,89;4,89;29,36;8,73;3,21;12,45;27,5;9,92
Tue;19;09;2017;14:00;154,98;2,8;25,38;7,58;25,09;2,98;2,4;28,26;8,72;3,21;12,45;25,88;10,22
Tue;19;09;2017;14:15;154,52;2,59;25,36;7,56;25,07;2,03;4,71;29,06;8,72;3,2;10,75;23,88;11,6
Tue;19;09;2017;14:30;163,22;2,23;28,83;7,56;25,02;2,02;4,71;28,98;9,39;3,2;10,75;27,62;12,92
Tue;19;09;2017;14:45;158,05;3,1;26,06;7,57;25,15;2,02;4,71;28,13;8,7;3,21;12;28,38;9,03
Tue;19;09;2017;15:00;161,42;2,82;25,45;7,6;25,15;2,01;4,71;29,04;8,72;3,21;12;31,19;9,52
Tue;19;09;2017;15:15;158,46;1,79;27,69;7,59;25,36;2,69;4,71;29,57;9,45;3,21;11;27,77;7,63
Tue;19;09;2017;15:30;157,04;3,09;27,65;7,55;25,45;3,09;3,35;28,09;9,1;3,22;11;31,57;3,89
Tue;19;09;2017;15:45;154,06;3,09;27,1;7,57;25,79;2,01;4,49;28,19;9,58;3,22;11,7;27,56;3,77
Tue;19;09;2017;16:00;153,33;2;27;7,58;26,04;2,01;4,49;28,97;8,99;3,21;11,7;27,53;3,82
Tue;19;09;2017;16:15;151,45;2,51;27,04;7,53;25,39;2,01;4,49;29,04;11,31;3,21;10,85;23,81;4,27
Tue;19;09;2017;16:30;152,27;3,09;27,4;7,53;25,56;2,01;4,49;28,31;10,01;3,22;10,85;25,38;4,43
Tue;19;09;2017;16:45;158,28;3,09;26,7;7,57;26,1;2,63;4,49;27,67;10,44;3,22;11,65;27,54;7,19
Tue;19;09;2017;17:00;156,02;1,5;26,82;7,55;25,73;3,17;6,08;28,77;9,76;3,22;11,65;27,53;4,25
Tue;19;09;2017;17:15;161,93;3,1;26,55;7,51;25,72;2,1;5,25;29,12;10,24;3,22;11,35;27,49;10,28
Tue;19;09;2017;17:30;158,85;3,15;26,49;7,5;25,9;2,01;5,25;28,09;10,74;3,22;11,35;30;5,15
Tue;19;09;2017;17:45;152,26;2,29;27,93;7,51;25,38;2,02;5,25;27,79;9,69;3,22;11,2;25,61;4,38
Tue;19;09;2017;18:00;152,11;2,37;26,08;7,54;25,58;2,01;5,25;28,66;9,67;3,21;11,2;23,72;6,8
Tue;19;09;2017;18:15;154,21;3,15;25,24;7,55;26,23;2,22;5,25;28,08;9,53;3,22;10,8;27,39;5,56
Tue;19;09;2017;18:30;151,03;2,49;24,58;7,52;24,92;3,15;5,25;26,64;9,76;3,21;10,8;27,41;5,31
Tue;19;09;2017;18:45;151,12;2,26;23,53;7,48;25,72;2,43;5,25;27,34;9,38;3,21;11,9;27,36;5,27
Tue;19;09;2017;19:00;151,05;3,14;23,17;7,33;25,24;1,91;5,25;27,97;10,36;3,21;11,9;26,64;4,93
Tue;19;09;2017;19:15;142,44;2,69;22,88;7,31;25;1,91;5,25;26,98;8,64;3,2;11;23,26;4,33
Tue;19;09;2017;19:30;142,9;2,11;23,12;7,33;24,23;1,91;5,25;26,59;7,99;3,19;11;25,55;4,62
Tue;19;09;2017;19:45;146,2;3,14;20,46;7,3;24,85;1,99;5,25;27,4;7,99;3,19;9,9;27,25;7,48
Tue;19;09;2017;20:00;143,09;1,88;20,42;7,25;23,61;3,06;5,25;27,39;9,42;3,19;9,9;27,19;4,53
Tue;19;09;2017;20:15;141,45;3,14;18,99;7,26;24,02;2,66;2,75;26,45;10,81;3,18;10,1;25,1;6,99
Tue;19;09;2017;20:30;139,35;2,99;17,78;7,27;23,63;1,9;5,69;27,62;9,85;3,18;10,1;23,2;6,14
Tue;19;09;2017;20:45;136,4;1,81;15,34;7,26;24,21;1,9;5,69;27,96;7,91;3,19;7,6;26,93;6,59
Tue;19;09;2017;21:00;137,68;3,13;20,71;7,25;24,33;1,91;5,18;22,64;7,26;3,18;7,6;27,1;7,4
Tue;19;09;2017;21:15;121,01;2,66;21,82;7,25;23,96;1,93;5,18;16,43;5,56;3,18;5,2;22,83;5,03
Tue;19;09;2017;21:30;107,34;2,09;18,83;7,23;23,32;3,05;1,42;17,8;5,07;3,17;5,2;12,8;7,36
Tue;19;09;2017;21:45;96,2;3,13;7,72;7,24;24,22;2,66;3,92;17,44;4,84;3,17;4,65;10,86;6,34
Tue;19;09;2017;22:00;98,55;1,74;11,85;7,19;23,87;1,91;3,92;18,79;4,83;3,17;4,65;12,46;4,18
Tue;19;09;2017;22:15;98,63;3,13;11,12;7,21;23,22;1,91;3,92;17,38;4,82;3,17;4,4;12,8;5,55
Tue;19;09;2017;22:30;98,79;3,02;7,59;7,2;23,98;1,91;3,92;19,09;4,82;3,17;4,4;12,77;6,92
Tue;19;09;2017;22:45;93,54;1,84;8,82;7,21;23,18;1,91;3,92;17,58;4,82;3,17;4,4;12,83;3,85
Tue;19;09;2017;23:00;99,02;3,14;7,31;7,2;24,1;2,69;5,14;17,74;4,81;3,15;4,4;13,84;5,5
Tue;19;09;2017;23:15;102,97;1,69;10,88;7,21;24,39;3,04;4,24;20,02;4,8;3,16;4,25;13,63;5,66
Tue;19;09;2017;23:30;94,62;3,13;6,77;7,2;23,81;1,91;4,24;18,52;4,8;3,17;4,25;12,98;3,85
Tue;19;09;2017;23:45;100,79;3,13;8,24;7,2;24,11;1,91;4,24;19,27;4,79;3,16;4,1;15,29;5,36
Wed;20;09;2017;00:00;93,51;1,59;6,82;7,25;24,08;1,91;4,24;18,88;4,79;3,14;4,1;12,07;4,64
Wed;20;09;2017;00:15;97,53;3,13;8,74;7,19;23,72;1,92;4,24;18,82;4,65;3,14;3,75;14,9;3,32
Wed;20;09;2017;00:30;89,93;2,99;5,14;7,19;23,06;2,06;3,44;18,51;4,33;3,15;3,75;12,73;3,58
Wed;20;09;2017;00:45;96,28;1,83;10,07;7,2;22,93;3,07;3,72;19,63;4,67;3,15;3,35;12,81;3,87
Wed;20;09;2017;01:00;94,21;3,15;4,89;7,2;23,62;2,54;4,64;18,4;4,64;3,15;3,35;14,99;3,65
Wed;20;09;2017;01:15;95,71;1,68;8,63;7,21;23,53;1,91;4,64;19,51;4,63;3,16;3,05;12,15;5,61
Wed;20;09;2017;01:30;86,97;3,15;5,1;7,2;23,01;1,91;4,64;14,95;4,62;3,15;3,05;12,15;4,04
Wed;20;09;2017;01:45;88,29;2,97;7,15;7,21;23,04;1,91;4,64;11,46;4,62;3,14;2,8;15,17;4,17
Wed;20;09;2017;02:00;88,2;1,86;7,82;7,21;23,35;1,91;4,64;12,81;4,62;3,14;2,8;12,17;5,86
Wed;20;09;2017;02:15;85,62;3,15;5,31;7,2;24,57;2,36;3,41;12,87;4,61;3,15;2,55;12,27;4,18
Wed;20;09;2017;02:30;90,52;2,36;5,85;7,19;23,87;3,07;3,98;13,1;4,23;3,15;2,55;15,34;5,84
Wed;20;09;2017;02:45;90,84;3,33;8,25;7,2;23,29;2,08;5,75;13,13;4,76;3,14;2,3;12,18;5,41
Wed;20;09;2017;03:00;81,84;2,02;4,46;7,19;23,61;1,92;3,75;13,1;4,21;3,14;2,3;12,14;4,02
Wed;20;09;2017;03:15;89,7;3,27;5,41;7,19;22,81;1,92;5,66;12,92;4,09;3,14;2,2;14,38;6,71
Wed;20;09;2017;03:30;90,35;3,12;9,17;7,18;23,39;1,92;5,66;12,72;4,92;3,14;2,2;12,86;4,08
Wed;20;09;2017;03:45;89,68;2,15;5,29;7,19;22,81;1,92;5,66;12,77;4,69;3,14;2,05;12,13;9,87
Wed;20;09;2017;04:00;86,68;3,23;6,16;7,17;22,84;1,92;5,66;13,02;4,51;3,14;2,05;12,16;4,82
Wed;20;09;2017;04:15;85,93;1,93;5;7,15;23,47;2,9;5,66;12,98;4,16;3,14;1,8;12,13;5,61
Wed;20;09;2017;04:30;86,59;3,33;8,9;7,13;22,96;2,7;5,06;13,36;2,35;3,14;1,8;12,14;3,72
Wed;20;09;2017;04:45;79,66;2,23;3,62;2,52;23,87;1,92;5,01;12,44;4,12;3,02;1,8;12,14;6,98
Wed;20;09;2017;05:00;79,49;2,66;6,94;2,14;23,86;1,92;3,62;13,1;4,65;2,65;1,8;12,16;4
Wed;20;09;2017;05:15;77,67;2,92;4,22;2,15;23,64;1,92;3,62;13,13;4,62;3,13;1,7;12,11;4,53
Wed;20;09;2017;05:30;78,9;1,86;7,18;2,18;23,7;1,92;3,62;12,11;4,64;2,51;1,7;12,12;5,38
Wed;20;09;2017;05:45;77,89;3,31;3,65;2,31;22,79;1,91;3,62;12,9;4,66;2,93;1,6;12,2;6,02
Wed;20;09;2017;06:00;79,61;1,84;4,45;3,23;23,31;2,64;3,62;12,03;4,71;2,8;1,6;13,93;5,45
Wed;20;09;2017;06:15;78,36;2,91;7,15;3,31;23,08;2,94;4,05;9,82;4,66;2,72;1,5;12,07;4,16
Wed;20;09;2017;06:30;74,79;3,23;3,46;2,75;22,97;1,91;4,05;11,89;4,58;2,77;1,5;12,08;3,62
Wed;20;09;2017;06:45;75,03;1,6;5,15;2,89;22,67;1,91;4,05;12,08;4,59;2,51;1,5;12,08;4
Wed;20;09;2017;07:00;77,52;3,31;6,8;2,99;23,23;1,91;4,05;10,22;4,68;2,76;1,5;12,16;3,92
Wed;20;09;2017;07:15;75,81;2,11;3,73;2,83;23,09;1,91;4,05;11,72;4,67;2,34;1,45;12,2;5,72
Wed;20;09;2017;07:30;77,55;2,95;4,57;2,68;24,49;1,91;3,25;12,09;4,61;2,7;1,45;12,17;4,7
Wed;20;09;2017;07:45;75,07;2,12;3,41;3,13;23,16;1,93;6,19;9,94;4,57;2,58;1,5;12,18;4,37
Wed;20;09;2017;08:00;88,13;3,33;6,83;2,99;23,98;3,05;6,19;11,58;4,38;2,32;1,5;18,36;3,64
Wed;20;09;2017;08:15;96,88;1,44;3,84;2,83;24,28;2,49;1,5;12,57;4,46;2,36;1,65;30,98;8,47
Wed;20;09;2017;08:30;94,55;3,32;4,75;3;22,63;2,2;3,68;12,8;4,47;3,06;1,65;28,46;4,55
Wed;20;09;2017;08:45;100,14;2,81;9,05;2,61;23,44;2,47;5,02;15,07;4,96;1,93;1,9;26,98;3,91
Wed;20;09;2017;09:00;100,73;1,97;5,17;2,71;23,11;2,39;5,78;19,59;4,39;2,83;1,9;26,93;3,97
Wed;20;09;2017;09:15;105,64;3,32;6,68;2,74;23,77;2,4;3,62;21,94;4,7;2,44;2,45;26,61;4,96
Wed;20;09;2017;09:30;103,42;1,34;8,24;2,81;23,74;2,9;3,8;22,53;4,88;2,59;2,45;21,65;6,51
Wed;20;09;2017;09:45;112,45;3,32;10,37;2,89;23,75;3,56;6,12;22,8;7,14;2,84;3,5;23,04;3,12
Wed;20;09;2017;10:00;118,13;2,74;12,79;2,95;23,7;2,55;6,12;22,39;7,21;2,52;3,5;23,04;8,61
Wed;20;09;2017;10:15;118,6;2,25;12,78;3,14;25,43;2,41;6,12;22,18;7,21;2,57;5;23,1;6,41
Wed;20;09;2017;10:30;117,68;3,32;12,3;4,23;24,75;2,41;6,12;22,39;7,25;2,72;5;23,07;4,12
Wed;20;09;2017;10:45;133,6;1,96;12,89;10,29;25,38;2,41;6,12;22,35;7,26;2,47;7,3;26,21;8,97
Wed;20;09;2017;11:00;128,8;3,35;14,41;8,24;20,97;2,41;6,12;23,03;7,49;3,16;7,3;27,05;5,27
Wed;20;09;2017;11:15;129,07;1,4;16,87;7,28;18,39;2,72;6,12;25,18;7,77;2,34;7,7;27,09;6,23
Wed;20;09;2017;11:30;140,37;3,33;16,98;7,42;20,4;3,63;6,12;29,55;7,8;3,16;7,7;27,07;7,21
Wed;20;09;2017;11:45;140,59;2,15;17,18;7,44;28,09;2,9;2,34;29,22;7,79;2,49;8,75;27,16;5,08
Wed;20;09;2017;12:00;145,7;2,6;17,4;7,47;26,68;2,43;5,78;29,08;7,82;3,16;8,75;27,19;7,33
Wed;20;09;2017;12:15;146,01;3,38;17,68;7,48;22,27;2,42;5,74;29,18;7,9;3,16;12,6;25,99;8,21
Wed;20;09;2017;12:30;143,34;1,44;17,72;7,5;28,11;2,4;3,62;28,97;7,93;3,16;12,6;23,34;6,56
Wed;20;09;2017;12:45;143,74;3,31;17,86;7,52;28,05;2,4;3,63;29,19;7,93;2,38;12;23,29;6,18
Wed;20;09;2017;13:00;149,39;3,37;18,03;7,54;26,99;3,04;3,67;29,2;7,98;3,17;12;23,38;11,04
Wed;20;09;2017;13:15;143,59;1,51;18,4;7,56;25,12;3,57;4,19;29;8,01;3,17;13,05;23,37;6,65
Wed;20;09;2017;13:30;165;3,44;18,5;7,56;26,8;2,44;4,19;44,89;8;3,18;13,05;23,35;9,61
Wed;20;09;2017;13:45;138,61;2,49;18,6;9,28;25,5;2,44;4,19;13,21;8,05;3,18;12,5;25,88;13,28
Wed;20;09;2017;14:00;154,19;2,33;18,76;7,38;25,43;2,42;4,19;28,99;8,05;3,17;12,5;27,41;13,57
Wed;20;09;2017;14:15;162,29;3,16;26,37;7,57;25,42;2,42;4,19;28,59;7,97;3,17;12,45;27,42;13,56
Wed;20;09;2017;14:30;157,51;1,51;26,35;7,59;25,31;2,43;3,2;27,98;9,57;3,18;12,45;27,42;10,54
Wed;20;09;2017;14:45;163,21;3,15;23,9;7,64;25,42;2,97;3,87;28,89;10,01;3,17;12,85;27,49;13,84
Wed;20;09;2017;15:00;164,74;3,17;24,29;7,62;25,26;3,58;5,76;30,07;8,56;3,17;12,85;27,46;12,95
Wed;20;09;2017;15:15;159,29;1,8;25,47;7,64;25,07;2,48;5,85;28,64;8,76;3,18;12;27,45;10,98
Wed;20;09;2017;15:30;160,62;2,41;25,43;7,64;25,73;2,42;5,85;28,72;7,99;3,18;12;27,42;11,83
Wed;20;09;2017;15:45;162,71;3,15;25,46;7,64;25,95;2,42;1,66;29,48;9,44;3,19;12,75;27,47;14,1
Wed;20;09;2017;16:00;162,54;2,68;25,51;7,66;28,14;2,42;3,73;29,37;9,15;3,19;12,75;27,45;10,5
Wed;20;09;2017;16:15;154,74;2,27;24,46;7,67;23,99;2,41;5,38;28,81;7,85;3,2;12,05;25,99;10,67
Wed;20;09;2017;16:30;159,75;3,13;25,33;8,71;25,24;2,63;5,38;29,35;7,3;3,2;12,05;23,44;13,99
Wed;20;09;2017;16:45;158,52;2,02;25,18;8,26;24,69;3,56;5,38;29,13;7,59;3,21;12,5;23,55;13,46
Wed;20;09;2017;17:00;152,93;2,94;23,26;7,51;25,19;2,79;5,38;29,53;7,31;3,22;12,5;23,54;9,77
Wed;20;09;2017;17:15;154,48;3,14;23,21;7,54;25,41;2,41;5,38;28,95;7,34;3,21;12,35;24,94;10,62
Wed;20;09;2017;17:30;157,9;1,65;23,04;7,51;25,67;2,41;5,38;28,79;7,16;3,22;12,35;27,6;13,11
Wed;20;09;2017;17:45;162,56;3,12;27,98;7,51;25;2,41;5,38;27,44;7,23;3,23;12,45;27,59;13,21
Wed;20;09;2017;18:00;155,23;3,13;22,72;7,55;25,81;2,41;5,38;28,02;7,04;3,24;12,45;27,6;9,9
Wed;20;09;2017;18:15;156,31;1,66;25,29;7,5;25,2;2,85;5,38;28,72;7,04;3,23;11,95;27,52;9,98
Wed;20;09;2017;18:30;156,31;3,14;24,26;7,48;23,95;3,54;5,38;28,17;7,04;3,22;11,95;27,44;10,75
Wed;20;09;2017;18:45;152,03;1,75;19,12;7,47;24,37;2,44;5,38;28,15;7,01;3,23;12,1;27,36;13,64
Wed;20;09;2017;19:00;151,28;3,14;20,94;7,37;24,11;2,31;5,38;28,11;7;3,22;12,1;27,33;10,27
Wed;20;09;2017;19:15;146,36;2,59;21,25;7,37;23,55;2,31;2,73;27,76;6,98;3,22;12;27,11;9,5
Wed;20;09;2017;19:30;144,91;2,39;20,73;7,3;23,85;2,31;7,35;27,11;6,96;3,2;12;23,32;8,38
Wed;20;09;2017;19:45;138,24;3,14;20,83;7,3;23,26;2,56;7,35;26,22;6,94;3,2;9,2;23,3;4,94
Wed;20;09;2017;20:00;132,61;1,85;16,91;7,27;24,22;2,97;2,38;26,89;6,84;3,2;9,2;23,21;7,67
Wed;20;09;2017;20:15;140;3,14;20,8;7,26;24,44;3,45;5,6;27,69;6,82;3,2;9,2;23,22;5,17
Wed;20;09;2017;20:30;136,94;1,64;20,4;7,23;24,77;2,32;5,6;27,69;6,83;3,19;9,2;23,24;4,82
Wed;20;09;2017;20:45;130,34;3,13;17,43;7,21;24,28;2,29;1,48;28,04;6,82;3,2;7,15;24,81;4,51
Wed;20;09;2017;21:00;134,72;1,99;20,61;7,1;23,1;2,29;3,57;27,52;6,81;3,19;7,15;27,2;4,2
Wed;20;09;2017;21:15;130,32;2,79;19,64;7,08;24,55;2,3;4,51;21,55;6,85;3,18;5,4;27,2;5,28
Wed;20;09;2017;21:30;128,66;2,65;17,11;7,01;22,71;2,3;4,51;20,49;6,44;3,18;5,4;27,14;9,7
Wed;20;09;2017;21:45;127,18;2,21;19,4;6,98;23,93;2,95;4,51;21,99;5,11;3,19;4,9;27,16;4,84
Wed;20;09;2017;22:00;127,97;3,13;17,1;6,93;24,14;3,47;4,51;22,05;4,35;3,17;4,9;26,81;7,4
Wed;20;09;2017;22:15;119,36;1,64;18,86;6,89;23,69;2,4;4,51;22,17;4,33;3,17;5;19,19;7,5
Wed;20;09;2017;22:30;100,29;3,13;8,76;6,9;24,35;2,31;4,51;22,02;4,31;3,17;5;11,26;4,58
Wed;20;09;2017;22:45;112,81;1,81;13,11;6,88;24,44;2,3;4,51;21,85;4,28;3,17;5,2;14,87;10,39
Wed;20;09;2017;23:00;108,76;3,14;13,23;6,88;24,25;2,31;4,13;21,83;4,25;3,17;5,2;15,58;4,79
Wed;20;09;2017;23:15;105,73;2,05;10,55;6,9;24,52;2,3;4,13;22,65;4,24;3,17;5,2;13,07;6,94
Wed;20;09;2017;23:30;108,66;2,82;10,17;6,91;23,05;2,3;4,13;21,87;4,25;3,17;5,2;15,08;9,72
Wed;20;09;2017;23:45;105,98;2,23;10,4;6,95;24,04;3,3;4,13;22,67;4,25;3,17;5,3;13,6;5,94
Thu;21;09;2017;00:00;110;2,6;10,17;6,98;22,76;3,07;4,13;25,06;4,26;2,9;5,3;15,85;6,93
Thu;21;09;2017;00:15;111,13;2,51;10,47;6,97;22,97;2,31;4,64;25,06;3,88;3,16;4,85;14,65;9,66
Thu;21;09;2017;00:30;109,43;2,47;8,71;6,97;23,3;2,3;4,64;25,06;5,37;3,16;4,85;14,85;7,75
Thu;21;09;2017;00:45;111,17;2,5;9,98;6,98;23,42;2,3;4,64;25,06;4,03;3,15;4,6;15,56;8,95
Thu;21;09;2017;01:00;99,01;2,49;11,13;6,98;24,27;2,3;4,64;10,32;5,37;3,14;4,6;13,99;9,78
Thu;21;09;2017;01:15;106,16;2,27;7,82;6,98;24,07;2,31;4,64;22,01;4,2;3,14;4,45;15,45;8,81
Thu;21;09;2017;01:30;104,59;2,69;8,31;7;23,33;2,87;1,17;21,98;5,37;3,14;4,45;13,53;10,76
Thu;21;09;2017;01:45;110,06;2,05;11,15;6,97;23,94;3,41;4,95;22,04;4,14;3,14;4,3;15,28;8,69
Thu;21;09;2017;02:00;101,39;2,88;4,75;6,96;22,81;2,3;4,95;22,08;5,38;3,14;4,3;13,16;8,67
Thu;21;09;2017;02:15;110,33;2,23;11,07;6,96;22,92;2,31;4,95;22,07;4,19;3,14;4,35;15,54;10,6
